title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Other Features,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Operating Range,Call Features,Third Party App Support,Display Resolution,Display Size,Display Type,Other Camera Features,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Audio Features,Gesture Control,Voice Control,Other Multimedia Features,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Dial Color,Maximum Operating Altitude,Compatible Device,Talk time,Stand By Time,Operating System,RAM,Internal Memory,Email Support,Other Connectivity Features,Flash,Supported Audio Format,Speaker Volume,International Warranty,Number of Cores,Processor Name,Other Dimensions,Processor Speed,Compatible Operating System,Primary Camera,Diameter,Video Features,Expandable Memory,Supported Video Format,HD Recording,HD Playback
Fastrack X2 with 1.91'' BT Calling|Rotating Crown|60 Hz...,"₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/a/a/-original-imahyzbjmwkxgyvf.jpeg?q=70,https://www.flipkart.com/fastrack-x2-1-91-bt-calling-rotating-crown-60-hz-refresh-rate-fast-charge-smartwatch/p/itm6051d2b1c0224?pid=SMWHY8YMYGA3SNHA&lid=LSTSMWHY8YMYGA3SNHAC0BJDL&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_465&otracker=search&fm=organic&iid=be1383ee-20eb-4352-b393-4564ce1b5d7e.SMWHY8YMYGA3SNHA.SEARCH&ppt=None&ppn=None&ssid=miam6ks00w0000001738524932409&qH=87968ec020b2016b,2025-02-02 20:35:32,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38137PP04,X2 with 1.91'' BT Calling|Rotating Crown|60 Hz Refresh Rate|Fast Charge,Rectangle,Maroon,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Polycarbonate,Women,Android & iOS,Wine Red,Buckle,Accelerometer,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,120 min,7 Days,Yes,Pin Charging Cable,"1.91"" UltraVU HD Display with bright Pixel Resolution, SingleSync BT Calling with Quick Replies, Calculator, AI Voice Assistant, 100+ Sports Modes with Sports Records, One Click Health Measurement, Auto Stress Monitor, 24x7 Heart Rate Monitor, SpO2 and Sleep Monitor with REM Sleep, Breathe Exercise, Alarm, Stopwatch and Timer, Notifications, Weather Display, Camera and Music Control, Multiple Menu Styles, In-Built Games",Yes,Yes,No,No,Yes,v5.3,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",Not Supported,240 x 296 Pixels,48.514 mm,LCD,Camera Control,Yes,No,UltraVU HD Display,Yes,Yes,Yes,No,"One Click Health Measurement, 24*7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,No,Yes,No,English,1,"Functional Crown, AI Voice Assistant, 100+ Sports Modes with Sports Records, Multiple Menu Styles, Built-In Games, Calculator, Alarm, Stopwatch, Timer, 100+ Watchfaces",Yes,Yes,Music Control,No,Yes,Music Control,38 mm,46.6 mm,10.78 mm,42.5 g,1 Year Limited Warranty,customer care at 1800-266-0123 or email us at customercare,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Watch Series 10 GPS 46mm Rose Gold Aluminium with...,"₹47,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/t/k/-original-imah4jndvnwgymj9.jpeg?q=70,https://www.flipkart.com/apple-watch-series-10-gps-46mm-rose-gold-aluminium-plum-sport-loop/p/itm00132b5f329b5?pid=SMWH4JBWYBCQZ74J&lid=LSTSMWH4JBWYBCQZ74JJNHXIC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_469&otracker=search&fm=organic&iid=be1383ee-20eb-4352-b393-4564ce1b5d7e.SMWH4JBWYBCQZ74J.SEARCH&ppt=None&ppn=None&ssid=miam6ks00w0000001738524932409&qH=87968ec020b2016b,2025-02-02 20:35:32,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWWV3HN/A,Watch Series 10 GPS 46mm Rose Gold Aluminium with Plum Sport Loop,Rectangle,Purple,Fabric,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Plum,,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor",Yes,,Lithium Ion,,Upto 18 Hours On Normal Use,Yes,Magnetic Charger,"Digital Crown with haptic feedback, Side button, Double tap gesture, Siri with on‑device processing",Yes,Yes,Yes,Yes,,v5.3,,,,416 x 496 Pixel,46 mm,Retina Display,,,,"Always‑On Retina LTPO3 display, Wide‑angle OLED, Up to 40% brighter when viewed at an angle6, Edge‑to‑edge display, on‑X front glass (aluminium cases), Sapphire front crystal (titanium cases), Up to 2,000 nits maximum brightness, nit minimum brightness, 326 pixels per inch",Yes,Yes,Yes,,"Blood Oxygen app2, ECG app3, Cycle Tracking app with retrospective ovulation estimates4, Heart Rate app, High and low heart rate notifications, Irregular rhythm notifications, Medications app, Mindfulness app with state of mind tracking, Noise app, Sleep app including sleep stages",Yes,Yes,Yes,Yes,,English,1,,Yes,Yes,,,,,39 mm,,9.7 mm,36.4 g,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,Physical Damage,1 Year,,,"iPhone Xs or later, including iPhone SE (2nd generation or later), with iOS 18 or later",,,watchOS 11,,,,Wi-Fi 4 (802.11n),,,,,,S10 SiP with 64‑bit dual-core processor,,,iOS,,,,,,,
EVAAENTERPRISES evaaenterprisess 7 in 1 Infinix Note 40...,"₹1,150",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/x/z/30-evaaenterprisess-7-in-1-smartwatch-f27-pro-android-ios-original-imah8khxjct8zcfd.jpeg?q=70,https://www.flipkart.com/evaaenterprises-evaaenterprisess-7-1-infinix-note-40-pro-5g-earbud-smartwatch/p/itm3423801a38d5d?pid=SMWH4S4AG4ZGYBMF&lid=LSTSMWH4S4AG4ZGYBMFCLLDR3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_473&otracker=search&fm=organic&iid=be1383ee-20eb-4352-b393-4564ce1b5d7e.SMWH4S4AG4ZGYBMF.SEARCH&ppt=None&ppn=None&ssid=miam6ks00w0000001738524932409&qH=87968ec020b2016b,2025-02-02 20:35:32,"7 straps, 1 earpods",evaaenterprisess 7 in 1 with earbud ( 7 different color straps),evaaenterprisess 7 in 1 Infinix Note 40 Pro 5G with earbud smartwatch,Square,Multicolor,Silicone,10,Yes,Yes,200 m,"Safety & Security, Notifier, Watchphone",tft smooth amoled smooth dail,Men & Women,Android & iOS,multicolour,clip-on,proximity,"calendar reminder, missed call notification","ringer, vibration",Lithium,30 min,1 day,Yes,wireless,"Voice Commands and Microphone: Many smartwatches include a built-in microphone that allows users to issue voice commands, make calls, or send voice messages. This feature often integrates with virtual assistants like Siri, Google Assistant, or Alexa., Customizable Alerts and Vibrations: Users can customize alert settings and vibration patterns for different types of notifications, ensuring they don’t miss important updates while minimizing distractions., Thermometer: This feature measures body temperature, which can provide insights into overall health and detect fever or other changes in body temperature., Compass: Some smartwatches include a built-in digital compass, helping users with navigation and orientation, especially useful for outdoor activities like hiking or geocaching., Fall Detection: Advanced smartwatches can detect when a user has fallen and automatically send alerts to emergency contacts or services if no response is detected.",Yes,Yes,No,No,No,v2.1,3000 m,"take calls, mute calls, reject calls, speed dial",yes,18 pixel,30 mm,OLED,"auto focus, 10x optical zoom",Yes,Yes,"Always-On Display: This feature allows the screen to remain visible at all times, displaying essential information like the time or notifications without needing to activate the watch. It helps with quick glances and avoids missing important updates., Interactive Widgets: Some smartwatches offer interactive widgets on the main screen or watch faces, allowing users to quickly access frequently used features or apps, like controlling music playback or checking fitness metrics., Customizable Watch Faces: Users can personalize their smartwatch with different watch face designs, which can include various complications like weather, calendar events, fitness stats, and more. This customization allows users to tailor the display to their needs and preferences., Adaptive Brightness: Many smartwatches come with adaptive brightness sensors that automatically adjust the screen’s brightness based on ambient lighting conditions, improving visibility in various environments and conserving battery life., High Resolution and Clarity: High-resolution displays ensure that text, images, and graphics are sharp and clear, making it easier to read notifications and interact with apps. OLED and AMOLED screens are popular for their vibrant colors and deep blacks., Touchscreen Interface: Most smartwatches use touchscreens for navigation, allowing users to interact with apps, notifications, and settings directly through taps, swipes, and gestures.",Yes,Yes,Yes,Yes,"Workout Modes: Many smartwatches come with multiple workout modes tailored for specific activities, such as running, cycling, swimming, yoga, strength training, and more. These modes provide specialized metrics and tracking for each type of exercise., Stress Monitoring: This feature tracks physiological indicators of stress and may include guided breathing exercises or mindfulness activities to help manage stress levels., Sleep Tracking: Advanced sleep tracking features monitor different sleep stages (light, deep, REM), track sleep duration, and assess sleep quality, often providing insights into sleep patterns and recommendations for improvement., ECG (Electrocardiogram): Some smartwatches offer ECG capabilities to monitor heart rhythm and detect irregularities such as atrial fibrillation (AFib), providing more detailed cardiac health insights., Blood Oxygen Monitoring (SpO2): This feature measures the oxygen saturation levels in your blood, which can be useful for assessing respiratory function and overall health, especially during high-altitude activities., Heart Rate Variability (HRV): HRV tracking measures the variation in time between heartbeats, providing insights into overall cardiovascular health, stress levels, and recovery., GPS Tracking: Built-in GPS allows for accurate tracking of outdoor workouts, such as running or biking, by mapping routes, measuring distance, and analyzing pace. Some watches also support GLONASS or Galileo for improved accuracy.",yes,Yes,Yes,Yes,Yes,english and multi,2,"moonphase, barometer, basic latin, weather",1,no,"noise cancellation, voice recording","change music, answer calls",Yes,High-Resolution DisplaysOffline Media StorageNotifications and Alerts,6 mm,10 mm,8 mm,200 g,yes,yes,no,yes,1 Months,black,3000 m,android/ios,5 hr,12 hr,android/ios,8 GB,16 GB,No,"Bluetooth Connectivity: This is the most common form of connectivity, allowing the smartwatch to pair with smartphones and other devices for syncing data, receiving notifications, and controlling music., Pairing with Smart Home Devices: Many smartwatches can connect with and control smart home devices, such as lights, thermostats, and security systems, providing added convenience and automation., Bluetooth LE (Low Energy): This version of Bluetooth is optimized for low power consumption, which helps extend battery life while maintaining a stable connection with paired devices., NFC (Near Field Communication): NFC enables contactless payments through services like Google Pay, Apple Pay, or Samsung Pay, allowing users to make purchases directly from their smartwatch. It can also be used for quick pairing with other NFC-enabled devices.",yes,MP3,100 dB,1 Months,quad core,tegra,STANDARD,1.2,,1 MP,20 mm,"video recording, video player",8 GB,AVI,FULL HD,HULL HD
Sanvitraders T10 Ultra Smart Watch Smartwatch,₹759,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/q/p/53-t10-ultra-2-09-infinite-display-with-bluetooth-calling-original-imah6zvwgzhr4fhm.jpeg?q=70,https://www.flipkart.com/sanvitraders-t10-ultra-smart-watch-smartwatch/p/itmf755a4e2d5aae?pid=SMWH6ZVWEVCB9HGG&lid=LSTSMWH6ZVWEVCB9HGGX1ODIY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_477&otracker=search&fm=organic&iid=en_gMS0NzqMRniSd1riNeRwXJIDKp-Mh8dYETgPh_ju99Yf6WZpY4uL4w8YTFqb1PvmPKk9omFfF5G3UsoAUZnoPg%3D%3D&ppt=None&ppn=None&ssid=miam6ks00w0000001738524932409&qH=87968ec020b2016b,2025-02-02 20:35:32,1 smart watch,T10 Ultra 2.09 Infinite Display with Bluetooth Calling Smartwatch (Orenge ),T10 Ultra Smart Watch,Square,Orange,Silicone,free size,Yes,Yes,10 m,Fitness & Outdoor,Aluminium,Men & Women,Android,ORENGE,na,PROXIMITY SENSOR,"CALNDER REMINDER, MISSED CALL NOTIFICATION, WHATSAPP & EMAIL NOTIFICATION",Ringer,Lithium,60 min,1 DAY,Yes,Wirless,,Yes,Yes,Yes,Yes,Yes,V3.0,10 m,"Mute Calls, Reject Calls, Take Calls",Full Support,395*460 pixel,53 mm,HD,,Yes,Yes,,Yes,Yes,Yes,Yes,"Sleep Tarcking, Movement Measurement",yes,Yes,Yes,Yes,Yes,English,,"Weather, Barometer",,,,yes,Yes,,,,,,,,,,,Moulticolor,,all Divice,,,Android @Ios,,,Yes,,,,,,na,na,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:35:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:35:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,399",4.1,Data not available,Image not available,URL not available,2025-02-02 20:35:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:35:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:35:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:35:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_13_481&otracker=search&fm=organic&iid=en_9xvPyLCDu6Jn2nWiICoGCbjmViav5zyLzUjVicyCzniEqXVYRzYnd48rsT7-bMM3JWrv6XLBP0IaPo1dKVWjwPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z84ncdh0ls0000001738524955285&qH=87968ec020b2016b,2025-02-02 20:35:55,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Square,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 5 days,Yes,Magnetic Charging Cable,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",Yes,Yes,,No,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240x296 Pixel,2 inch,HD,,Yes,No,1000 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,,Wrist to Screen Wake,Yes,,48 mm,11 mm,39 mm,50 g,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,480 hr,,,,No,,,,,,,,,,,,,,,,,
"Pebble Hive 1.39""HD Octa Display,BT Calling, Health Sui...","₹1,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/5/w/-original-imagwu8qq5zfqhtv.jpeg?q=70,https://www.flipkart.com/pebble-hive-1-39-hd-octa-display-bt-calling-health-suite-diy-watch-face-world-clock-smartwatch/p/itm41450c1faa10c?pid=SMWGWY5Q9ERMSABJ&lid=LSTSMWGWY5Q9ERMSABJS1IWXE&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_13_485&otracker=search&fm=organic&iid=ec096157-f75b-4902-b8ad-facce8e3d4a1.SMWGWY5Q9ERMSABJ.SEARCH&ppt=None&ppn=None&ssid=z84ncdh0ls0000001738524955285&qH=87968ec020b2016b,2025-02-02 20:35:55,"1N Smartwatch, 1N Magnetic Charging Cable, 1N User Manual, 1N Warranty Card",PFB301,"Hive 1.39""HD Octa Display,BT Calling, Health Suite, DIY Watch Face, World Clock",Round,Black,Silicone,Free Size,Yes,Yes,0.5 m,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Black,Clip-on,G-Sensor,"Calls, Sms, Social Media",Vibration,Lithium Polymer,120 min,Upto 5 Days,Yes,Magnetic Charger,,Yes,Yes,No,No,No,5,,"Reject Calls, Take Calls, Speed Dial",,360*360 pixel,35.306 mm,HD,,Yes,No,,Yes,Yes,Yes,,,Date & Time,No,No,Yes,No,,1,,1 Speaker,1 Microphone,,"Change Music, Answer Calls",Yes,,56.6 mm,36.8 mm,11.1 mm,66 g,"It comes with 12 months of Replacement Guarantee. To claim the Warranty, kindly register the product on pebblecart.com within 10 days of your purchase.",Replacement Guarantee,Manufacturing Defects,"Physical Damage, Water Damage",1 Year,Gunmetal,,,,,,,,No,,,,,,,,,,,,116 mm,,,,,
EVAAENTERPRISES evaaenterprisess 7 in 1 smartwatch F27 ...,"₹1,172",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/x/z/30-evaaenterprisess-7-in-1-smartwatch-f27-pro-android-ios-original-imah8khxjct8zcfd.jpeg?q=70,https://www.flipkart.com/evaaenterprises-evaaenterprisess-7-1-smartwatch-f27-pro/p/itm3423801a38d5d?pid=SMWH4VFBKJ33VGNA&lid=LSTSMWH4VFBKJ33VGNABAONTJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_13_489&otracker=search&fm=organic&iid=ec096157-f75b-4902-b8ad-facce8e3d4a1.SMWH4VFBKJ33VGNA.SEARCH&ppt=None&ppn=None&ssid=z84ncdh0ls0000001738524955285&qH=87968ec020b2016b,2025-02-02 20:35:55,7 straps and earpods,evaaenterprisess 7 in 1 smartwatch F27 Pro,evaaenterprisess 7 in 1 smartwatch F27 Pro,Square,Multicolor,Silicone,regular,Yes,Yes,200 m,"Fitness & Outdoor, Watchphone, Notifier",tft smooth amoled smooth dail,Men & Women,Android & iOS,multicolour,clip-on,proximity,"calendar reminder, missed call notification","ringer, vibration",Lithium,30 min,1 day,Yes,wireless,"Calendar and Reminder Apps: Syncs with your calendar to display appointments and reminders on your wrist., Battery Life Management: Smart battery-saving modes that extend usage time by limiting certain features., App Store Access: Ability to download and install additional apps for expanded functionality., Voice Calls and Texting: Some models allow making calls and sending texts directly from the watch, especially those with cellular capabilities., Weather Updates: Provides real-time weather forecasts and conditions directly on the watch., Customizable Notifications: Users can select which apps to receive notifications from, tailoring alerts to their needs., Find My Phone: Helps locate your paired smartphone through alerts or by making it ring.",Yes,Yes,No,No,No,v2.1,200 m,"take calls, reject calls, mute calls, speed dial",yes,18 pixel,30 mm,OLED,"auto focus, 10x optical zoom",Yes,Yes,,Yes,Yes,Yes,Yes,"Multi-Sport Tracking: Supports various activities like running, cycling, swimming, yoga, and more, with specialized metrics for each., Stress Monitoring: Uses heart rate variability to assess stress levels and may include guided breathing exercises for relaxation., Sleep Monitoring: Tracks sleep patterns, including duration and quality, to help users improve their sleep habits., Interval Training: Allows users to set up interval workouts, with timers for high-intensity and rest periods., Calorie Tracking: Calculates calories burned during workouts and daily activities, helping users manage their energy intake., Recovery Tracking: Provides insights on recovery time needed after workouts to help prevent overtraining.",yes,Yes,Yes,Yes,Yes,english and multi,2,"moonphase, barometer, basic latin, weather",1,no,"noise cancellation, voice recording","change music, answer calls",Yes,High-Resolution DisplaysTouchscreen InterfaceVoice Assistants,6 mm,10 mm,8 mm,200 g,yes,yes,no,yes,1 Months,black,3000 m,android/ios,5 hr,12 hr,android/ios,8 GB,16 GB,No,"Bluetooth: Allows pairing with smartphones for notifications, calls, and app access., Music Streaming: Connects to streaming services (like Spotify or Apple Music) to stream music directly from the watch., Smart Home Integration: Connects to smart home devices, allowing control of lights, thermostats, and other gadgets from the wrist., Voice Assistants: Integration with voice assistants (like Siri, Google Assistant, or Alexa) for hands-free control and queries., GPS/GLONASS: Provides accurate location tracking for navigation and fitness tracking without needing a smartphone., Cellular Connectivity: Some models offer 4G/LTE capabilities, allowing for calls, texts, and data use without a phone., NFC (Near Field Communication): Supports contactless payments and quick pairing with other devices.",yes,MP3,100 dB,1 Months,quad core,tegra,STANDARD,1.2,,1 MP,20 mm,"video recording, video player",8 GB,AVI,FULL HD,FULL HD
Fire-Boltt Talk Ultra 35.3mm (1.39) Round Color HD Disp...,"₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/t/f/-original-imaghrejv9bptxgd.jpeg?q=70,https://www.flipkart.com/fire-boltt-talk-ultra-35-3mm-1-39-round-color-hd-display-bluetooth-calling-metal-body-smartwatch/p/itmfa67390c1f26f?pid=SMWGKVYJHWFGQ3Q6&lid=LSTSMWGKVYJHWFGQ3Q69FHHEV&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_13_493&otracker=search&fm=organic&iid=ec096157-f75b-4902-b8ad-facce8e3d4a1.SMWGKVYJHWFGQ3Q6.SEARCH&ppt=None&ppn=None&ssid=z84ncdh0ls0000001738524955285&qH=87968ec020b2016b,2025-02-02 20:35:55,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW080,Talk Ultra 35.3mm (1.39) Round Color HD Display Bluetooth Calling & Metal Body,Round,Pink,Silicone,Regular,Yes,Yes,1 m,Fitness & Outdoor,,Women,Android & iOS,Pink,Buckle,"Bluetooth Calling, Voice Assistance, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.","Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,Lithium Ion,120 min,Upto 7 Days,Yes,USB Cable With Metalic Charging Points | Charging clip mode,,Yes,Yes,No,,No,v5.0,10 m,,,240 x 240 Pixels,1.39 inch,LCD,,No,Yes,,Yes,Yes,Yes,No,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, 123 Sports Mode (Outdoor Run, Indoor Run, Climb, Cycling, Walking, Spinning, Yoga, Basketball, Football, Badminton, Free Training)",Date & Time,No,No,Yes,Yes,English,2,"1. Fire-Boltt Talk Ultra Bluetooth Calling Smartwatch with Metal Body
2.Supports Bluetooth Calling : Make seamless calls through the watch with bluetooth calling function
3.Large Round Display : 1.39 inch screen with High Resolution of 240 x 240 Pixels.
4. InBuilt Voice Assistance
5.360 Health Control : Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously
6. 123 Sports Modes - Enjoy each trek or boating or climbing with Talk Ultra, track all your sports activity on this smart watch
7.Music Player : Control your phone music playing and play the music on the watch with 0916 shrapnel independent speaker 
8.Enjoy seamless calling and talking through the watch with latest microphone 4015MIC
9.Contact Sync : Sync favourite contacts on your watch via your the app
10.Call Logs : Check missed calls and answered calls on the watch
11.Pedometer : Multiple sports modes selection, steps, calorie, distance record
12.Sedentary Reminders : Time to work out, change the unhealthy mode of life
13.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",Yes,Yes,,Wrist Wake Function,Yes,,46.6 mm,50.6 mm,10.4 mm,80 g,,,,,,Gold,,,,,,,,No,"Compatible OS Android 4.4 or above , iOS 8.0 or above
Bluetooth Version:BT 5.0 or above",,,,,,,,,,,35.3 mm,,,,,
