title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
"boAt Enigma Z20, 1.51 inch HD Display,BT Calling,Sturdy...","₹2,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/v/w/-original-imagw5mvy5svnhra.jpeg?q=70,https://www.flipkart.com/boat-enigma-z20-1-51-inch-hd-display-bt-calling-sturdy-luxurious-metal-body-design-smartwatch/p/itmfd91a3a74d3b3?pid=SMWGVCMGEXFVDZ2P&lid=LSTSMWGVCMGEXFVDZ2PYNADTP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_653&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGVCMGEXFVDZ2P.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, USB Magnetic Charging Cable, User Manual, Warranty Card",Enigma Z20,"Enigma Z20, 1.51 inch HD Display,BT Calling,Sturdy & Luxurious Metal Body Design",,Round,Black,Stainless steel,One Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Metal Black,"Heart Rate, SpO2, G-Sensor",,"Text, Call and Social Media",,,,Upto 7 Days,Yes,,,,Yes,Yes,,,,,,,360 x 360 Pixels,1.51 Inch,,,,,Yes,Yes,Yes,,Multiple Sports Modes,Yes,,Yes,Yes,,,,Multiple Sports Modes,Yes,Yes,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at: info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,1 Year,,,,,,,,,,iOS 9 and Above | Android 6 and Above,,,,,,,,,,,,,,,,,,
Satyam TRADERS T800 Ultra Smart Watch & Wireless Charge...,₹510,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-watch/y/0/6/1-smart-watch-800-ultra-fuziqra-men-women-original-imah3wyebyceckhz.jpeg?q=70,https://www.flipkart.com/satyam-traders-t800-ultra-smart-watch-wireless-charger-smartwatch/p/itmf969e86fd5b3b?pid=SMWGVCVKFFWUBDF3&lid=LSTSMWGVCVKFFWUBDF38GT6YP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_657&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGVCVKFFWUBDF3.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Smart watch, Wireless Charger, User Manual,Smart watch Strap",New T800 Ultra,T800 Ultra Smart Watch & Wireless Charger,BLACK,Square,Black,Silicone,Free Size,Yes,Yes,10 m,Watchphone,METAL,Men & Women,Android & iOS,Black,"Accelerometer, Gyroscope, Proximity Sensor",ALL SMART PHONE,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",Lithium Ion,60 min,3 Days,Yes,Wireless,72 hr,"Time Display, Sleep Monitor, Cycle Tracking, Body Temperature Monitor, Activity Tracker, Alarm Clock, Phone Call, Wireless Charging, Heart Rate Monitor, Music PlayerTime Display, Sleep Monitor, Cycle Tracking, Body Temperature Monitor, Activity Tracker, Alarm Clock, Phone Call, Wireless Charging, Heart Rate Monitor, Music Player",Yes,Yes,,Yes,v3.0,Yes,20 m,"Mute Calls, Reject Calls, Take Calls, Speed Dial",320 x 320 pixel,49 44,AMOLED,Yes,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,Yes,Yes,Yes,Heart Rate Monitor,Date & Time,Yes,Yes,Yes,Yes,HINDI ENGLISH,3,Wireless Magnetic Charger,Yes,Yes,YAS,,10 mm,4 mm,6 mm,100 g,,,,,,METTAL,,,Bluetooth,,yes,,3000 m,72 hr,"Android , iOS",768 MB,256 MB,,,,,,yes,,,800,,,,yes,,,
Congi New 2024 Smart watch T800 Ultra Smartwatch,₹550,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/a/s/z/1-44-android-ios-android-smart-watch-men-4g-network-bt-call-gps-original-imagvy24dhbhe8zx.jpeg?q=70,https://www.flipkart.com/congi-new-2024-smart-watch-t800-ultra-smartwatch/p/itmf969e86fd5b3b?pid=SMWGWMFJZXANHGHR&lid=LSTSMWGWMFJZXANHGHRPDG1SH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_661&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGWMFJZXANHGHR.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Smart watch, Wireless Charger, User Manual,Smart watch Strap",y7,New 2024 Smart watch T800 Ultra,,Square,Black,Silicone,Free Size,Yes,Yes,,Watchphone,Aluminium,Men & Women,Android & iOS,Black,"Accelerometer, Gyroscope, Proximity Sensor",,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",Lithium Ion,60 min,3 Days,Yes,Wireless,72 hr,,Yes,Yes,,Yes,,Yes,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",320 x 320 pixel,49 44,AMOLED,Yes,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,Yes,Yes,Yes,,Date & Time,,Yes,Yes,Yes,,3,,Yes,Yes,,,,,,,,,,,,,,,,,,,,72 hr,,,,,,,,,,,,,,,,,,,
GETECH T10 ultra Full screen Series 8 5G Network Sim Ca...,₹709,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/d/k/49-t10-orange-android-ios-getech-yes-original-imah8pzmffh6zu24.jpeg?q=70,https://www.flipkart.com/getech-t10-ultra-full-screen-series-8-5g-network-sim-cards-smartwatch/p/itm735c88da5a870?pid=SMWH88YBAYAATZUG&lid=LSTSMWH88YBAYAATZUGUMSNNW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_665&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWH88YBAYAATZUG.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch,T10 =orange,T10 ultra Full screen Series 8 5G Network Sim Cards,Sliver,Square,Orange,Silicone,Free Size,Yes,Yes,50 m,Watchphone,ZINC Alloy,Men & Women,Android & iOS,Orange,Gyroscope,Mobile,All,Vibrate,Lithium Ion,40 min,2 Year,Yes,Wirlees,72 hr,Yes,Yes,Yes,Yes,Yes,2.1,Yes,20 m,All,320X320 pixel,49 mm,Ultra HD,Yes,Yes,,Yes,Yes,Yes,No,Sleep Tracking,Yes,Yes,Yes,Yes,Yes,English,3,,1,1,All,Yes,44 mm,49 mm,14 mm,100 g,NA,NA,NA,NA,0 Months,Metal,Yes,Hiwatch Pro,Bluetooth,NA,Yes,44 mm,3000 m,48 hr,Mobile,512 MB,256 MB,NA,80 dB,0 Months,,2 core,Mp3,25 g Weight box,SX80,800,,NA,AVI,HD,HD,0.1 MP,1 GB
Shinify T800 Ultra Smart Watch & Wireless Charger Smart...,₹699,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/y/4/49-new-t800-ultra-android-ios-rocktouch-yes-original-imah3vepffxzyfsg.jpeg?q=70,https://www.flipkart.com/shinify-t800-ultra-smart-watch-wireless-charger-smartwatch/p/itmf969e86fd5b3b?pid=SMWH6NPQVAGHTEJG&lid=LSTSMWH6NPQVAGHTEJGSKAZZH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_669&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWH6NPQVAGHTEJG.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch,New T800 Ultra,T800 Ultra Smart Watch & Wireless Charger,BLACK,Square,Black,Silicone,Free Size,Yes,Yes,10 m,Watchphone,METAL,Men & Women,Android & iOS,Black,"Accelerometer, Gyroscope, Proximity Sensor",ALL SMART PHONE,,"Ringer, Vibration",Lithium Ion,60 min,3 Days,Yes,Wireless,72 hr,,Yes,Yes,,Yes,v3.0,Yes,20 m,,320 x 320 pixel,49 mm,AMOLED,Yes,Yes,,Yes,Yes,Yes,Yes,,Date & Time,Yes,Yes,Yes,Yes,HINDI ENGLISH,3,Wireless Magnetic Charger,Yes,Yes,YAS,,10 mm,4 mm,6 mm,100 g,,,,,0 Months,METTAL,,,Bluetooth,,yes,,3000 m,72 hr,"Android , iOS",768 MB,256 MB,,,0 Months,,,yes,,,,,,,yes,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/i/p/-original-imagxxfxz766y27p.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itm64167ad731c6b?pid=SMWGPHT4GX7YKVAA&lid=LSTSMWGPHT4GX7YKVAAKJVEDB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_673&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGPHT4GX7YKVAA.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",,Square,Yellow,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Yellow,"Real Heart rate, SPO2, Pedometer",,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,Lithium Polymer,150 min,Upto 5 Days,,,,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",Yes,Yes,,No,v5.2,,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240 x 283 Pixel,49.53 mm,TFT,Yes,No,,Yes,Yes,Yes,,100+ Workout modes,Date and Time,No,No,Yes,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,Yes,Yes,,,,6 mm,,,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Thrive 1.85'' Display with Bluetooth Calling, Mus...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/c/g/-original-imagteqahyctysgt.jpeg?q=70,https://www.flipkart.com/noise-thrive-1-85-display-bluetooth-calling-music-playback-voice-assistance-smartwatch/p/itmf88a24fd7cf20?pid=SMWGQ2ZST5VEWEZV&lid=LSTSMWGQ2ZST5VEWEZVAYMDCT&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_677&otracker=search&fm=organic&iid=48767321-dce1-45bb-a0ef-cf98d9222eb4.SMWGQ2ZST5VEWEZV.SEARCH&ppt=None&ppn=None&ssid=e7a9y6jysg0000001738686949829&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitthrive-std-slvr_gry,"Thrive 1.85'' Display with Bluetooth Calling, Music Playback & Voice Assistance",Silver,Square,Grey,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Grey,"Heart Rate, SpO2, Accelerometer",,Yes,,,,Upto 7 Days,Yes,,,,Yes,Yes,,,,,10 m,,240 x 280 pixel,46.99 mm,TFT,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",1 Year,Buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,799",4,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_681&otracker=search&fm=organic&iid=en_1jRzWzsxkJVwRfMRxKG2uDa324gWdxWLB7mMT3gD4K07zTDVRKB9WB6TToQhfXgoDkJiK0KAyVoBicHEcdhZWQ%3D%3D&ppt=None&ppn=None&ssid=6jitgzybf40000001738686978384&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",Yes,Yes,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,100+ Workout Modes,Date and Time,No,No,Yes,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
EVAAENTERPRISES evaaenterprisess gen9 SMARTWATCH party ...,"₹1,189",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/k/t/30-evaaenterprisess-xiaomi-14-gen9-smartwatch-android-ios-original-imah4ryu8pkm6rpd.jpeg?q=70,https://www.flipkart.com/evaaenterprises-evaaenterprisess-gen9-smartwatch-party-wear-14/p/itmfc5d3633cae13?pid=SMWH4RYUFRHAZNVY&lid=LSTSMWH4RYUFRHAZNVYAAJCFW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_685&otracker=search&fm=organic&iid=11e75c9a-a867-424a-8b70-aa6cab137584.SMWH4RYUFRHAZNVY.SEARCH&ppt=None&ppn=None&ssid=6jitgzybf40000001738686978384&qH=87968ec020b2016b,2/5/2025 17:28,1,evaaenterprisess 14 Gen9 Smartwatch,evaaenterprisess gen9 SMARTWATCH party wear 14,black,Round,Gold,Stainless steel,10,Yes,Yes,200 m,"Fitness & Outdoor, Watchphone, Notifier",tft smooth amoled smooth dail,Women,Android & iOS,gold,proximity,android/ios,"calendar reminder, missed call notification","ringer, vibration",Lithium,30 min,1 day,Yes,wireless,12 hr,"Fitness Tracking: Monitors physical activities such as steps taken, calories burned, distance traveled, and heart rate. Advanced models also track sleep patterns and provide workout metrics., Music and Media Control: Provides the ability to control music playback, access streaming services, or store and play music directly from the watch., Customizable Watch Faces: Allows you to personalize the display with different designs, widgets, and complications to suit your style and needs., Voice Assistants: Integration with voice assistants like Siri, Google Assistant, or Alexa, enabling hands-free control of your watch and connected devices through voice commands., Notifications and Alerts: Receives notifications from your smartphone, including calls, texts, emails, and app alerts. Some smartwatches also allow you to respond directly from the watch., GPS Navigation: Built-in GPS allows for real-time location tracking and navigation, making it easier to map routes, track runs, or find your way during outdoor activities.",Yes,Yes,No,No,V2.1,No,200 m,"take calls, reject calls, mute calls, speed dial",18 pixel,30 mm,OLED,Yes,Yes,"Always-On Display: Keeps the watch face visible at all times, allowing users to see the time and essential information without having to wake the watch. This feature helps you quickly glance at the watch without having to raise your wrist or touch the screen., Interactive Widgets and Complications: Provides customizable widgets and complications that display real-time information directly on the watch face, such as heart rate, weather updates, upcoming events, and fitness metrics. These elements enhance the functionality of the watch face by providing quick access to important data., AMOLED or LCD Technology: Smartwatches may use AMOLED (Active Matrix Organic Light Emitting Diodes) or LCD (Liquid Crystal Display) panels. AMOLED displays offer vibrant colors and deep blacks, while LCDs are generally more affordable and provide good visibility in bright light., Brightness Adjustment: Allows users to adjust the screen's brightness manually or automatically based on ambient lighting conditions. This ensures readability in various environments, from bright sunlight to low-light settings., High Resolution: Offers clear, sharp visuals and text, making it easier to read notifications, messages, and other information. Higher resolution displays contribute to a more detailed and visually appealing user interface., Customizable Watch Faces: Enables users to personalize the display with different designs, colors, and complications (widgets) that show information such as weather, fitness stats, and calendar events., Touchscreen Interface: Allows users to interact with the watch by tapping, swiping, and scrolling on the display. Touchscreens provide intuitive navigation through apps, settings, and notifications.",Yes,Yes,Yes,Yes,"Heart Rate Monitoring: Continuously tracks your heart rate throughout the day and during exercise. Some smartwatches also offer advanced heart rate metrics, such as heart rate variability and resting heart rate., Activity Reminders: Sends prompts to move or exercise if you’ve been inactive for a certain period. This helps encourage regular movement and breaks from sedentary behavior., Workout Modes: Offers specialized tracking for different types of exercises, such as running, swimming, cycling, yoga, and strength training. Each mode provides tailored metrics and insights relevant to the specific activity., Sleep Tracking: Analyzes your sleep patterns, including sleep duration, quality, and stages (light, deep, and REM sleep). This feature helps you understand your sleep habits and improve your rest., Calorie Tracking: Estimates the number of calories burned based on your activity level, heart rate, and personal metrics such as weight and age., Step Counting: Monitors the number of steps you take each day, providing insights into your daily activity level and encouraging movement., GPS Tracking: Provides accurate location data for outdoor activities like running, cycling, or hiking. It helps map routes, track distance, and monitor pace and speed.",yes,Yes,Yes,Yes,Yes,english and multi,3,"moonphase, barometer, weather, basic latin",yes,yes,"change music, answer calls",Yes,6 mm,10 mm,8 mm,200 g,yes,yes,no,yes,1 Months,clip-on,No,yes,"Bluetooth: The primary method for connecting the smartwatch to a smartphone. It allows for the transfer of data, notifications, and control of apps on the paired device., Cellular Connectivity: Some smartwatches come with LTE/4G capabilities, allowing them to make calls, send texts, and use data independently of a paired smartphone. This feature is particularly useful for staying connected while on the go., ANT+: A wireless protocol used for connecting to various fitness devices and sensors, such as heart rate monitors, bike sensors, and other fitness equipment., Bluetooth Low Energy (BLE): An energy-efficient version of Bluetooth used for connecting to devices and transferring data with minimal power consumption, which helps prolong the battery life of both the smartwatch and connected devices., NFC (Near Field Communication): Used for contactless payments (e.g., Apple Pay, Google Pay) and quick pairing with other devices. NFC enables secure and convenient transactions and interactions.","auto focus, 10x optical zoom","noise cancellation, voice recording",20 mm,3000 m,5 hr,android/ios,8 GB,16 GB,yes,100 dB,1 Months,High-Resolution DisplaysTouchscreen InterfaceVoice Assistants,quad core,MP3,standard,tegra,1.2,,"video recording, video player",AVI,full hd,full hd,1 MP,8 GB
"Fire-Boltt Combat 49.5mm (1.95) Display, Rugged Outdoor...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/l/u/-original-imagxp8ucyyvv4pf.jpeg?q=70,https://www.flipkart.com/fire-boltt-combat-49-5mm-1-95-display-rugged-outdoor-design-voice-assistant-bt-calling-smartwatch/p/itmf66f2ad0d4747?pid=SMWGZQY8N5XGA6YV&lid=LSTSMWGZQY8N5XGA6YVOACKVH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_689&otracker=search&fm=organic&iid=11e75c9a-a867-424a-8b70-aa6cab137584.SMWGZQY8N5XGA6YV.SEARCH&ppt=None&ppn=None&ssid=6jitgzybf40000001738686978384&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Manual",BSW130,"Combat 49.5mm (1.95) Display, Rugged Outdoor Design, Voice Assistant BT Calling",Green,Square,Green,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical, Watchphone",,Men & Women,Android & iOS,Camo Green,"Bluetooth Calling, Voice Assistance, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.","Mobile Phones, Smart Phones","Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,Lithium Ion,120 min,Upto 7 Days,Yes,USB Cable With Metalic Charging Points,360 Hr,1. -Combat Bluetooth Calling,Yes,Yes,No,No,v5.0,No,10 m,"Make Calls, Answer Calls, Reject Calls, Speed Dial, Contact Sync",240 x 282 Pixels,1.95 inch,IPS TFT,No,Yes,"1.95"" Square Borderless Display with 240*282 px High Resolution",Yes,Yes,Yes,No,"SPO2, Heart Rate Tracking, Spor",Date & Time,No,No,Yes,Yes,English,2,1. -Combat Bluetooth Callinng through the w,Yes,Yes,,Yes,43 mm,12 mm,12 mm,56.1 g,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,No,Limited Support,Android 4.4 or IOS 8,Remote Camera Control,Playing Music Through the Watch via the inbuilt speaker,49.784 mm,,,,,,,,,,,,,,,,,,,,,
