title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,Other Power Features,HDMI,VGA,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,DVI,Audio Jacks,Maximum 3D Refresh Rate,Touch Response Time,Operating Humidity Range,OSD Languages Supported,3D,Part Number
"LG UltraFine 80.01 cm (31.5 inch) 4K Ultra HD IPS Panel HDR10, Ergonomic, USB Type-C Monitor (32UN880)","₹44,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/z/t/32un880-4k-ultra-hd-31-5-2020-32un880-lg-original-imagtkc78jrzw8e2.jpeg?q=70,https://www.flipkart.com/lg-ultrafine-80-01-cm-31-5-inch-4k-ultra-hd-ips-panel-hdr10-ergonomic-usb-type-c-monitor-32un880/p/itm1a0c4652a8d63?pid=MONGTJFYT9ZNXYFB&lid=LSTMONGTJFYT9ZNXYFBKAXDYS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_282&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGTJFYT9ZNXYFB.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,32UN880,UltraFine,Black,80.01 cm (31.5 inch) LED Display,,IPS Panel,,4K Ultra HD,,"1 Monitor, DC Extension Cable with Holder, Grommet, Cover Sheet, User Manual",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,,5 ms,350 nits (2D),,,,,,,,,Yes,,,Yes,,,,"AC 100 - 240 V, 50/60 Hz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,,,,,
"BenQ 80.01 cm (31.5 inch) 4K Ultra HD LED Backlit VA Panel Premium HDR10 Bezel-Less, Anti-Glare, Brigh...","₹27,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/p/4/-original-imagxwyy9zspdybv.jpeg?q=70,https://www.flipkart.com/benq-80-01-cm-31-5-inch-4k-ultra-hd-led-backlit-va-panel-premium-hdr10-bezel-less-anti-glare-brightness-intelligence-plus-2wx2-speakers-95-dci-p3-hdmi-dp-usb-c-monitor-ew3270-t-ew3270u/p/itmaede15a4e7b19?pid=MONF97PEHG2HREPK&lid=LSTMONF97PEHG2HREPKNOSCTG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_283&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONF97PEHG2HREPK.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,EW3270-T/ EW3270U,,black/Noir,80.01 cm (31.5 inch) LED Backlit Display,LED Backlit Backlight,VA Panel,3840x2160 pixels,4K Ultra HD,,1 BenQ Monitor,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",Sun Dec 31 16:09:00 IST 1899,Fri May 04 00:01:00 IST 1900,178° (2D),178° (2D),4 ms,300 nits (2D),,,,,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Months manufacturer warranty,Manufacturing defects only.,"Physical damage, liquid damage & burnt damage.",,,,,,,,No,
LG ULTRAGEAR 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (27GS65F-(1920 X1080)-99%...,"₹16,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/3/t/27gs65f-1920-x1080-99-srgb-hdmi-dp-nvidia-g-sync-compatible-original-imah8uk3wjy82hpr.jpeg?q=70,https://www.flipkart.com/lg-ultragear-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-27gs65f-1920-x1080-99-srgb-hdmi-dp-nvidia-g-sync-compatible-hdr10-height-pivot/p/itm1d55e2154aa70?pid=MONH7AUTWK7ZYDWF&lid=LSTMONH7AUTWK7ZYDWFUQ1FIX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_284&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONH7AUTWK7ZYDWF.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,"27GS65F-(1920 X1080)-99%sRGB,HDMI,DP,NVIDIA G-Sync Compatible,HDR10,Height,Pivot",ULTRAGEAR,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 X 1080 pixels,Full HD,,1 LED MONITOR,Flat,1920 x 1080,"ANTIGLARE, 3H HARD COATING",16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,300 nits (2D),0.3108 mm,99,,,No,,,,"No, 0 Speaker",Yes,,No,0,,,100~240V (50/60Hz),"21 W (Operational), 0.5 W (Standby)",,"Yes, 1",No,Yes,0,,,,,,,,HEIGHT ADJUSTABLE STAND UPTO 110 MM,-5°~+15°,,100 X 100 mm,100 X 100,,,,,Yes,,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,614 mm,575 mm,291 mm,7.2 kg,614 mm,364 mm,51.7 mm,5.1 kg,3,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,3 Year,No,,,,,,,
PHILIPS 54.61 cm (21.5 inch) Full HD TN Panel Monitor (221S8LHSB/94 21.5 inch Full HD Monitor),"₹5,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kxtaxzk0/monitor/t/z/k/221s8lhsb-94-21-5-inch-full-hd-monitor-full-hd-21-5-221s8lhsb-94-original-imaga6swg6mzfsbx.jpeg?q=70,https://www.flipkart.com/philips-54-61-cm-21-5-inch-full-hd-tn-panel-monitor-221s8lhsb-94-21-5-inch-monitor/p/itm04de7652a4e12?pid=MONG9BQZ3PQBHFYT&lid=LSTMONG9BQZ3PQBHFYTHNVTWR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_285&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONG9BQZ3PQBHFYT.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enter 50.8 cm (20 inch) Full HD PLS Panel Monitor (A09 50.8 cm with 1600 x 900 Resolution, Black Monit...","₹2,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/z/x/a09-50-8-cm-with-1600-x-900-resolution-black-monitor-full-hd-20-original-imagy2gazm6d8ppf.jpeg?q=70,https://www.flipkart.com/enter-50-8-cm-20-inch-full-hd-pls-panel-monitor-a09-1600-x-900-resolution-black-monitor/p/itmdd085037f0200?pid=MONGY2GAJQ3NUTYE&lid=LSTMONGY2GAJQ3NUTYEPNEGKB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_286&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGY2GAJQ3NUTYE.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,"A09 50.8 cm with 1600 x 900 Resolution, Black Monitor",,Black,50.8 cm (20 inch) 50.8 cm (20 inch) LED Display Display,,PLS Panel,,Full HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,6 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Gaming 60.96 cm (24 inch) Full HD LED Backlit TN Panel Height Adjustable | Tilt Adjustment | Swiv...,"₹15,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kmxsakw0/monitor/g/c/i/s2421hgf-24-py70f-dell-original-imagfq7jk2qvtehy.jpeg?q=70,https://www.flipkart.com/dell-gaming-60-96-cm-24-inch-full-hd-led-backlit-tn-panel-height-adjustable-tilt-adjustment-swivel-wall-mountable-monitor-s2421hgf/p/itmde39f7acba0d3?pid=MONGFG99FZZEJGFY&lid=LSTMONGFG99FZZEJGFYKKWEWN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_287&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONGFG99FZZEJGFY.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,S2421HGF,Gaming,Black,60.96 cm (24 inch) LCD Display,LED Backlit Backlight,TN Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,"Anti-glare, 3H Hard Coating",,"144 Hz (Analog), 144 Hz (Digital)",16:09,1000:1,170° (2D),160° (2D),1 ms,350 nits (2D),,,,,No,,,,No,Yes,No,No,,,,"AC 120 - 230 V, 50/60 Hz",24 W (Operational),,"Yes, 2 x 1.4 Port",No,Yes,0 x 3.0 Port,Yes,No,,,,,,,,,,,,,No,,No,,,,537.8 mm,321.6 mm,189.4 mm,7.4 kg,537.8 mm,,65.6 mm,3.4 kg,3 Years Domestic Warranty,"This Limited Hardware Warranty Covers Defects in Materials and Workmanship in Your Dell-branded Hardware Products, Including Dell-branded Peripheral Products.","Software, Including Without Limitation, the Operating System and Software Added to the Dell-branded Hardware Products Through Our Factory-integration System, Third-party Software or the Reloading of Software, Non Dell-branded Products and Accessories, Problems That Result, Directly or Indirectly, From: External Causes Such as Accident, Abuse, Misuse or Problems With Electrical Power, Servicing Not Authorized by Dell, Usage That Is Not in Accordance With Product Instructions, Failure to Follow the Product Instructions or Failure to Perform Preventive Maintenance, Using Accessories, Parts or Components Not Supplied by Dell, Commercial Hardware Products That Use, or in Which Have Been Installed, Products or Components That Have Not Been Provided by Dell, Products With Missing or Altered Service Tags or Serial Numbers, Products for Which Dell Has Not Received Payment, Normal Wear and Tear",3 Year,No,Audio Out,,,,,No,
"DELL 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with Built-In 5W Dual Speaker, 99% sRGB (typical...","₹22,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/2/c/u/-original-imahymzhhf5mnsze.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-built-in-5w-dual-speaker-99-srgb-typical-brightness-350-nits-ports-2x-hdmi-dp-port-monitor-s2725ds/p/itma19f6705beac1?pid=MONHY8GGH7PGU2XV&lid=LSTMONHY8GGH7PGU2XVRBKDCS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_288&otracker=search&otracker1=search&fm=organic&iid=e93eeaeb-a6a9-4896-8262-785277337f6e.MONHY8GGH7PGU2XV.SEARCH&ppt=None&ppn=None&ssid=zuw5suersw0000001739030665896&qH=08b5411f848a2581,2025-02-08 17:04:27,S2725DS,,"Black, Grey",68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,,Quad HD,,"1 Monitor, Stand Riser, Base, Side I/O Cover, VESA Cover, Quick Setup Guide Safety, Environmental, Regulatory Information",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,350 nits (2D),,,,,No,,,,Yes,No,No,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,355.9 mm,200.2 mm,8.64 kg,,325.9 mm,170.2 mm,5.64 kg,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,No,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 17:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 17:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/g/p/4/-original-imagxwyy9zspdybv.jpeg?q=90,URL not available,2025-02-08 17:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 17:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 17:05:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Odyssey G6 81.28 cm (32 inch) Curved Quad HD VA Panel with Display HDR600, Gaming Hub, Embedde...","₹46,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/c/j/ls32bg650ewxxl-quad-hd-32-2023-ls32bg650ewxxl-samsung-original-imagvhf7yzpmgdtc.jpeg?q=70,https://www.flipkart.com/samsung-odyssey-g6-81-28-cm-32-inch-curved-quad-hd-va-panel-display-hdr600-gaming-hub-embedded-apps-smart-monitor-ls32bg650ewxxl/p/itmc60cd2b8f6942?pid=MONGVGG7VQUZGD6N&lid=LSTMONGVGG7VQUZGD6NBHNUM9&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_289&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONGVGG7VQUZGD6N.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,LS32BG650EWXXL,Odyssey G6,Black,81.28 cm (32 inch) LED Display,,VA Panel,,Quad HD,,"1 Monitor, Power Cable, HDMI Cable, User Manual, Warranty Card",Curved,,,,"240 Hz (Analog), 240 Hz (Digital)",16:09,,,,1 ms,350 nits (2D),,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
LG M39 49.53 cm (19.5 inch) HD LED Backlit TN Panel Monitor (20M39H),"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/v/s/-original-imagpu2tgzbsavta.jpeg?q=70,https://www.flipkart.com/lg-m39-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-20m39h/p/itmeuchf5jfmqw8x?pid=MONFRQBUTKNVBKWZ&lid=LSTMONFRQBUTKNVBKWZPTIP3B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_290&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONFRQBUTKNVBKWZ.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,20M39H,M39,Black,49.53 cm (19.5 inch) LED Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,HD,,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"Anti-glare, 3H",16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",16.9,600:1,90° (2D),65° (2D),5 ms,200 nits (2D),,NTSC 72% (CIE1976),,"Flicker Safe, Reader Mode, Smart Energy Saving",No,,,,,Yes,,,,,,"AC 100 - 240 V, 50/60 Hz","16 W (Operational), 0.3 W (Standby)",,"Yes, 1",Yes,No,,,,,,,,,"Base Detachable, Tilt",Tilt - 5 to 20 Degree,,75 x 75 mm,VESA,,,,,Yes,,,,463 mm,358.8 mm,167.8 mm,2.2 kg,,286.5 mm,57.4 mm,2 kg,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,No,,,,,,No,
"Lenovo R-Series 68.58 cm (27 inch) Full HD IPS Panel with 99%sRGB, 90% DCI-P3, 3Wx2 Built-in Speakers,...","₹16,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/h/u/-original-imahftacxssktgg5.jpeg?q=70,https://www.flipkart.com/lenovo-r-series-68-58-cm-27-inch-full-hd-ips-panel-99-srgb-90-dci-p3-3wx2-built-in-speakers-2xhdmi-2-1-1xdp-tilt-swivel-pivot-height-adjustable-stand-gaming-monitor-legion-r27i-30/p/itm21829c7fd5b89?pid=MONHFAHHGS2KRNBA&lid=LSTMONHFAHHGS2KRNBAC18HJT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_291&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONHFAHHGS2KRNBA.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIGABYTE 60.45 cm (23.8 inch) Full HD Gaming Monitor (G24F-2),"₹12,297",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/j/v/2/g24f-2-full-hd-23-8-9dg24f2-00-1abin-gigabyte-original-imagmf989hq5yz5f.jpeg?q=70,https://www.flipkart.com/gigabyte-60-45-cm-23-8-inch-full-hd-gaming-monitor-g24f-2/p/itm6464efb01f6db?pid=MONGMF99UANEN4QW&lid=LSTMONGMF99UANEN4QWUMFCLI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_292&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONGMF99UANEN4QW.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,G24F-2,,Black,60.45 cm (23.8 inch) IPS Display,,,,Full HD,,1,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,1 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR,MANUFACTURER DEFECT,Physical Damage,,,,,,,,,
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB Color Gamut, Flicker Free Technolo...","₹12,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/b/u/s2721hnm-full-hd-27-p0w45-dell-original-imaghmz37qrgxheh.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-color-gamut-flicker-free-technology-monitor-s2721hnm/p/itm3fe45391bd5c6?pid=MONGHHUTCPYJ4P2N&lid=LSTMONGHHUTCPYJ4P2N9IKGQR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_293&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONGHHUTCPYJ4P2N.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,S2721HNM,,Grey,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, Stand Riser, Stand Base, Power Cable, HDMI Cable, VESA Cover, Quick Setup Guide",Flat,1080p,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,300 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Tilt,,,,VESA,,,No,,,,,,,,,,,,,,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,,,,,
"DELL P-Series 54.61 cm (21.5 inch) Full HD IPS Panel with 99%sRGB, HDMI 1.4, DP 1.2, VGA, 15W USB Type...","₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/5/p/-original-imah93agyjf5cbnn.jpeg?q=70,https://www.flipkart.com/dell-p-series-54-61-cm-21-5-inch-full-hd-ips-panel-99-srgb-hdmi-1-4-dp-1-2-vga-15w-usb-type-c-port-height-tilt-swivel-pivot-adjustable-monitor-p2225h/p/itme070a28f9ee6b?pid=MONG73GT5GNFH2SM&lid=LSTMONG73GT5GNFH2SMEST7KX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_294&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONG73GT5GNFH2SM.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,P2225H,P-Series,"Black, Grey",54.61 cm (21.5 inch) LCD Display,Non LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, Display Port Cable, Display Port to Display Port, USB 3.2 Gen 1 Upstream Cable",Flat,1080p,Anti-glare,,"100 Hz (Analog), 100 Hz (Digital)",16:09,1000:1,178° (2D),178° (2D),5 ms,250 nits (2D),,,,,No,,,,No,No,No,No,,,,"AC 100 - 240 V, 50/60 Hz",46 W (Operational),,"Yes, 1",Yes,Yes,4,No,No,,,,,,,,,,,,,No,,No,,,"Security-lock Slot, Height Adjustment: 150 mm",48.72 cm,48.19 cm,17.95 cm,4.83 kg,48.72 cm,48.19 cm,17.95 cm,6.37 kg,3 Years Domestic Warranty,"This Limited Hardware Warranty Covers Defects in Materials and Workmanship in Your Dell-branded Hardware Products, Including Dell-branded Peripheral Products.","This Limited Hardware Warranty Does Not Cover: Software, Including Without Limitation, the Operating System and Software Added to the Dell-branded Hardware Products Through Our Factory-integration System, Third-party Software or the Reloading of Software, Non Dell-branded Products and Accessories, Problems That Result, Directly or Indirectly, From: External Causes Such as Accident, Abuse, Misuse or Problems With Electrical Power. Servicing Not Authorized by Dell. Usage That Is Not in Accordance With Product Instructions. Failure to Follow the Product Instructions or Failure to Perform Preventive Maintenance. Using Accessories, Parts or Components Not Supplied by Dell. Commercial Hardware Products That Use, or in Which Have Been Installed, Products or Components That Have Not Been Provided by Dell. Products With Missing or Altered Service Tags or Serial Numbers. Products for Which Dell Has Not Received Payment, Normal Wear and Tear",3 Year,No,,,,,,No,
ViewSonic 60.96 cm (24 Inch) Full HD LED Backlit IPS Panel Vdisplay manager for split screen | Framele...,"₹10,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/1/p/-original-imah45n9g87mb3p9.jpeg?q=70,https://www.flipkart.com/viewsonic-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-vdisplay-manager-split-screen-frameless-inbuilt-speakers-monitor-vg2448/p/itm419166807bbfd?pid=MONG3SFRWZM8VRFH&lid=LSTMONG3SFRWZM8VRFHDQQ6YU&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_295&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONG3SFRWZM8VRFH.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,VG2448,,Black,60.96 cm (24 Inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,1 Monitor,Flat,,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,1000:1,178° (2D),178° (2D),5 ms,250 nits (2D),,,,,No,,,,"Yes, 2 Speakers",Yes,No,Yes,2,,,,,,"Yes, 1 x 1.2 Port",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,549 mm,517 mm,202 mm,5.8 kg,549 mm,326 mm,50 mm,3.4 kg,3 Years Manufacturer Warranty,Manufacturing Defect,Physical Damages,3 Year,,,,,,,No,
Enter 39.12 cm (15.4 inch) HD Monitor (15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06)),"₹2,480",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/monitor/8/l/v/15-4-inch-hd-led-backlit-monitor-with-hdmi-vga-e-mo-a06-hd-15-4-original-imagdaxrce3yfdxp.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-inch-led-backlit-hdmi-vga-e-mo-a06/p/itm089e54abf783d?pid=MONGDAXRKYXD8J4R&lid=LSTMONGDAXRKYXD8J4RSHGRBT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_13_296&otracker=search&otracker1=search&fm=organic&iid=7f204a3c-3ba8-45ca-a984-c442ce4c3700.MONGDAXRKYXD8J4R.SEARCH&ppt=None&ppn=None&ssid=toxljsofnk0000001739030752670&qH=08b5411f848a2581,2025-02-08 17:05:52,15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06),,Black,39.12 cm (15.4 inch) HD Display,,,,HD,,"led monitor, hdmi cable, power cable",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
