title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Connectivity Features,Audio Jacks,Other Power Features,Part Number
Enter 39.12 cm (15.4 inch) HD Monitor (E-M16HB),"₹2,480",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k4x2du80/monitor/h/8/6/e-m16hb-is13252-enter-original-imafnpz2gv6a2ham.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-e-m16hb/p/itm0aa28eb6eea6c?pid=MONFNPXHWE7KTH86&lid=LSTMONFNPXHWE7KTH862NZRQ3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_375&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONFNPXHWE7KTH86.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,E-M16HB,,Black,39.12 cm (15.4 inch) WIDE Display,Non LED Backlit Backlight,,,No,HD,NO,LED / HDMI CABLE / STAND / POWER CORD /WITHOUT VGA CABLE,Flat,YES,,,"80 Hz (Analog), 80 Hz (Digital)",,,,90° (3D),,5 ms,,,,31-80/56-75 kHz (Analog),,"No, Supported by NO with NO",,NO,NO,NO,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,0,0,,,"Yes, 1 x 1 Port",No,"Yes, 1",Yes,0 x 0 Port,No,No,,,,,,TABAL,1,1,YES mm,NO,NO,NO,No,YES,,Yes,No,DESKTOP/LAPTOP/DVR,NO,,,20 mm,,12 mm,,,0.7 kg,1,NO,NO,1 Year,0,,NO,
DELL 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel Monitor (27 QHD Monitor - SE2723DS),"₹22,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/l/d/k/27-qhd-monitor-se2723ds-quad-hd-27-56x10-dell-original-imaghmefpfzzgzwm.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-monitor-qhd-se2723ds/p/itm295bbff8f71af?pid=MONGHGZYRZ4F3F2Z&lid=LSTMONGHGZYRZ4F3F2ZDF0JQR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_376&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONGHGZYRZ4F3F2Z.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,27 QHD Monitor - SE2723DS,,Black,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,No,Quad HD,,"1 Monitor, HDMI 1.4 Cable",Flat,1440p,Anti-glare,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,,1000:01:00,178° (2D),178° (2D),4 ms,350 nits (2D),,"sRGB, 99%",,,,,,,,No,,,No,,,,"AC 120 - 230 V, 50/60 Hz",20 W (Operational),"Yes, 2",,No,Yes,,Yes,,,,,,,Tilt,-5 to 21 Degree,,100 x 100 mm,VESA,,,No,,,,,,"LED Edgelight System, 3-sided Bezeless, Dell Comfort View Plus",,,,,,,,,3 Years Domestic Warranty,"This Limited Hardware Warranty Covers Defects in Materials and Workmanship in Your Dell-branded Hardware Products, Including Dell-branded Peripheral Products.","""This Limited Hardware Warranty Does Not Cover Software, Including without Limitation, the Operating System and Software Added to the Dell-Branded Hardware Products through Our Factory-integration System, Third Party Software or the Reloading of Software Non Dell-branded Products and Accessories Problems that Result, Directly or Indirectly, from External Causes Such as Accident, Abuse, Misuse or Problems with Electrical Power. Servicing Not Authorized by Dell. Usage that is Not in Accordance with Product Instructions. Failure to Follow the Product Instructions or Failure to Perform Preventive Maintenance. Using Accessories, Parts or Components Not Supplied by Dell. Commercial Hardware Products that Use, Or in which Have Been Installed, Products or Components that Have Not been Provided by Dell. Products with Missing or Altered Service Tags or Serial Numbers Products for which Dell has Not Received Payment Normal Wear and Tear""",3 Year,,Audio Out,,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_377&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1UgPa_OnNiKoJhzEjCY_Tv-X7QErlcoTsCDsmfPFSt3vw%3D%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,S2721HNM / S2721HN,S Series,Grey,68.58 cm (27 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,6.5 kg,,,,7.6 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,Audio Line-out,,,
"ZEBRONICS Pure Pixel 60.96 cm (24 inch) Full HD VA Panel with 250 nits brightness, HDMI, VGA, Ultra Sl...","₹6,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/i/6/zeb-ea124-full-hd-24-2024-zeb-ea124-100hz-online-zebronics-original-imahf7v6fvf4w9tr.jpeg?q=70,https://www.flipkart.com/zebronics-pure-pixel-60-96-cm-24-inch-full-hd-va-panel-250-nits-brightness-hdmi-vga-ultra-slim-bezel-built-in-speakers-metal-stand-wall-mountable-monitor-zeb-ea124/p/itmf7d05ad8c20a5?pid=MONHYCUGHEWFHT66&lid=LSTMONHYCUGHEWFHT66HZHNQG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_378&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1Vw0Mxq_7GgSbwwfGJAqjfDLW-yRrgKNKHa2q8Uc3eorfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,ZEB-EA124,Pure Pixel,White 1,60.96 cm (24 inch) LED Display,,VA Panel,,,Full HD,,"Monitor - 1 unit, Base - 1 unit, Stem - 1 unit, HDMI cable - 1 unit, Power Adapter - 1 unit, User Manual - 1 unit",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",100 Hz,,,178° (2D),178° (2D),12 ms,250 nits (2D),0.2745 mm,,,,,12 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 mm,390 mm,7.4 mm,2.62 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical or damage accessiors,,,,,
"OnePlus 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with HDR400, Type-C, 3-Side Bezel Less, Flick...","₹39,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/1/4/s/x-27-quad-hd-27-6230210-oneplus-original-imaghmp3jpsrjwvz.jpeg?q=70,https://www.flipkart.com/oneplus-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-hdr400-type-c-3-side-bezel-less-flicker-free-gaming-monitor-x-27/p/itmf197501bdd629?pid=MONGHJEHQQMBVZXY&lid=LSTMONGHJEHQQMBVZXYON1QFC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_379&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONGHJEHQQMBVZXY.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,X 27,,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,,Quad HD,,"1 Monitor, Adapter, Power Cable, HDMI Cable, DP Cable, Type C Cable, User Manual and Warranty Card, Base, Stand",Flat,,,,"165 Hz (Analog), 165 Hz (Digital)",,16:09,,,,1 ms,350 nits (2D),,,,,No,,,,,No,Yes,,No,,,,,35 W (Operational),"Yes, 1",,No,Yes,3,,,,,,,,,,,,,,,,,,,,,,616 mm,524 mm,230 mm,,616 mm,363 mm,74 mm,,"3 Years Warranty for the Monitor, 1 Year Warranty for Adapter and Cables",Manufacturing Defects,Physical Damages,,,,,6230210
"MSI 60.96 cm (24 inch) Curved Full HD VA Panel with 1500R Curved display, Anti-Flicker, Less Blue Ligh...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/w/y/z/g2422c-full-hd-27-2024-g2422c-msi-original-imahf4rxgwuzajgk.jpeg?q=70,https://www.flipkart.com/msi-60-96-cm-24-inch-curved-full-hd-va-panel-1500r-display-anti-flicker-less-blue-light-wide-color-gamut-gaming-monitor-g2422c/p/itmdfcc30e4b28ae?pid=MONHYF4FQXRYKDGG&lid=LSTMONHYF4FQXRYKDGG92PPZJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_380&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONHYF4FQXRYKDGG.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,G2422C,,Black,60.96 cm (24 inch) LCD Display,,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Display Port Cable, HDMI Cable, Power Cable, Stand, User Manual",Curved,1080p,Anti-glare,,"180 Hz (Analog), 180 Hz (Digital)",,16:09,,,,1 ms,250 nits (2D),,"sRGB, 108%",,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_381&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1WVIoSAy3b9ikHU6NA-Ho-Jhs2g8d6_FFIN6Pgw3pFlYA%3D%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,L22i-40,L-Series,Cloud Grey,55.88 cm (22 inch) LCD Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,Anti-glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,4 ms,250 nits (2D),,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,,Yes,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gra...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/j/7/p2425h-full-hd-24-2024-k21w5-dell-original-imah34r7b635z7cf.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_382&otracker=search&otracker1=search&fm=organic&iid=en_SGINatgLfE0GRozduPxxBItq1twVZaPzsPCZByHKI1VRIV5OtpBV5A4DpsE78ZUICD2XBmc8da65faf7DvlUE4E8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,P2425H,,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),,,,,No,,,,,No,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Acer 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (B227Q),"₹13,495",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/jmmce4w0/monitor/3/w/x/b227q-b227q-acer-original-imaf9hrxzfcxtfha.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_383&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,B227Q,,Black,54.61 cm (21.5 inch) LED Backlit Display,,IPS Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor, Power Adapter, VGA Cable, Display Cable",Flat,,,16.7 M Colors,"75 Hz (Analog), 75 Hz (Digital)",,,100000000:1,178° (2D),178° (2D),4 ms,250 nits (2D),,,,"Maximum Resolution and Refresh Rate: 1920 x 1080 at 75 Hz, Contrast Ratio: 100 million: 1 Max (ACM), Bits: 8 bit",,,,,,"Yes, 2 Speakers  with 4 W Power Output Per Speaker",,,Yes,2,,4,,,Yes,,Yes,Yes,4 x USB 3.0 Port,Yes,Yes,,,,,,,-5 to 25,+/- 45,100 x 100 mm,,,,Yes,,,,,,"Panel: In-plane Switching, Zero Frame, HD Webcam, Adaptive Sync Technology, Wide Viewing Angle, Bluelight Shield, Flickerless, Acer Vision Care, ComfyView, Low Dimming, Professional Performance: ZeroFrame Form Factor, Acer Display Widget, Build-in HD Webcam, 6 Axis Color Adjustment, VESA Adaptive-Sync Standard, Ergonomic Design: Flexible Adjustment With Tilt, Swivel, Height and Pivot, Robust Stand Design with Strong Stability, VESA Supportive, Comfort and Protection: Bluelight Shield Technology, Acer Flicker-less Technology, Low Dimming Technology, Acer ComfyView Display, TCO, Energy Star and EPEATgold Certification",,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,"Input Signal: VGA, HDMI, DisplayPort (1.2), SPK, Audio In, Audio Out, USB 3.0 x 4 (1 Up, 3 Down), Camera (HD, with Mic)","Audio In, Audio Out",Power Supply: Internal Adapter,
AOC 54.61 cm (21.5 Inch) Full HD VA Panel Monitor (22B2HN 21.5 inch Ultra Slim Full HD monitor with Ad...,"₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kwmfqfk0/monitor/f/t/x/22b2hn-21-5-inch-ultra-slim-full-hd-monitor-with-adaptive-sync-original-imag9997qmhxh4pe.jpeg?q=70,https://www.flipkart.com/aoc-54-61-cm-21-5-inch-full-hd-va-panel-monitor-22b2hn-21-5-inch-ultra-slim-adaptive-sync/p/itm689ed043fdfc2?pid=MONG978YFZEJYRAM&lid=LSTMONG978YFZEJYRAMJDDTE3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_16_384&otracker=search&otracker1=search&fm=organic&iid=846a1549-2d6c-4425-9133-b38d457c6f11.MONG978YFZEJYRAM.SEARCH&ppt=None&ppn=None&ssid=tjaxym7gzk0000001738686340335&qH=08b5411f848a2581,2/5/2025 17:11,22B2HN 21.5 inch Ultra Slim Full HD monitor with Adaptive Sync,,Black,54.61 cm (21.5 Inch) LED Display,,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor Unit, CD Manual, Adapter, Power Cord, HDMI Cable, Stand, Base, VGA Cable",Flat,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,20000000:1 (Dynamic),,,7 ms,250 nits (2D),0.24825 mm,"sRGB, 101%",,,,,,,,No,,,No,,,,"AC 100 - 240 V, 50/60 Hz","18 W (Operational), 0.5 W (Standby)","Yes, HDMI 1.4 Port",,Yes,No,,,,,,,,,Tilt,-5 Degree to 20 Degree,,100 x 100 mm,VESA,,,,,,,,,,491.8 mm,387.7 mm,162.9 mm,2.29 kg,491.8 mm,292.5 mm,35.8 mm,2 kg,3 Years Warranty,Manufacturing Defects Only,Physical Damages,3 Year,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/w/9/q/-original-imagtthfsvczbzef.jpeg?q=90,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GIGABYTE Aorus 68.58 cm (27 Inch) Quad HD LED Backlit IPS Panel with 1440p, 95% DCI-P3 Color, Dual Syn...","₹30,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/monitor/r/g/m/fi27q-quad-hd-27-na-gigabyte-original-imagafhspxn9spve.jpeg?q=70,https://www.flipkart.com/gigabyte-aorus-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-1440p-95-dci-p3-color-dual-sync-compatible-hdr-vesa-zero-bright-dot-policy-gaming-monitor-fi27q/p/itm2d9e2a684a5b4?pid=MONG9NNZDDKQTRSS&lid=LSTMONG9NNZDDKQTRSSUYZ327&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_385&otracker=search&otracker1=search&fm=organic&iid=2364d320-a848-42ff-bff9-8f34ab434a55.MONG9NNZDDKQTRSS.SEARCH&ppt=None&ppn=None&ssid=6gq5vm2lmo0000001738686394114&qH=08b5411f848a2581,2/5/2025 17:11,FI27Q,Aorus,Black,68.58 cm (27 Inch) LCD Display,LED Backlit Backlight,IPS Panel,2560 x 1440 pixels,No,Quad HD,,"1 Monitor, Power Cable, HDMI Cable, DP Cable, USB Cable, Quick Start Guide, Warranty Card",Flat,,Anti Glare,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,120000000:1 (Dynamic),,,1 ms,350 nits (2D),,95% of DCI-P3,,,No,,,,,No,Yes,Yes,No,,,,AC 100 - 240 V,"85 W (Operational), 0.5 W (Standby)","Yes, 2 x HDMI 2.0 Port",,,Yes,2 x USB 3.0 Port,,Yes,,,,,,Base Detachble,,,100 x 100 mm,VESA,Kensington Lock,,No,,,Yes,,,,619 mm,565.9 mm,202.97 mm,8 kg,619 mm,371.1 mm,60 mm,6.4 kg,3 Years Domestic Warranty,Manufacturing Defects,Any Physical Damage and Accessories will Not Covered in Warranty,3 Year,,Audio In,,20VM0-AFI27QBA-1INR
Enter 39.12 cm (15.4 inch) SVGA Monitor (E-MO-A07),"₹2,398",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kr6oeq80/monitor/8/t/t/e-mo-a06-15-4-is13252-enter-original-imag5f2bkvgx8cqz.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-svga-monitor-e-mo-a07/p/itm54c47f0e26f2f?pid=MONG54BREATYSAYD&lid=LSTMONG54BREATYSAYD5MU61B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_386&otracker=search&otracker1=search&fm=organic&iid=2364d320-a848-42ff-bff9-8f34ab434a55.MONG54BREATYSAYD.SEARCH&ppt=None&ppn=None&ssid=6gq5vm2lmo0000001738686394114&qH=08b5411f848a2581,2/5/2025 17:11,E-MO-A07,,BALECK,39.12 cm (15.4 inch) 15.4 Display,,,,,SVGA,,LED||POWAR CABAL||STANDE||VGA CABAL,Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,,,,,3 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NO,NO,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_387&otracker=search&otracker1=search&fm=organic&iid=en_HdrQbh1SA4yNRMQz4R6zlgw9dYl7gVHaikOWcwbGz_c995snLPUsA6X4tQZMT53XT7e8OSLGtSPID8Nt_NS0_w%3D%3D&ppt=None&ppn=None&ssid=6gq5vm2lmo0000001738686394114&qH=08b5411f848a2581,2/5/2025 17:11,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
