title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
Acer 124.46 cm (49 inch) Curved Full HD LED Backlit VA Panel Monitor (EI491CR 49 Inch 1800R Curved DFH...,"₹59,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/0/5/ei491cr-49-inch-1800r-curved-dfhd-3840-x-1080-va-monitor-i-32-9-original-imah8vp8wuqbsgug.jpeg?q=70,https://www.flipkart.com/acer-124-46-cm-49-inch-curved-full-hd-led-backlit-va-panel-monitor-ei491cr-49-inch-1800r-dfhd-3840-x-1080-32-9-aspect-ratio-i/p/itm42188654c049c?pid=MONGCS4QJHZHHQUU&lid=LSTMONGCS4QJHZHHQUUXEQ6OJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_249&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGCS4QJHZHHQUU.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,EI491CR 49 Inch 1800R Curved DFHD (3840 x 1080) VA Monitor I 32:9 Aspect Ratio I,Black,124.46 cm (49 inch) LED Display,VA Panel,3840x1080 pixels,Full HD,"Monitor, Stand, HDMI Cable, Power Cord, User Manual",Curved,,"144 Hz (Analog), 144 Hz (Digital)",32:9,100000000:1,178° (2D),178° (2D),4 ms,400 nits (2D),,,"Yes, 2 x 2 x 1.4; 1x 2.0 Port",,249 mm,471 mm,,11.4 kg,3 Years Domestic Warranty,ALL DEFECTS,Physical Damage will Not Covered in Warranty,3 Year,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",,Yes,,LED Backlit Backlight,,DFHD (3840 x 1080),Matte,,,49 Inch DFHD (3840 x 1080) 1800R Curved 32:9 Ultra Wide Monitor I VESA DisplayHDR400 I 90% DCI-P3 Wide Color Gamut,No,,,,,2,,3,,,Yes,0,,,"2xHDMI (v2.0), 2xDP (v1.4) Audio out with Inbox DP cable I Audio Out Function & Integrated 3W x 2 Stereo Speakers.",,,,,,Yes,Yes,,,,,No,,Yes,,,"EI491CR 49 Inch 1800R Curved DFHD (3840 x 1080) VA Monitor I 32:9 Aspect Ratio I AMD Radeon FreeSync2 Technology I 144Hz I VESA Certified Display HDR 400 I DCI-P3 I Remote Control, Black",,,,,No,No,,,,,
Lenovo 62.23 cm (24.5 Inch) Full HD TN Panel Ultra Slim Bezel Gaming Monitor (G25-10),"₹10,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k5bcscw0/monitor/s/c/y/g25-10-65fegac2in-lenovo-original-imafzyxfccgv3fyz.jpeg?q=70,https://www.flipkart.com/lenovo-62-23-cm-24-5-inch-full-hd-tn-panel-ultra-slim-bezel-gaming-monitor-g25-10/p/itmfcf95209ff3cf?pid=MONFNV4KGG5ANSCY&lid=LSTMONFNV4KGG5ANSCYY8UGYN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_250&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONFNV4KGG5ANSCY.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,G25-10,Black,62.23 cm (24.5 Inch) LED Display,TN Panel,,Full HD,"Monitor-1 N, Manual - 2 N,",Flat,,"144 Hz (Analog), 144 Hz (Digital)",,,,,1 ms,,,,"Yes, 1",,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Normal Wear and Tear are Not Covered in the Warranty",,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
Lenovo 68.58 cm (27 inch) Full HD VA Panel with TUV Eye Care Monitor (D27-40/D27-30),"₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/u/w/-original-imagrkynyhv7vhzd.jpeg?q=70,https://www.flipkart.com/lenovo-68-58-cm-27-inch-full-hd-va-panel-tuv-eye-care-monitor-d27-40-d27-30/p/itm20eeaca295f0b?pid=MONFXZREMZYTJGNG&lid=LSTMONFXZREMZYTJGNGYRB0VL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQJY7j829k6niboQKcYOBhWG-Iita4GecN-4Rg99Yy_TSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,D27-40/D27-30,Black,68.58 cm (27 inch) LED Display,VA Panel,1920 x 1080 pixels,Full HD,"1 Monitor with Stand, Power Cable (1.8m), HDMI Cable (1.8m), User Manual",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,3000:1,178° (2D),178° (2D),4 ms,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Wear and Tear",3 Year,,,,,,,,1080p,,72% NTSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gra...","₹13,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/j/7/p2425h-full-hd-24-2024-k21w5-dell-original-imah34r7b635z7cf.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQIWf4n2GTx-WrROy5HfEqja8f1XBjkfSZeBPjxshTluSfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,P2425H,Black,60.96 cm (24 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, Power Cable, Stand, User Manual",Flat,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),,,,Yes,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,No,,No,,LED Backlit Backlight,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel Monitor (V226HQL),"₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/e/n/a/-original-imagkgjdgujh447j.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-monitor-v226hql/p/itmd4f93d51da433?pid=MONG6ZFPZHCQDPZP&lid=LSTMONG6ZFPZHCQDPZP666PIW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_253&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONG6ZFPZHCQDPZP.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,V226HQL,Black,54.61 cm (21.5 inch) LED Backlit Display,VA Panel,1920 x 1080 pixels,Full HD,"LCD Monitor 1N, Power cable 1N, User manual 1N.",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"1000:1, 100000000:1 (Dynamic)",178° (2D),178° (2D),5 ms,250 nits (2D),0.248 mm,"19.5 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 1.4 Port","Yes, D-Sub",500 mm,386 mm,207 mm,3.5 kg,3 Years On-site,Manufacturing Defects,Physical Damage,3 Year,,"Yes, 2 Speakers  with 4 W Power Output Per Speaker",No,Yes,,LED Backlit Backlight,,1080p,,72%,30 - 80 Hz (Digital),,No,,,,No,2,,4,,,No,0,No,Yes,,,,,,Detachable,-5 Degrees to 25 Degrees,No,100 x 100 mm,VESA,,,No,,Yes,,,,500 mm,303 mm,51 mm,2 kg,No,No,,,,Audio In,
ViewSonic 39.62 cm (15.6 Inch) Full HD LED Backlit IPS Panel with AudioVisual Extension for Mobiles & ...,"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/m/4/-original-imah45n2seezqzgy.jpeg?q=70,https://www.flipkart.com/viewsonic-39-62-cm-15-6-inch-full-hd-led-backlit-ips-panel-audiovisual-extension-mobiles-laptops-usb-type-c-port-foldable-stand-pivot-able-display-portable-monitor-va1655/p/itm0608943ffa3a5?pid=MONGHFC4YHBJC2UG&lid=LSTMONGHFC4YHBJC2UGMINST0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGHFC4YHBJC2UG.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,VA1655,Black,39.62 cm (15.6 Inch) LCD Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Sleeve Case, 1 m USB Type-C Cable (Male - Male) for Power, 1.5 m Mini HDMI to HDMI Cable (V1.4, Male - Male), Quick Start Guide",Flat,16.2 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,800:1,"178° (2D), 178° (3D)",178° (2D),7 ms,250 nits (2D),0.179 mm,"7 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI 1.4 Port",No,359 mm,227 mm,17 mm,0.7 kg,3 Years Manufacturer Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,"Yes, 2 Speakers  with 1 W Power Output Per Speaker",Yes,Yes,,LED Backlit Backlight,,,,64% SRGB,,,No,,,,No,2,,1,DC 5 V/9 V/12 V/15 V/20 V,,No,1,Yes,No,,,,,,,,,,,,,No,,Yes,Yes,,,359 mm,227 mm,17 mm,0.7 kg,No,,60 Hz,,14 Languages,Audio Out,
GIGABYTE 60.45 cm (23.8 inch) Full HD Gaming Monitor (G24F-2),"₹12,297",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/j/v/2/g24f-2-full-hd-23-8-9dg24f2-00-1abin-gigabyte-original-imagmf989hq5yz5f.jpeg?q=70,https://www.flipkart.com/gigabyte-60-45-cm-23-8-inch-full-hd-gaming-monitor-g24f-2/p/itm6464efb01f6db?pid=MONGMF99UANEN4QW&lid=LSTMONGMF99UANEN4QWUMFCLI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_255&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGMF99UANEN4QW.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,G24F-2,Black,60.45 cm (23.8 inch) IPS Display,,,Full HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,1 ms,,,,,,,,,,1 YEAR,MANUFACTURER DEFECT,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter 48.26 cm (19 inch) HD Monitor (E-MO-A00),"₹2,617",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1b1oy80/monitor/x/a/h/e-mo-a00-hd-19-e-mo-a00-enter-original-imagcw9yydweppsr.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-monitor-e-mo-a00/p/itmbe5b92834b40d?pid=MONGCW9Y3WQUMCWN&lid=LSTMONGCW9Y3WQUMCWNPZIGF6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_256&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGCW9Y3WQUMCWN.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,E-MO-A00,Black,48.26 cm (19 inch) HD Display,,,HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,"1 Year, by Brand",manufacturing defect,physical damage & burnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DELL 68.58 cm (27 inch) Full HD LED Backlit VA Panel with 16:9 Aspect Ratio, 300 Nits Brightness (Typi...","₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/s/f/m/se2725h-full-hd-27-2024-3c8wm-dell-original-imah4gtzdhzh9pf6.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-va-panel-16-9-aspect-ratio-300-nits-brightness-typical-1x-hdmi-vga-power-connector-security-lock-tuv-certified-monitor-se2725h/p/itmffd5a40919516?pid=MONH4ECNAZQHY5AF&lid=LSTMONH4ECNAZQHY5AFYNMUCG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_257&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQLBKljgHTYnB_o_-MtskoDKsHiVCnskGzz2KFc65JdxY_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,SE2725H,Black,68.58 cm (27 inch) LED Display,VA Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Power Cable, Stand, User Manual, Warranty Card",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:9,,,,5 ms,300 nits (2D),,,"Yes, 1",Yes,,,,,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,,,LED Backlit Backlight,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenQ GW 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Ultra-Slim Bezel Monitor- Height Adjustment...,"₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/5/o/z/-original-imagwcddfxyey3gr.jpeg?q=70,https://www.flipkart.com/benq-gw-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-ultra-slim-bezel-monitor-height-adjustment-eye-care-anti-glare-brightness-intelligence-1wx2-speakers-color-weakness-mode-hdmi-dp-vga-monitor-gw2480t/p/itm51e878142e2cb?pid=MONFUXPNAZMQBG57&lid=LSTMONFUXPNAZMQBG577MCIJL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_258&otracker=search&otracker1=search&fm=organic&iid=en_lTMc4_OiF7-PrGf3c9hd9jz8-gm68u2nyIM-PWNEEQKSBhRJxqYS5oUDFSgyU1vW5xXJkl5aBv1IRxnJpkrKSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,GW2480T,Black,60.45 cm (23.8 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Power Cable (1.5m), HDMI Signal Cable, CD, User Manual and Quick User Guide",Flat,16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"1000:01:00, 20000000:1 (Dynamic)","178° (2D), 178° (3D)",178° (2D),5 ms,"250 Nits (2D), 250 nits (3D)",0.274 mm,"27 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 1.4 Port",Yes,540 mm,528 mm,230 mm,5.7 kg,39 Months from the Date of Manufacturing or 36 Months from the Date of Invoice (POP) whichever is Earlier,Manufacturing Defects,Physical Damage,36 Months,,"Yes, 2 Speakers  with 1 W Power Output Per Speaker",Yes,Yes,GW,LED Backlit Backlight,,1080p,Anti Glare,72% NTSC,,,No,,,,No,2,,1,"AC 100 - 240 V, 50 Hz",,Yes,0,No,No,DisplayPort (v1.2),0 - 40° C,,,,Height Adjustable Stand,-5 to 20 Degrees,-45 to 45 Degrees,100 x 100 mm,VESA,Kensington Lock,,No,,Yes,Yes,"Windows 7, Windows 8, Windows 8.1, Windows 10",,540 mm,340 mm,50 mm,3 Kg,No,No,,,,,
LG 32SR50F-W MyView Smart Monitor WITH WEB OS 81.28 cm (32 inch) Full HD LED Backlit IPS Panel Monitor...,"₹18,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/g/m/built-in-speakers-wifi-bluetooth-smart-tv-apps-with-remote-original-imah242cwehznywy.jpeg?q=70,https://www.flipkart.com/lg-32sr50f-w-myview-smart-monitor-web-os-81-28-cm-32-inch-full-hd-led-backlit-ips-panel-built-speakers-wifi-bluetooth-tv-apps-remote-control-99-srgb/p/itm3e4a0a71994c7?pid=MONH242CZQGPYRRR&lid=LSTMONH242CZQGPYRRRF50P3R&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_259&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONH242CZQGPYRRR.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,"Built in Speakers,Wifi & Bluetooth, Smart TV Apps with Remote Control, 99% sRGB)",White,81.28 cm (32 inch) LED Display,IPS Panel,1920 X 1080 pixels,Full HD,"LED MONITOR, STAND, CABLES",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,"1200:1, 1200:1 (Dynamic)",178° (2D),178° (2D),5 ms,250 nits (2D),0.363 mm,0.5 W (Standby),"Yes, 2",No,611.8 mm,450.9 mm,209.9 mm,6.6 kg,3 YEARS LG ONSITE WARRANTY,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,3 Year,,"Yes, 2 Speakers  with 5 W Power Output Per Speaker",,Yes,32SR50F-W MyView Smart Monitor WITH WEB OS,LED Backlit Backlight,,1920 X 1080,"ANTIGLARE, 3H HARD COATING",99,,,No,,,,,2,,5,AC 100-240 V (50/60 Hz),,No,2 x 2 X USB-A Downstream Port Port,,,,,,,,,TILT,,100 X 100 mm,100 X 100,,,No,,Yes,,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,611.8 mm,440.5 mm,45 mm,5.4 kg,No,,,,,,
"LG UltraGear 80.01 cm (31.5 inch) Quad HD VA Panel with Dynamic Action Sync, Black Stabilizer, Custom ...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kh5607k0-0/monitor/j/0/z/ultragear-32-inch-qhd-32gk650f-b-aus-lg-original-imafx8d43a4pkfez.jpeg?q=70,https://www.flipkart.com/lg-ultragear-80-01-cm-31-5-inch-quad-hd-va-panel-dynamic-action-sync-black-stabilizer-custom-gaming-environment-virtually-borderless-design-slim-bezel-monitor-32gk650f/p/itm191fd46677e31?pid=MONFX8D4ZXPAMCF3&lid=LSTMONFX8D4ZXPAMCF3GV2FJ3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_260&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONFX8D4ZXPAMCF3.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,32GK650F,Black,80.01 cm (31.5 inch) HD Display,VA Panel,2560 x 1440 pixels,Quad HD,"Monitor, Stand, Power Cord, Connectivity Cables",Flat,,"144 Hz (Analog), 144 Hz (Digital)",16:09,3000:1 (Native),,,5 ms,,,65 W (Standby),Yes,No,71.5 cm,60.4 cm,27.2 cm,8.3 kg,3 Year Manufacturer,Manufacturing Defects,Physical Damage,3 Year,,,,,UltraGear,,,,,NTSC 72%,,,,,,,,,,,"100 ~ 240V, (50/60Hz)",,,,Yes,No,,,,,,,,,100 x 100 mm mm,,,,,,,,,"1ms Motion Blur Reduction Mode (120Hz, 144Hz), AMD RADEON Freesync
Black Stabiliser, DAS Mode, Crosshair, Response Time Control, HDCP(ver 2.2)
Colour Calibrated, Smart Energy Saving, Automatic Standby",71.5 cm,42.4 cm,5.7 cm,6.5 kg,No,,144 Hz,,,Audio Out,
ZEBRONICS Z-E19HD ZEBSTAR LED Wall Mountable 48.26 cm (19 inch) Full HD VA Panel Monitor (Z-GV219 LED),"₹2,850",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/k/y/c/z-gv219-led-full-hd-19-2024-zebstar-zebronics-original-imah7uvbrguthzy4.jpeg?q=70,https://www.flipkart.com/zebronics-z-e19hd-zebstar-led-wall-mountable-48-26-cm-19-inch-full-hd-va-panel-monitor-z-gv219-led/p/itmbbc1adf4a159f?pid=MONH65R5KVSCBKCN&lid=LSTMONH65R5KVSCBKCNESMNAD&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_261&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONH65R5KVSCBKCN.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,Z-GV219 LED,Black,48.26 cm (19 inch) LED Display,VA Panel,,Full HD,"1 Unit LED Monitor, 1 Unit HDMI Cable, 1 Unit Power Cord",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,,12 ms,,,,"Yes, 1",Yes,,,,,Two year warranty,Technical Issue,"Any physical,external damage and burnt",,,,,,Z-E19HD ZEBSTAR LED Wall Mountable,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAPCARE 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with Metal Stand, VGA & HDMI Port, Light We...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/t/j/lm24wfhd-hd-24-2023-lktfhd8121-lapcare-original-imagqp5zfwgvazdh.jpeg?q=70,https://www.flipkart.com/lapcare-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-metal-stand-vga-hdmi-port-light-weight-power-saver-flicker-free-wall-mountable-slim-monitor-lm24wfhd/p/itm29b631c8c3505?pid=MONGQMYGHTBRMFHC&lid=LSTMONGQMYGHTBRMFHCW6MDL5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_262&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGQMYGHTBRMFHC.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,LM24WFHD,"White, Silver",60.45 cm (23.8 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Stand, Cable, User Manual, Warranty Card",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,LED Backlit Backlight,,,,96%,,,,,,,,,,,AC 100 - 240 V,,,,,,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,,,,LKTFHD8121
MSI 55.88 cm (22 inch) Full HD VA Panel Monitor (PRO MP223),"₹6,791",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/x/c/pro-mp223-full-hd-22-2023-pro-mp223-msi-original-imagtnwtz9j3uq3m.jpeg?q=70,https://www.flipkart.com/msi-55-88-cm-22-inch-full-hd-va-panel-monitor-pro-mp223/p/itmc1ecdf066d88d?pid=MONGTNXGZ3ZZAZTV&lid=LSTMONGTNXGZ3ZZAZTV8RSQBG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_263&otracker=search&otracker1=search&fm=organic&iid=1243c7c8-35c0-4dda-bf05-9ddb553a5313.MONGTNXGZ3ZZAZTV.SEARCH&ppt=None&ppn=None&ssid=8wul1fygn40000001738524469350&qH=08b5411f848a2581,2025-02-02 20:27:49,PRO MP223,Black,55.88 cm (22 inch) LCD Display,VA Panel,,Full HD,"1Monitor, Power cord, Power adapter, Quick start guide, HDMI cable, Warranty Card",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,1 ms,,,,,,,,,,3 Years Domestic Warranty,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
