title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Color Gamut,Power Requirement,HDMI,Display Port,HDCP Support,System Requirements,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Backlight,Resolution,HD Standard,Contrast Ratio,Pixel Pitch,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Power Consumption,VGA,Other Mounting Features,Plug and Play,Other Features,Width With Stand,Height With Stand,Depth With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Series,3D,Processor,Display Screen Coating,Maximum 3D Refresh Rate,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Number of Speakers,Other Audio Features,Power Output Per Speaker,DVI,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Inbuilt Webcam,Controls,OSD Languages Supported,Weight With Stand,Weight Without Stand,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Acer KG1 71.12 cm (28 inch) 4K Ultra HD TN Panel Monitor (KG281K),"₹19,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ks0onm80/monitor/y/r/p/kg281k-um-px1ss-004-acer-original-imag5zjmte7wgqdw.jpeg?q=70,https://www.flipkart.com/acer-kg1-71-12-cm-28-inch-4k-ultra-hd-tn-panel-monitor-kg281k/p/itmfdrzuj8xarzft?pid=MONFDRZUBUJVNAGN&lid=LSTMONFDRZUBUJVNAGNTQN7NI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONFDRZUBUJVNAGN.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,KG281K,Black,71.12 cm (28 inch) LED Display,TN Panel,4K Ultra HD,"1 Monitor, Stand, Power Cord, Display Cable",Flat,1.07 Billion Colors,"60 Hz (Analog), 60 Hz (Digital)",,170° (2D),160° (2D),1 ms,330 nits (2D),,AC 100 - 240 V,"Yes, 2",Yes,,,3 Years on Site,Manufacturing Defects Only,Physical Damage,3 Year,,3840 x 2160 pixels,,100000000:1,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,"34 W (Operational), 0.37 W (Standby)",No,,,"AMD Free Sync Technology, 10 bits Color Depth, Flicker-less, Blue Light Shield, Acer Comfy View, Low Dimming Display, v1.2 Display Port, 60 Hz Refresh Rate, 10 bit, SPK, Acer Vision Care",616 mm,524 mm,230 mm,616 mm,363 mm,74 mm,KG1,No,,,,,,,,,,,2,,2,No,,Yes,,,,,,,,-5 to 15,,100 x 100 mm,VESA,,,,,,,Power Consumption Off: 0.3 W,,Audio Out,
MarQ by Flipkart 55.88 cm (22 inch) Full HD LED Backlit VA Panel with 2 X 3W Inbuilt Speakers Monitor ...,"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l3t2fm80/monitor/m/e/j/-original-imageudynqghyhxh.jpeg?q=70,https://www.flipkart.com/marq-flipkart-55-88-cm-22-inch-full-hd-led-backlit-va-panel-2-x-3w-inbuilt-speakers-monitor-22fhdmvqiihb/p/itm79680df6e6210?pid=MONGAYHGFUFM2HW5&lid=LSTMONGAYHGFUFM2HW5IKLUQ3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_255&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONGAYHGFUFM2HW5.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,22FHDMVQIIHB,"Black, White",55.88 cm (22 inch) LED Display,VA Panel,Full HD,"1 Monitor, User Manual, Power Adapter, Base, Stand, HDMI Cable, 3 Screws, 4 Mount Hexagon Irons",Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,5 ms,220 nits (2D),72%,"DC 12 V, 3 A",,,,,1 Year Warranty from the Date of Purchase,"Warranty will Cover Only Functional Parts, Issues Having Manufacturing Defects","Damages Resulting from Un-authorised Adaptations or Adjustment. External Accessories (Such as Battery, Cable etc). Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock. If Product Serial No has been Altered, Removed or Defaced. Damages Caused by Improper Installation, Third Party Equipment or Software/Media Used. If Product is Used in Commercial, Business, Industrial, Educational & Rental Applications. Breakage or Mishandling is Not Covered in Warranty",,LED Backlit Backlight,1920 x 1080 pixels,,3000:1,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",,,Yes,,,,,"Connection Ports: VGA, HDMI, Audio Out. Refresh Rate: 75Hz. Speakers Configuration: 2 Channel. Peak Brightness: 250cd/m2",,,,,,,,,,Anti-glare,,,,,,,,,2,,3,,,Yes,,,,,,,,,,,,,,,,,,Total Power Consumption: 36W,,Audio Out,
HP 86.36 cm (34 inch) Curved WQHD VA Panel Gaming Monitor (OMEN 34c),"₹52,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/j/1/omen-34c-wqhd-34-2023-780k9aa-hp-original-imagrwgzcgbuc7pj.jpeg?q=70,https://www.flipkart.com/hp-86-36-cm-34-inch-curved-wqhd-va-panel-gaming-monitor-omen-34c/p/itmbf637aff74dbd?pid=MONGRV73YQFPHGGV&lid=LSTMONGRV73YQFPHGGVLFV2L5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_256&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONGRV73YQFPHGGV.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,OMEN 34c,Black,86.36 cm (34 inch) LCD Display,VA Panel,WQHD,"1 Monitor, Display Port Cable, Warranty Card, Quick Setup Poster, AC Power Cord",Curved,,"165 Hz (Analog), 165 Hz (Digital)",21:09,,,1 ms,400 nits (2D),,"AC 100 - 240 V, 50/60 Hz",,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,1 Year,,,,,,,,,,90 W (Operational),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_257&otracker=search&otracker1=search&fm=organic&iid=en_wKwK--jWlU2Wez_Fw64krhWZBlBMJJWkpgrmo0VbDpI8Q88pGv75oIr-GhLz0bT2d-Rx-deHLRgMiULbgWFYYPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,4 ms,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_258&otracker=search&otracker1=search&fm=organic&iid=en_wKwK--jWlU2Wez_Fw64krhWZBlBMJJWkpgrmo0VbDpKCk9FmhGqAM4x_WTiCk5y2xD-P07BnOa7kTnNNMAUnWQ%3D%3D&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,130° (2D),90° (2D),5 ms,250 nits (2D),sRGB,AC 180 - 255V,"Yes, 1 x 1.4 Port",Yes,No,"Windows 10, Windows 8, Windows 7",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1280x1024 pixels,1080p,"1000000:1, 1000000:1 (Dynamic)",0.264 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,18 W (Operational),"Yes, 15 Pin",-,Yes,-,370 mm,375 mm,370 mm,200 mm,370 mm,370 mm,-,,-,-,,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,0,NA,0,,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,No,"Auto, Menu, Up, Down, Power",,2.8 kg,2.7 kg,-,-,,
Acer 49.53 cm (19.5 inch) HD+ LED Backlit TN Panel Monitor (K202Q),"₹6,176",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/w/4/k202q-hd-19-5-2023-um-ie0si-001-acer-original-imagv69jhak3aam2.jpeg?q=70,https://www.flipkart.com/acer-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-k202q/p/itmf69ef1cb82ff6?pid=MONGV69JXJAFY6TZ&lid=LSTMONGV69JXJAFY6TZZ9BUMC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_259&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONGV69JXJAFY6TZ.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,K202Q,Black,49.53 cm (19.5 inch) LCD Display,TN Panel,HD+,"Monitor, stand, power cord, manual, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,6 ms,200 nits (2D),,,"Yes, 1",,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,LED Backlit Backlight,1600 x 900 Pixels pixels,,"100,000,000:1",,,,,,,Yes,,,,,,,,,,,No,,,,,"19.5 Inch 1600 x 900 HD+ Backlit LED Monitor (delivers excellent detail, making it perfect for advanced HD productivity and multimedia applications) I 6 axis color adjustment for Visual Sharpness and Clarity, Care for your Eyes with Acer VisionCare which incorporates BlueLightShield technology, Flicker-less technology, Low dimming technology & ComfyView Display I Monitor is ENERGY STAR Certified, Acer Display Widget-simplifies monitor tweaking and Adjustments, Supports VESA Wall Mount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connectivity Options includes HDMI and VGA Ports with Inbox VGA Cable,,
"Acer 86.36 cm (34 inch) Quad HD IPS Panel with Comfy Viewing, HDR Ready Technology, 6 axis Color Adjus...","₹28,582",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/g/a/cb342ck-quad-hd-34-2023-um-cb2ss-001-acer-original-imagqhedcxeejejd.jpeg?q=70,https://www.flipkart.com/acer-86-36-cm-34-inch-quad-hd-ips-panel-comfy-viewing-hdr-ready-technology-6-axis-color-adjustment-ultrawide-monitor-cb342ck/p/itmd1551c0ff0db8?pid=MONGQH6SWSE6FEHY&lid=LSTMONGQH6SWSE6FEHYYZGI3C&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_260&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONGQH6SWSE6FEHY.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,CB342CK,"Black, Silver",86.36 cm (34 inch) LED Display,IPS Panel,Quad HD,"1 Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,1 ms,250 nits (2D),,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UM.CB2SS.001�
"SAMSUNG 60.96 cm (24 inch) Curved Full HD VA Panel with 1800R, HDMI, Audio Ports, HDMI, Flicker Free S...","₹7,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/s/t/ls24c360eawxxl-full-hd-24-2023-ls24c360eawxxl-samsung-original-imagqfu5qfcbszxk.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-curved-full-hd-va-panel-1800r-hdmi-audio-ports-flicker-free-slim-design-monitor-ls24c360eawxxl/p/itm11e7db316afa3?pid=MONGPWDYQB4JJMAY&lid=LSTMONGPWDYQB4JJMAYXAPSO5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_261&otracker=search&otracker1=search&fm=organic&iid=en_wKwK--jWlU2Wez_Fw64krhWZBlBMJJWkpgrmo0VbDpLrEWwgpFfDG9_w0YullFVW-hXKnKuu64TtfvP65hiLWKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,LS24C360EAWXXL,Black,60.96 cm (24 inch) LED Backlit Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable",Curved,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,4 ms,200 nits (2D),,AC 100 - 240 V,Yes,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler Master 68.58 cm (27 inch) Full HD IPS Panel Gaming Monitor (GA2701S),"₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/q/r/ga2701s-full-hd-27-2024-cmi-ga2701s-in-cooler-master-original-imahfrywkrpbmsdh.jpeg?q=70,https://www.flipkart.com/cooler-master-68-58-cm-27-inch-full-hd-ips-panel-gaming-monitor-ga2701s/p/itm7e1b7c22f9928?pid=MONHFRYWGSZ8R89T&lid=LSTMONHFRYWGSZ8R89TLYUEUW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_262&otracker=search&otracker1=search&fm=organic&iid=en_wKwK--jWlU2Wez_Fw64krhWZBlBMJJWkpgrmo0VbDpIQX43pBQtNacYEeqiSA9aRhuDCdhC6Y1Lo287iGH1cIQ%3D%3D&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,GA2701S,Black,68.58 cm (27 inch) LCD Display,IPS Panel,Full HD,"Monitor, Power Cord",Flat,,"100 Hz (Analog), 100 Hz (Digital)",,,,1 ms,250 nits (2D),95% SRGB,,"Yes, 1",,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,,1920 x 1080 Pixels pixels,,,,,,,,,Yes,VESA Mount Capability (100x100 mm),,,,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,-5 degree to 20 degree,,,,,,,,,,,,,
ZEBRONICS 68.58 cm (27 inch) Full HD LED Backlit VA Panel Wall Mountable Slim Gaming Monitor (ZEB A27F...,"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/d/h/zeb-a27fhd-full-hd-27-2022-zeb-a27fhd-zebronics-original-imahygh9zfggjzag.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-led-backlit-va-panel-wall-mountable-slim-gaming-monitor-zeb-a27fhd/p/itm9be8026bc74bc?pid=MONHY2MXRVFDAUHQ&lid=LSTMONHY2MXRVFDAUHQVLVZZH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_263&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONHY2MXRVFDAUHQ.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,ZEB A27FHD,White,68.58 cm (27 inch) LED Display,VA Panel,Full HD,"1 Monitor, Base, Stem, DP Cable, Power Adapter, Power Cord, User Manual, Warranty Card",Flat,,"165 Hz (Analog), 165 Hz (Digital)",16:09,,,12 ms,300 Nits (2D),,,"Yes, 1",,,,3 Years Warranty,Manufacturing Defects,Physical Damages,,LED Backlit Backlight,1920 x 1080 pixels,,500000:1 (Dynamic),,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"HP Series 5 80.01 cm (31.5 inch) Full HD LED Backlit VA Panel with On-screen controls, Anti-glare, 300...","₹22,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/1/g/g/532sf-full-hd-31-5-2024-94f51aa-hp-original-imahfhqgt5szjpya.jpeg?q=70,https://www.flipkart.com/hp-series-5-80-01-cm-31-5-inch-full-hd-led-backlit-va-panel-on-screen-controls-anti-glare-300-nits-brightness-eye-ease-technology-monitor-532sf/p/itm18d29b9db3984?pid=MONHFEH2XNUQNKYD&lid=LSTMONHFEH2XNUQNKYDYQZMIV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_264&otracker=search&otracker1=search&fm=organic&iid=3c5ce296-80ce-481c-9a2d-d90c516abc1c.MONHFEH2XNUQNKYD.SEARCH&ppt=None&ppn=None&ssid=qo1ssw32q80000001738368421701&qH=08b5411f848a2581,2025-02-01 01:07:04,532sf,White,80.01 cm (31.5 inch) LED Display,VA Panel,Full HD,"Monitor, HDMI Cable, Warranty Card, AC Power Cord",Flat,,"100 Hz (Analog), 100 Hz (Digital)",,,,7 ms,300 nits (2D),,,"Yes, 1",,,,HP 3 Year Limited Warranty,Manufacturing Defect,Physical Damage,,LED Backlit Backlight,FHD (1920 x 1080) pixels,,,,,,,,,,,,,,,,,,,Series 5,,,,,,,,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,Audio Out,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/ks0onm80/monitor/y/r/p/kg281k-um-px1ss-004-acer-original-imag5zjmte7wgqdw.jpeg?q=90,URL not available,2025-02-01 01:07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:08:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVYA 48.26 cm (19 inch) Full HD IPS Panel Monitor (LM195WDH),"₹3,236",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/1/h/z/lm195wdh-full-hd-19-2024-lapeyelm195-lavya-original-imah5c7jnfewgzgx.jpeg?q=70,https://www.flipkart.com/lavya-48-26-cm-19-inch-full-hd-ips-panel-monitor-lm195wdh/p/itm8b56b01acd0b7?pid=MONH4V7AEWWFGP4Y&lid=LSTMONH4V7AEWWFGP4YN8YDMI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_265&otracker=search&otracker1=search&fm=organic&iid=648039d5-3f7c-473f-a424-591c03471813.MONH4V7AEWWFGP4Y.SEARCH&ppt=None&ppn=None&ssid=ereie9i3gg0000001738368535832&qH=08b5411f848a2581,2025-02-01 01:08:57,LM195WDH,Black,48.26 cm (19 inch) FLAT Display,IPS Panel,Full HD,Pack of one,Flat,,"15 Hz (Analog), 15 Hz (Digital)",,,,1 ms,250 nits (2D),,,,,,,1 YEAR,REPLACEMENT,damage,1 Year,,1440X900 pixels,FULL,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG 60.96 cm (24 inch) Curved Full HD VA Panel Monitor (24 inch Curved Monitor),"₹9,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kj8wccw0-0/monitor/i/t/t/24-inch-curved-monitor-lc24f390fhwxxl-samsung-original-imafyvyga9nnavfb.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-curved-full-hd-va-panel-monitor-inch-monitor/p/itmf4y2wvnag6eck?pid=MONF3ZVSMHB53KH9&lid=LSTMONF3ZVSMHB53KH9IKQY6N&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_266&otracker=search&otracker1=search&fm=organic&iid=648039d5-3f7c-473f-a424-591c03471813.MONF3ZVSMHB53KH9.SEARCH&ppt=None&ppn=None&ssid=ereie9i3gg0000001738368535832&qH=08b5411f848a2581,2025-02-01 01:08:57,24 inch Curved Monitor,Black,60.96 cm (24 inch) LED Backlit Display,VA Panel,Full HD,LED monitor,Curved,,"60 Hz (Analog), 60 Hz (Digital)",,,,5 ms,,,,Yes,No,,,3 year onside warranty,Comoany warranty,warranty is not cover in damaged and burned case only,3 Year,,,,,,,Yes,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,yes mm,,,,,,,,,,,
"SAMSUNG 60.96 cm (24 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹7,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/6/9/-original-imah8pwhvz2tzucv.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls24c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGKSZJTEBP&lid=LSTMONGYYQGKSZJTEBPM0MVH1&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_267&otracker=search&otracker1=search&fm=organic&iid=en_eZvHbmpfH4o1ViO9FWR9LQGgBNjZec7HWUNmcplNktmDGVAsSDF98FlSNUKzjPCQ8kzA3ptjAdN2jJ3eHMy0Y_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ereie9i3gg0000001738368535832&qH=08b5411f848a2581,2025-02-01 01:08:57,LS24C330GAWXXL,Black,60.96 cm (24 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,178° (2D),178° (2D),4 ms,250 nits (2D),72%,AC 100 - 240 V,Yes,Yes,Yes,Windows 10,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elista 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (ELS-V2210 HD LED Bezel less),"₹5,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/m/r/els-v2210-hd-led-bezel-less-full-hd-21-5-2023-els-v2210-hd-led-original-imah4fgzhkhv3x2e.jpeg?q=70,https://www.flipkart.com/elista-54-61-cm-21-5-inch-full-hd-led-backlit-ips-panel-monitor-els-v2210-bezel-less/p/itm6202c978219d6?pid=MONGSJWYP2QHCFYD&lid=LSTMONGSJWYP2QHCFYDU3JPSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_268&otracker=search&otracker1=search&fm=organic&iid=en_eZvHbmpfH4o1ViO9FWR9LQGgBNjZec7HWUNmcplNktmOZO7v8Gdsdh43xUZXUelLUVV75mDd4FEg6EJ9CLhsnw%3D%3D&ppt=None&ppn=None&ssid=ereie9i3gg0000001738368535832&qH=08b5411f848a2581,2025-02-01 01:08:57,ELS-V2210 HD LED Bezel less,Black,54.61 cm (21.5 inch) LED Display,IPS Panel,Full HD,"Monitor-01 No, Base- 01 No, HDMI Cable- 01 No, Power Cord-01 No, User Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,178° (2D),178° (2D),4 ms,250 nits (2D),,,"Yes, 1",,,,1 Year Carry in to brand service center.,Products are warranted against defects in materials and craftsmanship for a period of one year from the date of original retail purchase,"The warranty does not include damage resulting from accidents, improper use, maintenance, repair, or from other causes that are not defects in materials or craftsmanship, Burnt or defects arising due to use of CFL",1 Year,LED Backlit Backlight,1920 x 1080 pixels,1920 x 1080,500000:1 (Dynamic),0.248 mm,No,No,No,No,"22 W (Operational), 0.5 W (Standby)",Yes,Can be Wall mounted (Mounting Kit not provided as standard packaging),Yes,"Frameless | IPS Display, | HD Resolution 1920 x 1080, | No Splash, | Flicker Free",540 mm,520 mm,30 mm,540 mm,340 mm,30 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
