title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,"₹23,588",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/c/f/-original-imah4sspuxggtusq.jpeg?q=70,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_314&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGBHKFAYHEMVAT.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0506TU,678M8PA#ACJ,14a-ca0506TU,Chromebook,Mineral Silver,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4120,2.8,Intel Integrated UHD Graphics,eMMC,Chrome,"2 x SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.2), 1 x SuperSpeed USB Type-A 5Gbps signaling rate",Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,Integrated dual array digital microphones,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,,"Full-size, jet black keyboard",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,2400 MHz,4,,2,,Chrome 64,Yes,,,,,,,,,,47 Wh Li-ion polymer battery,1 Year,HP Imagepad with multi-touch gesture support,2,64 bit,64,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹32,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/i/b/inbook-y4-max-core-i5-thin-and-light-laptop-infinix-original-imahfqhxk2xgbwzz.jpeg?q=70,https://www.flipkart.com/infinix-y4-max-series-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmf0f9170b3ca9f?pid=COMGWWDH9WGCHHEG&lid=LSTCOMGWWDH9WGCHHEGAO3TIN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_315&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGWWDH9WGCHHEG.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",YL613,YL6130,INBOOK Y4 Max Core i3,Y4 Max Series,Silver,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,Intel,Core i3,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1315U,1.2GHz Upto 4.5GHz,Intel Integrated UHD,SSD,Windows 11 Home,2 x USB 3.0,No,40.64 cm (16 inch),1920 x 1200 Pixels,"Full HD Display, Anti Glare, 300nits peak brightness, NTSC 60%",DTS Audio Processing,2 x D- Mic,WiFi 6,v5.2,357.3 x 248.8 x 17.95mm,1.78 kg,Not Available,1080P FHD+ Video Camera with Dual Star Light,No,Backlit Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,65W AC Adapter,Intel Core i3,,5200 MHz,10 MB,,6,,Windows 11 Home,Yes,1 x HDMI 1.4,Yes,,,DTS Audio Processing,,,Yes,NA,,1 Year,Multi-Touch AG Glass Touchpad,,,,,,,,No,,No,,No,,,,,,,,No,No,,,,,No,,,,,
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L...,"₹53,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-1-tb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CEFXJ5UXU&lid=LSTCOMH4B6CEFXJ5UXUNIVHGX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_316&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMH4B6CEFXJ5UXU.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.007,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i5,13th Gen,Yes,1 TB,16 GB,DDR4,1334U,Max Frequency Up to 4.6 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,,84-key Acer Backlit keyboard layout with US language,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹77,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-b12ve-1689in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35MQH6MRT4&lid=LSTCOMGZW35MQH6MRT4QU5TXD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_317&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGZW35MQH6MRT4.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12VE-1689IN,9S7-16R831-1689,Thin 15 B12VE-1689IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,1.5 GHz upto Max Turbo Frequency4.4 GHz,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),No,Blue Backlit Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,120W,,,,,,,,,Yes,1x HDMI (4K @ 30Hz),,,,,,,,,,,,3 cell,,,,,,,,,,,,144 Hz,GDDR6,6 GB,,,,,,,,,,,,,,,,
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 2 in 1 L...,"₹69,890",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/o/k/-original-imahyyhrqvqmakj6.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-flex-5-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-14abr8-2-1-laptop/p/itm53fa0d9c1fdd7?pid=COMGSC4EZZBT4FWH&lid=LSTCOMGSC4EZZBT4FWHJFCBCI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_318&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGSC4EZZBT4FWH.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, Warranty Documents, User Manual",14ABR8,82XX007MIN|82XX0071IN,14ABR8,IdeaPad Flex 5,Arctic Grey,2 in 1 Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,LPDDR4X,7730U,2.0 GHz with Turbo Boost Upto 4.5 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, IPS 300nits Glossy, 45% NTSC, TUV Low Blue Light, Glass, Touch",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.1,313.1 x 224.9 x 17.8 mm,1.55 Kg,Not Available,Full HD 1080p with Privacy Shutter,Yes,"Backlit, English",1 Year Onsite Premium Support with 1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home) In...,"₹56,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/y/p/inspiron-3530-thin-and-light-laptop-dell-original-imah89qd2acsdzwg.jpeg?q=70,https://www.flipkart.com/dell-inspiron-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-hdd-512-ssd-windows-11-home-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH88MJXJTQSN8B&lid=LSTCOMH88MJXJTQSN8BXIPXBF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_319&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMH88MJXJTQSN8B.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"???Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,OIN353034071RINS1MO,Inspiron 3530,Inspiron MSO 2024,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,1334U,Up to 4.60GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A port + 1 x USB 3.2 Gen 1 Type-C data only, 1 x USB 2.0 port, 1 x headset jack, 1 x HDMI 1.4 port, 1 x M.2 2230/2280 slot for solid-state drive, 1 x SD 3.0 card slot",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Yes,Yes,"Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, Bluetooth® wireless card",Yes,358 X 235 X 189 mm,1.62 Kg,Not Available,HD,Yes,Backlit Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,,,,16GB,2666 MHz,12MB,,10,,Win 11,,1 x HDMI 1.4,NA,,,Waves Maxx Audio,Available,,No,Win 11 + Office H&S 2024,,1 Year,Keyboard,"3 Cell, 41 Wh, integrated",64 bit,64 bit,,,,,,NA,No,,,,,,,,,,No,,,NA,McAfee,,,,,,,512 GB
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,"₹46,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HAXTTTV58&lid=LSTCOMGJ75HAXTTTV58DCENAT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_320&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGJ75HAXTTTV58.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,IN3520CM22P001ORB1 / IN3520N843W001ORB1,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,38.0 cm (14.96 inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,No,Standard Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,Upto 7 hours,,,,,,,,,Windows 11 Home,Yes,1 x HDMI 1.4,,,,Waves Maxx Audio Pro,,,,,,,,3 Cell,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,"₹35,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/v/p/-original-imagvyw9dqmvqxmv.jpeg?q=70,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-c12mo-444in-c12mo-1248in-thin-light-laptop/p/itmef8f5c6fd8e76?pid=COMGPXFYFJPWCQDY&lid=LSTCOMGPXFYFJPWCQDYUPVWCA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_321&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGPXFYFJPWCQDY.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, power adapter, user guide",Modern 14 C12MO-444IN/ Modern 14 C12MO 1248IN,9S7-14J111-444 / 9S7-14J111-1248,Modern 14 C12M-444IN,Modern 14,Urban Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment",No,Intel,Core i3,12th Gen,Yes,512 GB,16 GB,DDR4,1215U,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",2 x 2W,Yes,Intel Wi-Fi 6E AX211,v5.3,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@720p),,Single Backlit Keyboard (White),1 Year Onsite Warranty,Onsite,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,1 x HDMI (4K @ 30Hz),,,,,,,Yes,,,,,3 Cell,,,,,,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,
DELL Inspiron 16 5630 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) IN5630P8YRR001...,"₹61,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/u/9/inspiron-5630-laptop-dell-original-imah3g62mdrzry9w.jpeg?q=70,https://www.flipkart.com/dell-inspiron-16-5630-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-in5630p8yrr001ors1-laptop/p/itmb9691922dc434?pid=COMGQHZSTHPEV9NA&lid=LSTCOMGQHZSTHPEV9NA2O4IFS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_322&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGQHZSTHPEV9NA.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",IN5630P8YRR001ORS1,IN5630P8YRR001ORS1,Inspiron 5630,Inspiron 16 5630,Platinum Silver,Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,1335U,,Intel Integrated Intel Iris Xe Graphics,SSD,Windows 11 Home,,No,40.64 cm (16 inch),1920 x 1200 pixel,,,,,YES,,,Not Available,,,,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,UPTO 6 HRS,,,,,,,,,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹62,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/i/b/fa1132tx-gaming-laptop-hp-original-imah4bjb4pz8qbqf.jpeg?q=70,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1227tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMHY8KVUVGQ5BUQ&lid=LSTCOMHY8KVUVGQ5BUQYVM2KC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_323&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMHY8KVUVGQ5BUQ.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1227TX,A1QV2PA,15-fa1227TX,Victus,Performance Blue,Gaming Laptop,Gaming,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,,,,v5.3,,2.3 Kg,Not Available,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,Upto 6 Hours and 30 Minutes,,,,,,,,,Windows 11,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,DDR4,4 GB,,,,,,,,,,,,,,,,
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,"₹99,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/x/h/-original-imagz92r5ukpzy7a.jpeg?q=70,https://www.flipkart.com/msi-katana-a15-ai-amd-ryzen-7-octa-core-8845hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-b8ve-418in-gaming-laptop/p/itmbeb700320ffee?pid=COMGXMSXXJHW9RFJ&lid=LSTCOMGXMSXXJHW9RFJZMD4HY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_324&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGXMSXXJHW9RFJ.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"Laptop,Battery,Power Adapter, User Guide",Katana A15 AI B8VE-418IN,9S7-158N31-418,Katana A15 AI B8VE-418IN,Katana A15 AI,Black,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,8845HS,3.8 Ghz to Max turbo frequency at 5.1 Ghz,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"FHD , 144Hz 45%NTSC IPS-Level",Yes,Yes,802.11 ax Wi-Fi 6E,v5.3,359 x 259 x 24.9 mm,2.25 Kg,Not Available,HD type (30fps@720p),No,4-Zone RGB Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,1x HDMI 2.1 (8K 60Hz / 4K 120Hz),,,,,,,,,,,,,,,,,,,No,,,,,144 Hz,GDDR6,6 GB,,,,,,,,,,,,,,,,
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,"₹24,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70,https://www.flipkart.com/hp-255-g9-amd-ryzen-3-dual-core-r3-3250-8-gb-512-gb-ssd-windows-11-home-g8-thin-light-laptop/p/itm9015dcea94ace?pid=COMGNFU7MHGWNHHA&lid=LSTCOMGNFU7MHGWNHHAOLIHEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_325&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGNFU7MHGWNHHA.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,1 Laptop:: 2 User manual :: 3 Adaptar,255 G8,689T4PA,255 G9,255 G9,Black,Thin and Light Laptop,Everyday Use,No,AMD,Ryzen 3 Dual Core,,Yes,512 GB,8 GB,DDR4,R3 3250,2.6GHz Upto 3.5GHz,AMD Radeon AMD,SSD,Windows 11 Home,,No,39.62 cm (15.6 Inch),1366 x 768 pixel,HD,Built-in Stereo Speakers,Built-in Digital Microphone,802.11ac,v4.0,95.0 x 40.0 x 26.5mm,1.74 Kg,Not Available,Yes,,Full Size Textured island-style Keyboard,1 Year Onsite warranty by OEM,Onsite,Manufacturing Damage,Physical Damage,Up to 10 hours,,,,,4 MB,,,,Windows 11 Home,,,,,,,,,,,,1 Year,,3 Cell,,,,,,,,,,,,,DDR4,,,,,,,,,,,NA,,,,,,
Apple MacBook Pro Apple M3 Pro - (18 GB/512 GB SSD/macOS Sonoma) MRX33HN/A,"₹1,87,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/b/a/-original-imaguw3hkarh3jft.jpeg?q=70,https://www.flipkart.com/apple-macbook-pro-m3-18-gb-512-gb-ssd-macos-sonoma-mrx33hn-a/p/itmcd041a34ee857?pid=COMGUTX8D88UZTPV&lid=LSTCOMGUTX8D88UZTPVI0YGEX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_326&otracker=search&fm=organic&iid=b0d4eeff-4746-4f45-9c5b-79cebf827eaa.COMGUTX8D88UZTPV.SEARCH&ppt=None&ppn=None&ssid=i0keb2nu5s0000001738685130098&qH=312f91285e048e09,2/5/2025 16:51,"MacBook Pro, 70W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MRX33HN/A,MRX33HN/A / MRX43HN/A,MacBook Pro,MacBook Pro,Space Black,Thin and Light Laptop,Processing & Multitasking,No,Apple,M3 Pro,,Yes,512 GB,18 GB,Unified Memory,,,NA,SSD,macOS Sonoma,3 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps),No,35.56 cm (14 Inch),3024 x 1964 Pixels,"XDR (Extreme Dynamic Range), 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full-screen, 1,600 nits peak2 (HDR content only), SDR brightness: 600 nits",Built-in Speakers,Studio‑quality three-mic array with high signal-to-noise ratio and directional beamforming,Wi-Fi 6E (802.11ax),v5.3,312.6 x 221.2 x 15.5 mm,1.61 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 18 Hours,,,,,,,,,,Yes,,,,,High-fidelity six-speaker sound system with force-cancelling woofers,,,Yes,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",,1 Year,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
