title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Graphic Processor,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Included Software,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Supply,Processor Variant,Number of Cores,Internal Mic,Pointer Device,Additional Features,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Finger Print Sensor,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,Face Recognition,OS Architecture,Chipset,EMMC Storage Capacity,Security Chip,Memory Slots,RPM,Hardware Interface,Ethernet,Antivirus,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Color Gamut,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Recovery Options,Laptop Bag,Lock Port,Dock Port,Firewire Port,RJ11,VGA Port,Multi Card Slot,Sound Chip,Cloud Storage,Other Accessories,International Warranty,Certification,HDD Capacity
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,"₹34,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/v/k/v-series-thin-and-light-laptop-lenovo-original-imah6aa6nmyx3y4z.jpeg?q=70,https://www.flipkart.com/lenovo-intel-core-i3-12th-gen-16-gb-512-gb-ssd-windows-11-home-v14-thin-light-laptop/p/itmc3562e2732a4c?pid=COMH6ACMHPWDN4V3&lid=LSTCOMH6ACMHPWDN4V3LCGLAM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_319&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMH6ACMHPWDN4V3.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"LAPTOP, MANUAL, USER GUIDE, ADAPTOR, POWER CHORD",V14,82TSA01KIH,V series,,Iron Grey,Thin and Light Laptop,Processing & Multitasking,upto 13.5 hrs,Yes,Intel,Core i3,Yes,512 GB,16 GB,DDR4,NA Intel,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920 x 1200 pixel,,,,,5.1,,,Not Available,,,,,1-Year,onsite,manufacturing Defect,Accidental Damage,,,,,,,,,,,12th Gen,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,"₹24,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70,https://www.flipkart.com/hp-255-g9-amd-ryzen-3-dual-core-r3-3250-8-gb-512-gb-ssd-windows-11-home-g8-thin-light-laptop/p/itm9015dcea94ace?pid=COMGNFU7MHGWNHHA&lid=LSTCOMGNFU7MHGWNHHAOLIHEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_320&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMGNFU7MHGWNHHA.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,1 Laptop:: 2 User manual :: 3 Adaptar,255 G8,689T4PA,255 G9,255 G9,Black,Thin and Light Laptop,Everyday Use,Up to 10 hours,No,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD,SSD,Windows 11 Home,,,No,39.62 cm (15.6 Inch),1366 x 768 pixel,HD,Built-in Stereo Speakers,,802.11ac,v4.0,95.0 x 40.0 x 26.5mm,1.74 Kg,Not Available,Yes,Full Size Textured island-style Keyboard,,,1 Year Onsite warranty by OEM,Onsite,Manufacturing Damage,Physical Damage,1 Year,,R3 3250,,Built-in Digital Microphone,,,3 Cell,2.6GHz Upto 3.5GHz,,,,4 MB,Windows 11 Home,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"₹81,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQJWHH2F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_321&otracker=search&fm=organic&iid=en_2nHqvg0Ar8jNzW_XeSzPiCg7UujtSTyh5bKrFOz9tC2A6BmSKXO8lyS2zYZx4yNw6ZbULIkZAqIeSs92G4oYt_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,NA,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30 W USB-C Power Adapter,Apple M2 Chip,8,Three-mic array with directional beamforming,Force Touch Trackpad,52.6 Watt Hour Lithium polymer Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹81,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmd65f6b189fc7b?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDM2PGFI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_322&otracker=search&fm=organic&iid=en_2nHqvg0Ar8jNzW_XeSzPiCg7UujtSTyh5bKrFOz9tC2n3ERXgp3qOnMb6aAuY3Eeagh1Gr26wAMi6vhZHb6-YUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY13HN/A,MLY13HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,NA,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30 W USB-C Power Adapter,Apple M2 Chip,8,Three-mic Array with Directional Beamforming,Force Touch Trackpad,52.6 Watt Hour Lithium polymer Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-EQ1550AU Laptop,"₹29,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/j/x/15s-laptop-hp-original-imagrxgph9kh4ghv.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-3-dual-core-3rd-gen-8-gb-512-gb-ssd-windows-11-home-15s-eq1550au-laptop/p/itmf73695419f320?pid=COMGRXGP2HCNQYHK&lid=LSTCOMGRXGP2HCNQYHKTUU7PV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_323&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMGRXGP2HCNQYHK.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",15S-EQ1550AU,15S-EQ1550AU,15s,,Silver,Laptop,Travel & Business,UPTO 8 HRS,Yes,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,AMD Radeon AMD Radeon Integrated,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,YES,,,Not Available,,,,,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,3rd Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,"₹25,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/2/e/-original-imagzspyvasfh4gy.jpeg?q=70,https://www.flipkart.com/asus-intel-pentium-gold-7505-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej111ws-laptop/p/itm3b092675d3c35?pid=COMGYSGNT6TXRKBH&lid=LSTCOMGYSGNT6TXRKBHXIUBQS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_324&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMGYSGNT6TXRKBH.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1500EA-EJ111WS,90NB0TY5-M04PU0,X515,,Indie Black,Laptop,Processing & Multitasking,,Yes,Intel,Pentium Gold,Yes,256 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, Aspect Ratio: 16:9, LED Backlit, 60Hz Refresh Rate, Brightness: 200nits, 45% NTSC Color Gamut, Anti-glare Display, Screen-to-Body Ratio: 83%",Built-in speaker,,Wi-Fi 5 (802.11ac) (Dual Band) (1x1),v5.1,360 x 235 x 19.9mm,1.80 kg,Not Available,VGA Camera,Chiclet Keyboard with Numkey,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,1 Year,45W AC Adapter,7505,2,Built-in Microphone,,"37WHrs, 2S1P",2 Cell,"Base Frequency 2.0 GHz, Max Turbo Boost Upto 3.5 GHz",1x HDMI 1.4,,,4 MB,Window 11,,,,,,,,,,,,"Security Lock, Trusted Platform Module (Firmware TPM)",3,2280,M.2 PCIe 3.0 x 4,,McAfee LiveSafe 1 year,,,,,,,,,,,,,,,,,,,,,,,,
ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Ho...,"₹61,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/o/q/gaming-f15-gaming-laptop-asus-original-imah43bx7xqaqjgs.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-f15-90whr-battery-intel-core-i5-11th-gen-11400h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-75-tgp-fx506hc-hn362w-laptop/p/itmbd858702e076f?pid=COMGPQEXKNS6N2ZM&lid=LSTCOMGPQEXKNS6N2ZMOBQ6F4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_325&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMGPQEXKNS6N2ZM.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506HC-HN362W,90NR0724-M00J4,FX506HC-HN362W,TUF Gaming F15 with 90WHr Battery,Graphite Black,Gaming Laptop,Gaming,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,,"3 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 support DisplayPort",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Refresh Rate 144Hz, Viewing Angle 85/85/85/85, Panel Tech Value IPS-level, Brightness 250, Contrast 1000:1, NTSC 45%, SRGB 62.5%, Adobe 47.34%, Anti-glare display",Two built-in speakers,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,359 x 256 x 24.5 mm,2.30 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,11400H,,,,,4 Cell,2.7Ghz upto 4.5 GHz,1 x HDMI 2.0b,11th Gen,,,,32,2 TB,75 TGP,GDDR6,4 GB,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home) In...,"₹56,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/y/p/inspiron-3530-thin-and-light-laptop-dell-original-imah89qd2acsdzwg.jpeg?q=70,https://www.flipkart.com/dell-inspiron-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-hdd-512-ssd-windows-11-home-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH88MJXJTQSN8B&lid=LSTCOMH88MJXJTQSN8BWCCOCM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_326&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMH88MJXJTQSN8B.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"???Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,OIN353034071RINS1MO,Inspiron 3530,Inspiron MSO 2024,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1 Type-A port + 1 x USB 3.2 Gen 1 Type-C data only, 1 x USB 2.0 port, 1 x headset jack, 1 x HDMI 1.4 port, 1 x M.2 2230/2280 slot for solid-state drive, 1 x SD 3.0 card slot",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Yes,Waves Maxx Audio,"Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, Bluetooth® wireless card",Yes,358 X 235 X 189 mm,1.62 Kg,Not Available,HD,Backlit Keyboard,No,Win 11 + Office H&S 2024,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,1334U,10,Yes,Keyboard,,"3 Cell, 41 Wh, integrated",Up to 4.60GHz,1 x HDMI 1.4,13th Gen,Yes,12MB,Win 11,16GB,,,,,,,,64 bit,,,,,,,Available,McAfee,,,2666 MHz,64 bit,,,,,,NA,,No,NA,,,No,,NA,,,,,,512 GB
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹31,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_327&otracker=search&fm=organic&iid=en_2nHqvg0Ar8jNzW_XeSzPiCg7UujtSTyh5bKrFOz9tC0EZw887S0cpS6E3nrM0Etank4Kf2Ji7wmBV188og2uu_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,84-key Acer keyboard layout with US language: Additional feature.,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,1305U,,Yes,,,,Max Frequency up to 4.50 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹44,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/q/i/a324-51-thin-and-light-laptop-acer-original-imah4bj6zhjvn8uh.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_328&otracker=search&fm=organic&iid=en_2nHqvg0Ar8jNzW_XeSzPiCg7UujtSTyh5bKrFOz9tC03CRzy6brpzwbgrudP1wx1ifUw6jMUkuHBFEJxR3n1_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.003,A324-51,Aspire 3 Backlit,Steel Gray,Thin and Light Laptop,Everyday Use,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,Intel Integrated Intel Graphics,SSD,Windows 11 Home,,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",Two built-in stereo speakers,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,2M With Privacy Camera Shutter,84-key Acer backlit keyboard layout with US language,Yes,,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,,65 W,1235U,,Yes,Touchpad,,2 cell,Max turbo frequency at 4.4 Ghz,1x HDMI Port,12th Gen,No,,,,,,,,,,No,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹94,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/s/d/-original-imah4djypttjtm4j.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-fa507nvr-lp104ws-laptop/p/itmc6ca6f861b082?pid=COMH4Y6KP3YYWBD5&lid=LSTCOMH4Y6KP3YYWBD5NP9YQP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_329&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMH4Y6KP3YYWBD5.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA507NVR-LP104WS,90NR0JK5-M00680,FA507NVR-LP104WS,TUF Gaming A15,Mecha Gray,Gaming Laptop,Gaming,,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR5,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9, 144Hz, 85/85/85/85, IPS-level, 250nits, 1000:1, 72%, 100%, 75.35%, Anti-glare display",2-speaker system,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,354 x 251 x 24.9 mm,2.20 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,7435HS,,Built-in array microphone,,,,Up to 4.5 GHz,,,No,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,"₹62,380",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/0/a/-original-imahyyhtxvfguxgy.jpeg?q=70,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-83bf0043in-thin-light-laptop/p/itmc63731ed924b8?pid=COMGVKM7XDSGRVYT&lid=LSTCOMGVKM7XDSGRVYTVHYEMH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_330&otracker=search&fm=organic&iid=9dc9cdc9-73b5-4160-accb-18485e2862bb.COMGVKM7XDSGRVYT.SEARCH&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",83BF0043IN,83BF0043IN,Ideapad Slim 5i,,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Up to 6 Hrs,Yes,Intel,Core i5,Yes,1 TB,16 GB,LPDDR5,Intel Integrated Integrated Intel® UHD Graphics,SSD,Windows 11 Home,,,No,35.56 cm (14 inch),1920 x 1200 pixel,,,,,Yes,,,Not Available,,,,,1 Year warranty,Onsite,Manufacturing Defects,Physical Damage,,,12450H,,,,,,,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,"₹81,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/5/w/-original-imahyyhvzefjuhwe.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-5-ai-pc-intel-core-ultra-125h-16-gb-1-tb-ssd-windows-11-home-16imh9-thin-light-laptop/p/itm23294734162fe?pid=COMGXMY5NC8VXGHH&lid=LSTCOMGXMY5NC8VXGHH0TK7AL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_331&otracker=search&fm=organic&iid=en_2nHqvg0Ar8jNzW_XeSzPiCg7UujtSTyh5bKrFOz9tC3LhbwrGQWdQ8Z7osd7vJqfapn4Eh1oi93_e8c76w8vefcUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=5jwbbqpweo0000001738366330006&qH=312f91285e048e09,2025-02-01 00:32:17,"Laptop, Power Adaptor, User Guide, Warranty Documents",16IMH9,83DC0042IN|83DC0003IN,16IMH9,IdeaPad Slim 5 AI PC,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core Ultra 5,Yes,1 TB,16 GB,LPDDR5X,Intel Integrated Arc,SSD,Windows 11 Home,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4",No,40.64 cm (16 inch),1920 x 1200 Pixel,"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",Yes,,"Wi-Fi 6E, 11ax 2x2",v5.3,356 x 251 x 17.9 mm,1.89 Kg,Not Available,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor","Backlit, English",,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,125H,,Yes,,,,700 MHz upto max turbo frequency at 4.5 Ghz,1 x HDMI 1.4b,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
