title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,EMMC Storage Capacity,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,OS Architecture,Multi Card Slot,TGP,RJ45,Chipset,Memory Slots,RPM,Hardware Interface,Ethernet,Security Chip,Antivirus,Lock Port,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,Color Gamut,Brightness,NFC Support,Wireless WAN,Recovery Options,Sound Chip,Other Accessories,International Warranty,HDD Capacity,Certification,Cloud Storage
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...,"₹34,990",4.3,"10,357 Ratings & 805 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/j/l/x1502za-ej993ws-thin-and-light-laptop-asus-original-imah47vrryedmvtp.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1502za-ej993ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGS7M3HHJQYVKB&lid=LSTCOMGS7M3HHJQYVKBRTO2VL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_375&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGS7M3HHJQYVKB.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adapter, Warranty Documents, User Manual",X1502ZA-EJ993WS,90NB0VX2-M02HB0,X1502ZA-EJ993WS,Vivobook 15,Icelight Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,Intel,Core i3,12th Gen,Yes,512 GB,16 GB,DDR4,1215U,Max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 220nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",Yes,Yes,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,359.7 x 232.5 x 19.9 mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,Yes,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"₹40,579",4.1,53 Ratings & 4 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/f/w/e1504fa-nj549ws-thin-and-light-laptop-asus-original-imah3877hyhrxp43.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-nj549ws-thin-light-laptop/p/itm7f766d96bd6a5?pid=COMH3YT3BMVGQH2U&lid=LSTCOMH3YT3BMVGQH2UHTP5MM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_376&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMH3YT3BMVGQH2U.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",E1504FA-NJ549WS,90NB14I2-M00010,E1504FA-NJ549WS,Vivobook GO 15,Black,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, 60Hz refresh rate, Anti-glare display, (Screen-to-body ratio)84%",Yes,Yes,Wi-Fi 6E(802.11ax) (Dual band),v5.3,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Type of Damage,,,,,,,,,Upto 6 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹36,990",4.2,"7,976 Ratings & 585 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/h/-original-imah4qscwmurxkeh.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_377&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQshope0WLOFRc_azDjeNTIozfrGyy4I7fyAxp14dPkQAb_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,No,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 cell,No,,,1x HDMI 1.4b,,,,,,6,Yes,,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year,8,Windows 11 Home,,,64 bit,1 x card reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,"₹23,990",4.2,325 Ratings & 14 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/g/-original-imah8frtuzfe9yup.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itm146632ae84dbc?pid=COMHFYZ3CN5WHUR8&lid=LSTCOMHFYZ3CN5WHUR8KHN4RK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_378&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsgyuMftnI_NI6P7ELBGwV0j3iSSplQtnvBinTAUDDdjDPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL7,82V6009LIN|82V6009TIN,14IGL7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,,Yes,512 GB,8 GB,DDR4,N4020,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,11ac 2x2,v5.1,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,,"Non-backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4b,,,,,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 ...,"₹37,990",4,147 Ratings & 36 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/m/q/freebook-2-in-1-laptop-chuwi-original-imagtywsu2c6ngn2.jpeg?q=70,https://www.flipkart.com/chuwi-intel-core-i3-12th-gen-i3-1215u-12-gb-512-gb-ssd-windows-11-home-freebook-2-1-laptop/p/itmc5e3f409e7e39?pid=COMGQJZPSGFFF7V7&lid=LSTCOMGQJZPSGFFF7V7T2BU4F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_379&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGQJZPSGFFF7V7.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, User Manual, Charging Cable",FreeBook,CWI577,FreeBook,,Grey,2 in 1 Laptop,"Everyday Use, Learning, Travel & Business, Processing & Multitasking, Entertainment",No,Intel,Core i3,12th Gen,Yes,512 GB,12 GB,LPDDR4,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,SSD,Windows 11 Home,3x USB Type C,Yes,34.29 cm (13.5 inch),2256x1504 pixel,2K UHD Retina,Four Speakers,Yes,WIFI6 (802.11ax1),5.2,,1.7 kg,Not Available,Yes,No,"Full-Sized Keyword
(Ultra narrow bezel)",1 Year Onsite Warranty,Service Center,Manufacturing Defects,Physical & Water Damage,,Yes,GDDR3,,No,,No,,Up To 8 Hours,65 W PD Fast Charger,6,,,,Operating System Software,,1 Year,10 MB,,,,64 bit,,,,,,,,,,,No,No,No,,,,No,,,,,No,,,No,,,,,,,,
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹42,990",3.7,187 Ratings & 10 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGX8GMZJRP6QRK&lid=LSTCOMGX8GMZJRP6QRK3NWB3U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_380&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGX8GMZJRP6QRK.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-52,UN.431SI.334,AL15-52,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Max Frequency Up to 4.4 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,Yes,Yes,Wi-Fi 6,Yes,360.40 x 239.30 x 19.9 mm,1.59 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",No,"100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Carry-in Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹34,550",4.3,"1,631 Ratings & 91 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/h/9/-original-imah8frtnf5cvhfa.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_381&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsjg1APG4X-XShhOxBWmLEZW8j69Xq7SfMfLFXejehsRxfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, battery, power adapter, user guide",15IAU7,82RK00VTIN,15IAU7,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD TN 250nits Anti-glare,Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.1,,1.63 Kg,Not Available,HD 720p with Privacy Shutter,No,"Non-backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,No,,,,,,,Upto 10 Hours,,,,,,,,,,,16GB,NA,,,,,,,,,BR99X924BCQA,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itm6533ea968a81e?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWCYOKC8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_382&otracker=search&fm=organic&iid=en_z_bQ4EH2aFpOMLJL3aX1T6ZZVKB6m5D9TZ0BEFmHQsiiF4nG82ARQA7yj0dGGbklHcivhbk1lvYCdn6-MgVaA6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXY3HN/A,MLXY3HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,,Up to 18 hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 15s Intel Core i3 10th Gen 1005G1 - (8 GB/1 TB HDD/Windows 10 Home) 15s-du2002TU Thin and Light Lap...,"₹42,990",4.3,535 Ratings & 63 Reviews,https://rukminim2.flixcart.com/image/312/312/kazor680/computer/t/e/m/hp-original-imafsfqnhzaahruq.jpeg?q=70,https://www.flipkart.com/hp-15s-intel-core-i3-10th-gen-1005g1-8-gb-1-tb-hdd-windows-10-home-15s-du2002tu-thin-light-laptop/p/itmd6f033a4d0056?pid=COMFSFNWMYQ8PFF6&lid=LSTCOMFSFNWMYQ8PFF6RNC3GC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_383&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMFSFNWMYQ8PFF6.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-du2002TU,3C467PA,,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,10th Gen,No,,8 GB,DDR4,1005G1,1.2 GHz with Turbo Boost Upto 3.4 GHz,Intel Integrated UHD,HDD,Windows 10 Home,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Microphone,Realtek Wi-Fi 5 (2x2),v5.0,358 x 242 x 19.9 mm,1.77 kg,Not Available,HD Webcam,,Full-size Island-style Keyboard with Numeric Keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 cell,No,,,1 x HDMI Port,,,,,,2,Yes,,Multi-gesture Touchpad,"Microsoft Office Home and Student 2019, Built in Alexa Support",41 WHr Li-ion Battery,1 Year,4 MB,,,,64 bit,Micro SD Card Reader,,Yes,,,5400,SATA,Integrated 10/100/1000 Gigabit LAN,,,,,,2666 MHz,64 bit,,,,,,,,,,,,,,,,1 TB,,
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹53,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-13420h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b13ucx-1808in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35ZYCVSCKN&lid=LSTCOMGZW35ZYCVSCKNMNNKQC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_384&otracker=search&fm=organic&iid=8d67adc4-a530-4d57-a837-17b7cc0eac85.COMGZW35ZYCVSCKN.SEARCH&ppt=None&ppn=None&ssid=ckz22w63vk0000001738110134540&qH=312f91285e048e09,1/29/2025 1:22,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B13UCX-1808IN,9S7-16R831-1808,Thin 15 B13UCX-1808IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,No,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency4.6 GHz,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),No,Blue Backlit Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",3 cell,,GDDR6,4 GB,1x HDMI (4K @ 30Hz),144 Hz,,,,120W,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/x/c/5/-original-imah8frtdh9bgnnp.jpeg?q=90,URL not available,1/29/2025 1:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jio - JioBook 11 (JioOS) with Lifetime Office, MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Android 11) ...","₹12,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/e/2/jiobook-nb1112mm-thin-and-light-laptop-jio-original-imah6dgfrhtvh3j7.jpeg?q=70,https://www.flipkart.com/jio-jiobook-11-jioos-lifetime-office-mediatek-mt8788-4-gb-64-gb-emmc-storage-android-11-nb1112mmblu-thin-light-laptop-inbuilt-4g-lte/p/itm5e242fe9ed52d?pid=COMH6DGFMGKZ2SDS&lid=LSTCOMH6DGFMGKZ2SDSUMKMWW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_385&otracker=search&fm=organic&iid=78dec387-fedd-49ce-b8f4-48650956ffb2.COMH6DGFMGKZ2SDS.SEARCH&ppt=None&ppn=None&ssid=i0ofecy5og0000001738110199015&qH=312f91285e048e09,1/29/2025 1:23,"1 Device unit, 1 Charging Adaptor, 1 User Manual",NB1112MMBLU,NB1112MM,Jiobook NB1112MM,"- JioBook 11 (JioOS) with Lifetime Office,",Blue,Thin and Light Laptop,"Everyday Use, Entertainment, Travel & Business, Learning",No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,Mediatek MT 8788 Octa Core 2.0 GHz ARM V8-A 64 bit,2.0GHz,NA N/A,eMMC,Android 11,2,No,29.46 cm (11.6 inch),1366 x 768 pixel,HD,Yes,Yes,802.11a/b/g/n/ac,v5.0,273 x 190 x 16.3 mm,0.990 kg,Not Available,2MP,,Infinity,1 year for device & 6 month for box accessories from date of purchase,Carry-in warranty,Manufacturing Defect (for details visit nearest Jio center),Physical or Liquid Damage,2 Cell,No,,,"Yes, mini HDMI port",60 Hz,,64 GB,upto 8.0 Hours,30 W Adapter,8,Yes,Built-in Stereo Speakers,Touchpad,"SoftMaker Office 2024 Productivity Suite, QuickHeal Antivirus (1 year Subscritpion), JioSphere Browser","1. Always-on internet with 4G LTE and Dual band Wi-Fi (2.4GHz and 5.0 GHz);Processor: Mediatek MT 8788 Octa Core/2.0 GHz/ ARM V8-A 64 bit / Memory: 4GB LPDDR4 RAM, Storage: 64 GB, Expandable upto 256GB via SD card. Octa-Core performance empowers you to multi-task between applications & do more., 2. 990gms light & ultra compact makes it easy to carry anywhere;Built like a PC with JioOS having 75+ shortcuts, native apps, extended display, touchpad gestures etc.; 8+ hrs of strong battery backup for your on-the-go lifestyle;Anti-glare HD Display & Stereo Speakers helps you to work outdoors., 3. Infinity Keyboard & large touchpad ensures convenient, seamless & efficient workflow. SIM inside JioBook can be activated by - 1. Home activation : Register for new SIM card on Jio website or MyJio mobile app. Jio executive would contact you for scheduling Home visit for activation. 2. SIM activation at Jio Store : JioBook SIM can also be activated at various Jio Stores around you. Just carry your JioBook at nearest Jio Store for activation.",12 Months,1 MB + 1 MB,JioOS,microSD card upto 256GB,,64 bit,microSD card,,No,MT8788,No,,eMMC,,,Quick Heal (1 year subscription),,Yes,No,2048 MHz,,No,No,No,No,No,,No,,,No,802.11a/b/g/n/ac,Factory Reset,,,,,,100 GB
