title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
"EVGA GeForce RTX 2080 Ti XC ULTRA GAMING, 11GB GDDR6, Dual HDB Fans & RGB LED ...",MAD 14800,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/R8HLV5I-evga-geforce-rtx-2080-ti-xc-ultra-gaming-11gb-gddr6-dual-hdb-fans-rgb-led-graphics-card-11g-p4-2383-kr,GPVHOSO,,,,,,,,China,,,,,,,,,,9.13 x 6.42 x 2.4 inches (23.2 x 16.3 x 6.1 cm),,,4,,,,,700 MHz,,13.1 ounces (371.39 grams),B0CV4V7CSX,,GT730-4G,,,NVIDIA GeForce GT 730,,,,,,,,,,,,GPVHOSO,,,,"DisplayPort, DVI, HDMI",,,,,"February 7, 2024"
"GTX 1050 Graphics Card for PC, 4GB GDDR5 128-bit, HDMI DisplayPort DVI-D, Computer ...",MAD 1969,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LV2J2KU2C-gtx-1050-graphics-card-for-pc-4gb-gddr5-128-bit-hdmi-displayport-dvi-d-computer-gpu-gaming-video-card-low-profile-pci-express-x16-directx-12,GPVHOSO,,,,,,,,China,,,,,,,,,,9.13 x 6.42 x 2.4 inches (23.2 x 16.3 x 6.1 cm),,,4,,,,,700 MHz,,13.1 ounces (371.39 grams),B0CV4V7CSX,,GT730-4G,,,NVIDIA GeForce GT 730,,,,,,,,,,,,GPVHOSO,,,,"DisplayPort, DVI, HDMI",,,,,"February 7, 2024"
"GT 730 4GB DDR3 Graphics Card, 128Bit DirectX 11 PCIe x16 Low Profile Computer GPU ...",MAD 1286,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IQP4M459K-geforce-gt-730-4gb-ddr3-graphics-card-128bit-directx-11-pcie-x16-low-profile-computer-gpu-for-working-vga-dvi-d-hdmi-output-desktop-gaming-video,EVGA,,,,,4.52 Pound,,,,,,EVGA GeForce RTX 2080 XC GAMING,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,,,,,,,,8 GB,8 GB,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,NVIDIA,1800 MHz,,2.36 pounds (1.07 kg),B07GHVWMBS,,08G-P4-2182-KR,,,NVIDIA GeForce RTX 2080,8K UHD,,,,No,"Windows 10 64bit, Windows 7 64bit",,,14000 MHz,,,EVGA,,,8 GB,,,,,NVIDIA,"August 19, 2018"
"Yoidesu GTX550Ti Gaming Graphics Card, 6GB GDDR5 192BIT Computer Graphics Card with ...",MAD 1462,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/EQJP8UWMS-yoidesu-gtx550ti-gaming-graphics-card-6gb-gddr5-192bit-computer-graphics-card-with-dual-fans-pcie-2-0-hdmi-vga-dvi-video-graphics-card-gpu-for,EVGA,,,,,4.52 Pound,,,,,,EVGA GeForce RTX 2080 XC GAMING,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,,,,,,,,8 GB,8 GB,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,NVIDIA,1800 MHz,,2.36 pounds (1.07 kg),B07GHVWMBS,,08G-P4-2182-KR,,,NVIDIA GeForce RTX 2080,8K UHD,,,,No,"Windows 10 64bit, Windows 7 64bit",,,14000 MHz,,,EVGA,,,8 GB,,,,,NVIDIA,"August 19, 2018"
ZOTAC Gaming GeForce RTX 3080 Trinity OC LHR 12GB GDDR6X 384-bit 19 Gbps PCIE 4.0 ...,MAD 17764,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4EV7NXG3C-zotac-gaming-geforce-rtx-3080-trinity-oc-lhr-12gb-gddr6x-384-bit-19-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling-spectra-2-0-rgb,EVGA,,,,,4.52 Pound,,,,,,EVGA GeForce RTX 2080 XC GAMING,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,,,,,,,,8 GB,8 GB,4.5 x 10.6 x 1.57 inches (11.4 x 26.9 x 4 cm),,NVIDIA,1800 MHz,,2.36 pounds (1.07 kg),B07GHVWMBS,,08G-P4-2182-KR,,,NVIDIA GeForce RTX 2080,8K UHD,,,,No,"Windows 10 64bit, Windows 7 64bit",,,14000 MHz,,,EVGA,,,8 GB,,,,,NVIDIA,"August 19, 2018"
"RX590 8GB Graphics Card with GDDR5, Quiet Cooling, Fast Heat Dissipation, VR Ready, ...",MAD 2208,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G7TD8N4FO-rx590-8gb-graphics-card-with-gddr5-quiet-cooling-fast-heat-dissipation-vr-ready-pci-express-3-0-x16-4-screen-outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASHATA GT610 1GB Discrete Graphics Card, PC Desktop 64 Bit Graphics Card with HDMI ...",MAD 517,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FASDP39YU-gt610-1gb-discrete-graphics-card-pc-desktop-64-bit-graphics-card-with-hdmi-vga-dvi-port-pci-express-x16-2-0-fast-cooling-64-bit-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GTX550Ti 8GB 128BIT GDDR5 Graphics Card, Fan Desktop Computer Discrete Gaming ...",MAD 1280,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C8SJKFOS2-gowenic-gtx550ti-8gb-128bit-gddr5-graphics-card-dual-fan-desktop-computer-discrete-gaming-graphics-card-pci-express2-0-support-directx11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Dual Radeon  RX 7600 EVO OC Edition 8GB GDDR6 PCIe  4.0, 8 GB GDDR6, HDMI  ...",MAD 3814,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVC5E6FGA-asus-dual-radeon-rx-7600-evo-oc-edition-8gb-gddr6-pcie-4-0-8-gb-gddr6-hdmi-2-1-displayport-1-4a-2-5-slot-design-axial-tech-fans-gpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 2080 XC GAMING, 8GB GDDR6, Dual HDB Fans & RGB LED Graphics Card ...",MAD 11671,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/2BI71V0M-evga-geforce-rtx-2080-xc-gaming-8gb-gddr6-dual-hdb-fans-rgb-led-graphics-card-08g-p4-2182-kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128bit 4GB DDR5 Graphics Card, Automatic Recognition Video Memory Card, Low Noise ...",MAD 1469,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/815CXL1RG-geforce-gtx-1050ti-128bit-4gb-graphics-card-automatic-recognition-video-memory-card-low-noise-and-quiet-work-strong-and-durable-with-long-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Dual GeForce GTX 1650 4GB GDDR5, IP5X, Auto-Extreme Technology, 144-Hour ...","MAD 2243                                                                        
                                                                            2443",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FYZM95UHA-asus-dual-geforce-gtx-1650-4gb-gddr5-ip5x-auto-extreme-technology-144-hour-validation-program-hdmi-2-0-dp-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX 3050 6GB GDDR6 Low-Profile 96-bit 14 Gbps PCIE 4.0 Super ...,MAD 2448,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JNZIQIHF8-zotac-gaming-geforce-rtx-3050-6gb-gddr6-low-profile-96-bit-14-gbps-pcie-4-0-super-compact-gaming-graphics-card-zt-a30510l-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  4080 Super 16GB XLR8 Gaming Verto  Epic-X RGB  OC Triple Fan ...,MAD 20539,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ4BJ3OQG-pny-geforce-rtx-4080-super-16gb-xlr8-gaming-verto-epic-x-rgb-overclocked-triple-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dpofirs HD6770 1GB 128Bit DDR5 PCI Express 2.0 Computer Graphics Card,650MHz Core ...",MAD 743,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/EVR3XUW-ati-hd6770-4gb-128bit-ddr5-pci-express-3-0-computer-graphics-card-650mhz-core-frequency-1000mhz-video-memory-frequency-for-amd-desktop-computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  4070 12GB XLR8 Gaming Verto Epic-X RGB  Triple Fan Graphics Card ...,MAD 9485,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/AWD5RT772-pny-geforce-rtx-4070-12gb-xlr8-gaming-verto-epic-x-rgb-triple-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  3050 6GB Verto Dual Fan Graphics Card,MAD 2448,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J521ANJ3A-pny-geforce-rtx-3050-6gb-verto-dual-fan-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNY GeForce RTX  4070 12GB Verto  Dual Fan Graphics Card DLSS 3 192-bit, PCIe 4.0, ...",MAD 10304,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F9IYK86B8-pny-geforce-rtx-4070-12gb-xlr8-gaming-verto-epic-x-rgb-overclocked-triple-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QTHREE Radeon RX 560 XT 8GB GDDR5 Graphics Card,1792SP,128 Bits,DVI,HDMI,DP,Gaming ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I6OPAYMHC-qthree-amd-radeon-rx-560-xt-8gb-gddr5-graphics-card-1792sp-128-bits-dvi-hdmi-dp-pc-video-card-for-computer-gaming-gpu-pci-express-x16-3-0-directx-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QTHREE Radeon RX 560 XT 8GB GDDR5 Graphics Card,1792SP,128 Bits,DVI,HDMI,DP,Gaming ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FLZRMVKBE-qthree-amd-radeon-rx-560-xt-8gb-gddr5-graphics-card-1792sp-128-bits-dvi-hdmi-dp-pc-video-card-for-computer-gaming-gpu-pci-express-x16-3-0-directx-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QTHREE Radeon RX 560 XT 8GB GDDR5 Graphics Card,1792SP,128 Bits,DVI,HDMI,DP,Gaming ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/880EREE7A-qthree-radeon-rx-580-graphic-cards-2048sp-8gb-gddr5-256-bit-3xdp-hdmi-dvi-d-desktop-video-card-for-pc-gaming-pci-express-3-0-4k-support-directx-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QTHREE Radeon RX 560 XT 8GB GDDR5 Graphics Card,1792SP,128 Bits,DVI,HDMI,DP,Gaming ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I6TIZXZ1K-qthree-radeon-rx-580-8gb-graphics-card-256bit-2048sp-gddr5-2xdp-hdmi-output-computer-video-card-for-pc-gaming-pci-express-3-0-with-dual-fan-for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  3080 Ti 12GB XLR8 Gaming Revel Epic-X RGB  Triple Fan Graphics Card,MAD 19341,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1BF8WBSVS-pny-geforce-rtx-3080-ti-12gb-xlr8-gaming-revel-epic-x-rgb-triple-fan-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Dual NVIDIA GeForce RTX 3050 6GB Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 ...",MAD 2379,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J3SQ3C39G-dual-nvidia-geforce-rtx-3050-6gb-gaming-graphics-card-pcie-4-0-6gb-gddr6-memory-hdmi-2-1-displayport-1-4a-native-dvi-d-2-slot-design-steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Pure AMD Radeon  RX 7700 XT Gaming OC 12GB GDDR6 Dual HDMI/Dual DP,MAD 6772,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JG2UQS6CG-sapphire-pure-amd-radeon-rx-7700-xt-gaming-oc-12gb-gddr6-dual-hdmi-dual-dp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Dual GeForce RTX  4070 Super EVO White OC Edition PCIe 4.0, 12GB GDDR6X, DLSS ...",MAD 10460,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M5VXWV104-dual-geforce-rtx-4070-super-evo-white-oc-edition-pcie-4-0-12gb-gddr6x-dlss-3-hdmi-2-1a-displayport-1-4a-2-5-slot-design-axial-tech-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming GeForce RTX   5080 16GB GDDR7 Gaming Graphics Card PCIe  5.0, HDMI ...",MAD 66422,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N9D8A6SWG-asus-tuf-gaming-geforce-rtx-5080-16gb-gddr7-gaming-graphics-card-pcie-5-0-hdmi-dp-2-1-3-6-slot-military-grade-components-protective-pcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY GeForce RTX  3050 8GB Verto Dual Fan Graphics Card,MAD 4154,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/53Z1KSJCE-pny-geforce-rtx-3050-8gb-xlr8-gaming-revel-epic-x-rgb-dual-fan-graphics-card,PNY,,,,,,,,,,,GeForce RTX™ 4060 Ti,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,English,,,,Dedicated,,8 GB,8 GB,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,2310 MHz,,1.94 pounds (0.88 kg),B0CJ9D1VBH,,VCG4060T8DFXPB1-O,,,NVIDIA GeForce RTX 4060 Ti,7680 x 4320 @120Hz (Digital),,,,,,,,2310 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"November 30, 2023"
"PUSOKEI RX 580 Gaming Graphics Card, X 580 8GB GDDR5 256bit Computer Graphics Card, ...",MAD 1776,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7U0W0X940-pusokei-rx-580-gaming-graphics-card-x-580-8gb-gddr5-256bit-computer-graphics-card-1080p-resolution-pci-express-3-0-3-x-dp-8k-hdmi-dvi-for-3d,PNY,,,,,,,,,,,GeForce RTX™ 4060 Ti,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,English,,,,Dedicated,,8 GB,8 GB,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,2310 MHz,,1.94 pounds (0.88 kg),B0CJ9D1VBH,,VCG4060T8DFXPB1-O,,,NVIDIA GeForce RTX 4060 Ti,7680 x 4320 @120Hz (Digital),,,,,,,,2310 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"November 30, 2023"
ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition 12GB GDDR6 Gaming Graphics Card ROG ...,MAD 5932,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJFEEDT5A-asus-dual-nvidia-geforce-rtx-3060-v2-oc-edition-12gb-gddr6-gaming-graphics-card-rog-strix-750-fully-modular-80-plus-gold-750w-atx-psu-bundle,PNY,,,,,,,,,,,GeForce RTX™ 4060 Ti,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,English,,,,Dedicated,,8 GB,8 GB,9.65 x 4.43 x 1.57 inches (24.5 x 11.3 x 4 cm),,,2310 MHz,,1.94 pounds (0.88 kg),B0CJ9D1VBH,,VCG4060T8DFXPB1-O,,,NVIDIA GeForce RTX 4060 Ti,7680 x 4320 @120Hz (Digital),,,,,,,,2310 MHz,,,PNY,,,,"DisplayPort, HDMI",,,,NVIDIA,"November 30, 2023"
"ZOTAC Gaming Geforce GTX 1630 4Go GDDR6, Black",MAD 6513,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8D7FOBWKM-zotac-gaming-geforce-gtx-1630-4go-gddr6-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNY GeForce RTX  4060 Ti 8GB Verto  OC Dual Fan Graphics Card DLSS 3 128-bit, PCIe ...",MAD 7144,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I8C2BFFYM-pny-geforce-rtx-4060-ti-8gb-verto-overclocked-dual-fan-graphics-card-dlss-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA GeForce GTX 1080 Ti FTW3 DT Gaming 11GB GDDR5X iCX Technology - 9 Thermal ...,MAD 9608,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/E44ABJA-evga-geforce-gtx-1080-ti-ftw3-dt-gaming-11gb-gddr5x-icx-technology-9-thermal-sensors-rgb-led-g-p-m-graphic-cards-11g-p4-6694-kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GIGABYTE GeForce RTX  4070 Ti Super AI TOP 16G Graphics Card, Turbo Fan Cooling ...",MAD 14044,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LSICXNNXC-gigabyte-geforce-rtx-4070-ti-super-ai-top-16g-graphics-card-turbo-fan-cooling-system-16gb-256-bit-gddr6x-gv-n407tsai-top-16gd-video-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOWENIC 610 1GB Graphics Card, 64Bit DDR3 PCI Express X16 2.0 Gaming Graphics Card ...",MAD 647,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F9HC2DBJG-gowenic-gt-610-1gb-graphics-card-64bit-ddr3-pci-express-x16-2-0-gaming-graphics-card-with-hdmi-vga-dvi-port-and-silence-cooling-fan-for-desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3080 Ti XC3 ULTRA HYBRID GAMING, 12G-P5-3958-KR, 12GB GDDR6X, ARGB ...",MAD 19049,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1O732XNK0-evga-geforce-rtx-3080-ti-xc3-ultra-hybrid-gaming-12g-p5-3958-kr-12gb-gddr6x-argb-led-metal-backplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Radeon  RX 6950 XT gddr6 Graphics Card,MAD 11596,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8LGQK117K-amd-radeon-6950-xt-mba-16gb-gddr6-pci-express-graphics-card,Oreb,,,,,,,,China,,,,,,,,,,8.86 x 6.26 x 2.17 inches (22.5 x 15.9 x 5.5 cm),,,4 GB,,,,,1000 MHz,,1.02 pounds (0.46 kg),B0BLHRT629,,Oreb14huzov5ri,,,AMD Radeon HD7670,,,,,,,,,,,,Oreb,,,,DVI,,,,,"November 4, 2022"
"EVGA GeForce RTX 3080 12GB XC3 ULTRA HYDRO COPPER GAMING, 12G-P5-4869-KL, 12GB ...",MAD 18489,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4YGSEG6PC-evga-geforce-rtx-3080-12gb-xc3-ultra-hydro-copper-gaming-12g-p5-4869-kl-12gb-gddr6x-argb-led-metal-backplate-lhr,Oreb,,,,,,,,China,,,,,,,,,,8.86 x 6.26 x 2.17 inches (22.5 x 15.9 x 5.5 cm),,,4 GB,,,,,1000 MHz,,1.02 pounds (0.46 kg),B0BLHRT629,,Oreb14huzov5ri,,,AMD Radeon HD7670,,,,,,,,,,,,Oreb,,,,DVI,,,,,"November 4, 2022"
ZOTAC GAMING GeForce RTX 3080 Trinity OC 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 ...,MAD 13830,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1GC4P4AXS-zotac-gaming-geforce-rtx-3080-trinity-oc-10gb-gddr6x-320-bit-19-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling-spectra-2-0-rgb,Oreb,,,,,,,,China,,,,,,,,,,8.86 x 6.26 x 2.17 inches (22.5 x 15.9 x 5.5 cm),,,4 GB,,,,,1000 MHz,,1.02 pounds (0.46 kg),B0BLHRT629,,Oreb14huzov5ri,,,AMD Radeon HD7670,,,,,,,,,,,,Oreb,,,,DVI,,,,,"November 4, 2022"
"Mllse GeForce GTX 1080 8GB Graphics Card,GDDR5X 256bit Video Card for Gaming GPU ...",MAD 2789,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I8DY78FJA-mllse-geforce-gtx-1080-8gb-graphics-card-gddr5x-256bit-video-card-for-gaming-gpu-pcle-3-0x16-dp-hdmi-supports-ray-tracing-2k-4k-game-pc-cooling-dual,Oreb,,,,,,,,China,,,,,,,,,,8.86 x 6.26 x 2.17 inches (22.5 x 15.9 x 5.5 cm),,,4 GB,,,,,1000 MHz,,1.02 pounds (0.46 kg),B0BLHRT629,,Oreb14huzov5ri,,,AMD Radeon HD7670,,,,,,,,,,,,Oreb,,,,DVI,,,,,"November 4, 2022"
"Graphics Card, HD7670 GDDR5 4GB 128 Bit PCI Express X16 2.1 1000MHz PC Gaming Video ...","MAD 760                                                                        
                                                                            836",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/88AVRXWOI-graphics-card-hd7670-gddr5-4gb-128-bit-pci-express-x16-2-1-1000mhz-pc-gaming-video-card-dvi-single-fan-computer-gpu-graphics-card,CMS Distribution Limited - CE Stock Order Code,,,,,,,,China,,,NVIDIA GeForce RTX 3060,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,English,,,,ZOTAC GAMING GeForce RTX 3060 12GB GDDR6,Black,12 GB,12 GB,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,1807 MHz,,1.32 pounds (0.6 kg),B08WRK84PS,,ZT-A30600H-10M,1 A batteries required.,,NVIDIA GeForce RTX 3060,7680x4320,,,,,,,,7500 MHz,,,Zotac,,,,"DisplayPort, HDMI",,,,NVIDIA,"February 25, 2021"
"EVGA GeForce GTX 950 2GB FTW GAMING, Silent Cooling Graphics Card 02G-P4-2958-KR",MAD 3541,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3N1B9PHS8-evga-geforce-gtx-950-ftw-graphics-card-02g-p4-2958-kr,CMS Distribution Limited - CE Stock Order Code,,,,,,,,China,,,NVIDIA GeForce RTX 3060,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,English,,,,ZOTAC GAMING GeForce RTX 3060 12GB GDDR6,Black,12 GB,12 GB,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,1807 MHz,,1.32 pounds (0.6 kg),B08WRK84PS,,ZT-A30600H-10M,1 A batteries required.,,NVIDIA GeForce RTX 3060,7680x4320,,,,,,,,7500 MHz,,,Zotac,,,,"DisplayPort, HDMI",,,,NVIDIA,"February 25, 2021"
