title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,EMMC Storage Capacity,Chipset,Expandable Memory,RAM Frequency,RPM,Expandable SSD Capacity,Multi Card Slot,Hardware Interface,Sound Chip,Ethernet,Security Chip,TGP,Memory Slots,RJ45,Antivirus,Inbuilt 4G LTE,Stylus Included,OS Architecture,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Lock Port,Recovery Options,Laptop Bag,Other Accessories,International Warranty,Color Gamut
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"13,490",3.8,"2,340 Ratings & 203 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/r/b/cx1400cka-ek0335-chromebook-asus-original-imah2f9ch5u9enbq.jpeg?q=70,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1400cka-nk0453/p/itm3cc0cadd59faf?pid=COMGSHM3RGXQ6ZVX&lid=LSTCOMGSHM3RGXQ6ZVXCDQ8VY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_104&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGSHM3RGXQ6ZVX.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,Wi-Fi 6 (802.11ax),v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,No,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,No,,,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 11 Pro) 5470 ULTRA SLIM Thin...,"18,890",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/u/v/dell-5470-ultra-slim-thin-and-light-laptop-dell-original-imah8hffzdagwrgz.jpeg?q=70,https://www.flipkart.com/dell-intel-celeron-dual-core-4-gb-256-gb-ssd-4-emmc-storage-windows-11-pro-5470-ultra-slim-thin-light-laptop/p/itme457af893866a?pid=COMH8HF2YQCKAM5C&lid=LSTCOMH8HF2YQCKAM5CV6RVY1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_105&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMH8HF2YQCKAM5C.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adapter, Warranty Documents, User Manual",5470 ULTRA SLIM,0110376085,DELL ???? 5470 (ULTRA SLIM),,Black,Thin and Light Laptop,Entertainment,No,Intel,Celeron Dual Core,,Yes,256 GB,4 GB,DDR4,,,NA Intel,SSD,Windows 11 Pro,,No,35.56 cm (14 inch),Full HD (1080p) pixel,,,,,5.0,,,Not Available,,,,1 Year,DELL,Manufacturing Defects,Physical Damage and software,,,,,,,,4 Hours,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin ...,"69,990",4.2,76 Ratings & 7 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/p/v/surface-laptop-go-3-thin-and-light-laptop-microsoft-original-imagw5z7m6jwvhxm.jpeg?q=70,https://www.flipkart.com/microsoft-laptop-go-3-intel-core-i5-12th-gen-1235u-8-gb-256-gb-ssd-windows-11-home-xk1-00045-thin-light/p/itm8a768fa3e5823?pid=COMGUSPBNYYPCQKX&lid=LSTCOMGUSPBNYYPCQKXGAWJ22&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_106&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGUSPBNYYPCQKX.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"1U Surface Laptop, 1U PSU, 1U Warranty & Compliance Guide",XK1-00045,XK1-00045,Surface Laptop Go 3,Laptop Go 3,Platinum,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,12th Gen,Yes,256 GB,8 GB,LPDDR5,1235U,up to 4.40 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,2 x USB,Yes,31.5 cm (12.4 Inch),1536 x 1024 Pixel,LED Pixel Sense Display,Yes,Yes,WiFi 6: 802.11ax compatible,Yes,278.18 x 206.17 x 15.69 mm,1.13 Kg,Not Available,Yes,,QWERTY,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,,No,,,,,,Upto 15 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itmdc5308fa78421?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_107&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKrlYvg1uWmkJM172-UMPk_dazLusJFCdTEPfvmX9x9NNfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY33HN/A,MLY33HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium Polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,"62,990",4.5,"4,460 Ratings & 404 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_108&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKr58GxBYZ1HU8LGL05F7JNdmYUW1YsX-BtVCOAa8Vh8Lw%3D%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN|NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1335U,Max Frequency Up to 4.60 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,802.11ax,v5.2,356.6 x 15.4 x 229.15mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,4 Cell Lithium Ion Battery,,,,"Yes, 1 x HDMI",,,,45W AC Adapter,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"52,990",4.2,609 Ratings & 46 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/v/v/gaming-a15-gaming-laptop-asus-original-imah4bzzrdd6vuve.jpeg?q=70,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn260w-laptop/p/itm10514ecd2a794?pid=COMHFT2NBDET7GJX&lid=LSTCOMHFT2NBDET7GJXKL60AC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_109&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMHFT2NBDET7GJX.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA566NFR-HN260W,90NR0JU7-M004U0,Gaming A15,TUF Gaming A15,Graphite Black,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR5,7435HS,"Base Frequency 3.1 GHz, Max Frequency Upto 4.5 GHz",NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-C Support DisplayPort, 3 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, Aspect Ratio: 16:9, Refresh Rate: 144Hz, Viewing Angle: 85/85/85/85, Value IPS Level Panel Tech, Contrast Ratio: 1000:1, Brightness: 250nits, 45% NTSC, 62.5% SRGB, 47.34% Adobe, Anti Glare Display, Adaptive-Sync",Dual Speaker System,Triple Built-in Array Microphone,Wi-Fi 6 (802.11 ax) (Dual Band) 2 x 2,v5.3,359 x 256 x 22.8 mm,2.30 Kg,Not Available,720p HD camera,,Backlit Chiclet Keyboard 1-Zone RGB,1 Year Carry-in Warranty,Carry-in,Manufacturing Defect,Physical Damage,3 Cell,,GDDR6,4 GB,1 x HDMI 2.1 TMDS,,,,150W AC Adapter,8,Yes,"AI Noise Canceling Technology, DTS Software, Hi-Res Certification (for Headphone)",,,"48WHrs, 3S1P, Lithium, Recharge from 0-50% in 30 Minutes",1 Year,20 MB,Windows 11,,,32 GB,5600 MHz,,,,PCIe 4.0 NVMe M.2,,10/100/1000 Mbps,"BIOS Administrator Password and User Password Protection, Kensington Security Slot, Trusted Platform Module (Firmware TPM)",,2,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Elite - (16 GB/1 TB SSD/Window...","1,09,990",4.3,21 Ratings & 2 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/k/1/-original-imah28dhyvrphydf.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_110&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMHFCBZWQSYPBH7.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QAD-MA751WS,90NB14Q2-M006Y0,S5507QAD-MA751WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Elite,,Yes,1 TB,16 GB,LPDDR5X,X1E 78 100,Max Frequency up to 3.4GHz,NA,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 4.0 Gen 3 Type-C support display / power delivery",No,39.62 cm (15.6 Inch),2880 x 1620 Pixel,"3K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TUV Rheinland-certified, SGS Eye Care Display",Yes,Yes,Wi-Fi 7(802.11be) (Tri-band)2*2,v5.4,352.6 x 226.9 x 15.9 mm,1.42 Kg,Not Available,FHD camera with IR function to support Windows Hello With privacy shutter,,Backlit Chiclet Keyboard 1-Zone RGB with Num-key With Copilot key,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,3 Cell,,,,1 x HDMI 2.1,,,,70 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"33,990",4.2,775 Ratings & 74 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_111&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKpvrATkCiqRByDUy_AvHeLEPgoCYbbaXjiAEkwl0Kw1rvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1305U,Max Frequency up to 4.50 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,,84-key Acer keyboard layout with US language: Additional feature.,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,"40,990",4.2,"1,828 Ratings & 145 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/s/l/-original-imah8frsyvcstwd8.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmce54714ae1cd8?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_112&otracker=search&fm=organic&iid=en_a_Z4bttoAzjFw7c-Hqas5Ly0ivAFFiFJ1W5AFkAmnKo0F3zsdG1pZPkHTAouDcgiZXMzmxiqGSoqwQOprQfA3vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ALC7,82R400ERIN/82KU0238IN,Ideapad Slim 1,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,5500U,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, Brightness: 300 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,802.11ac 2 x 2,v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,No,"Non Backlit, English",2 Yr Warranty,Carry-In,Manufacturing Defects,Physical Damage,,No,,,1 x HDMI 1.4b,,,Upto 9.0 Hour,"65W Round Tip (2 Pin, Wall Mount)",6,Yes,Dolby Audio,,Microsoft Office Home & Student 2021,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",1 Year,3 MB,Windows 11 Home,,AMD SoC Platform,NA,3200 MHz,3200,NA,1 x Card Reader (4-in-1 Card Reader),M.2 2280 PCIe 3.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",No Onboard Ethernet,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,,,,,
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,"22,680",4,843 Ratings & 55 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/g/m/255-g8-laptop-hp-original-imagp22z6jwc5mfz.jpeg?q=70,https://www.flipkart.com/hp-amd-athlon-dual-core-8-gb-256-gb-ssd-windows-11-home-255-laptop/p/itmf1ca83d7a968d?pid=COMGP22PUZHZT2HG&lid=LSTCOMGP22PUZHZT2HGKX4UTQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_113&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGP22PUZHZT2HG.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Adaptor, Manual",255,6X3B9PA,255 G8,,Black,Laptop,Everyday Use,No,AMD,Athlon Dual Core,,Yes,256 GB,8 GB,LPDDR4,,,AMD Radeon AMD,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1024 x 768 pixel,,,,,Yes,,,Not Available,,,,1 YEAR,ONSITE,"LAPTOP, ADAPTOR",NA,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,"35,500",4.3,48 Ratings & 2 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/9/6/-original-imagpxgq3wcnwpwv.jpeg?q=70,https://www.flipkart.com/asus-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk522ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGZ2Y4SGZZBCFJ&lid=LSTCOMGZ2Y4SGZZBCFJDXC7VC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_114&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGZ2Y4SGZZBCFJ.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Manual, Adaptor",E1404FA-NK522WS,90NB0ZS2-M003X0 | 90NB0ZS2-M00960,Vivobook Go 14,,Black,Thin and Light Laptop,Performance,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,,,AMD Radeon,SSD,Windows 11 Home,,No,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,,,,,YES,,,Not Available,,,,1 Year International Warranty,On Site,Manufacturer Defect,"Damage, Burn",,,,,,,,3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,"63,990",4.2,68 Ratings & 7 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/2/v/-original-imahyyhudfbasgh8.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-flex-5-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-14alc7-2-1-laptop/p/itmd4a374447028a?pid=COMGHA9RHGKVKFZD&lid=LSTCOMGHA9RHGKVKFZDCGHLA6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_115&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGHA9RHGKVKFZD.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",14ALC7,82R900D9IN / 82R900ELIN,14ALC7,IdeaPad Flex 5,Storm Grey,2 in 1 Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,LPDDR4X,5700U,"Base Frequency 1.8 GHz, Max Turbo Boost Frequency Up to 4.30 GHz",Intel Integrated AMD,SSD,Windows 11 Home,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"WUXGA IPS 300nits Glossy, Glass, Touc",,,"Wi-Fi 6 11ax, 2x2",v5.2,313.1 x 224.9 x 17.8 mm,1.55 Kg,Not Available,FHD 1080p with Privacy Shutter,Yes,"Backlit, English",1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Carry in,Manufacturing defects,Physical Damage,,,,,1 x HDMI 1.4b,,,Upto 9 Hrs,,8,Yes,Dolby Audio,,,,,,,,,,,,,,,,,,,,,,,,64 bit,,,,,,,,,,,,,,,,
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"48,990",4.2,"5,709 Ratings & 295 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/i/f/-original-imah4qscfq3ddvc7.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_5_116&otracker=search&fm=organic&iid=96356a39-54a2-412a-8ca2-bd7de65ff285.COMGXNZGJV3MEMWM.SEARCH&ppt=None&ppn=None&ssid=a43a27ecsw0000001738102713584&qH=312f91285e048e09,2025-01-28 23:18:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5330TU|15-fd0111TU,9D3P0PA#ACJ|A47CYPA,15s-fq5330TU,,Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Max Frequency Up to 4.4 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",No,39.62 cm (15.6 inch),1920 X 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,No,"Full-size, backlit, natural silver keyboard with numeric keypad",1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
