title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,198",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/f/m/-original-imagrf4gvgfjj8jf.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_657&otracker=search&fm=organic&iid=en_X0ImbZi8rIWGj0guFVWvaEC_XO7MIdkgEmfp8whGrQ4qZ9s7dD--mXe1y4AcLv3fNIlpkMWAGLtPLUIpKqMzaQ%3D%3D&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Orange,,"Real Heart rate, SPO2, Pedometer",,Lithium Polymer,150 min,Upto 5 Days,,,,,,,,Yes,Yes,No,,No,v5.2,,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,,240 x 283 Pixel,49.53 mm,TFT,No,Yes,Yes,Yes,100+ Workout modes,Date and Time,No,No,Yes,,,Yes,Yes,,,6 mm,,,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",,Yes,,,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",,,,,,,,,,,,,,,,,,
"ZEPAD DZ09 Smartwatch with Camera, Smartwatch","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/jydaqa80/smartwatch/3/b/y/dz09-smartwatch-with-camera-sim-sd-card-golden-zepad-original-imafgm89axqnyrqg.jpeg?q=70,https://www.flipkart.com/zepad-dz09-smartwatch-camera/p/itme0fff033454de?pid=SMWFGM8EGQ6BC3BY&lid=LSTSMWFGM8EGQ6BC3BYKRFLDW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_661&otracker=search&fm=organic&iid=en_X0ImbZi8rIWGj0guFVWvaEC_XO7MIdkgEmfp8whGrQ7YFyw3z-nJ-7ym7GqJM8RPlER0TznLF1d6CmiGEXyAUw%3D%3D&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"2 SMARTWATCH, 2 CHARGING CABLE, 2 USER MANUAL","DZ09 Smartwatch with Camera, SIM ,SD Card Golden","DZ09 Smartwatch with Camera,",Rectangle,Brown,Rubber,FREE SIZE,Yes,No,,"Watchphone, Notifier, Fitness & Outdoor, Safety & Security",Stainless Steel,Men & Women,Android & iOS,Brown,,G-SENSOR,"ALL SMARTPHONE, ALL BLUETOOTH",Lithium Ion,120 min,6,Yes,USB,Android & IOS,,,,256 MB,Yes,Yes,,,Yes,4,Yes,10 m,"ACCPECT CALL, REJECT CALL, MAKE CALL",NA,BLUETOOTH,240*240 pixel,40 mm,HD,,Yes,Yes,Yes,"Pedometer, Sleep Monitor, Sedentary monitor, Heart Rate monitor",yes,No,Yes,Yes,1,"Alarm, calculator, sleep monitor, Calling, Volume, Volume Music",yes,YES,Yes,,,,,,"Message Notification, Calling Notification, Alarm Notification, Fitness Notification","Ring + vibration, RING","Answer/ Dial Calls, Contact Sync, Audio Player, Camera, Calculator, Calendar, Alarm, Sedentary Reminder, Anti-Lost, Push Notifications, Text Messaging., Support SD Card, 1.63 inch HD display touch screen high sensitive capacitive., Track Activity such as: sleep monitor, step counter,Calorie Counter, Drink Water Reminder more. Which is conveniently take control of your health., quick charge, campatible with all smartphone",AUTO FOCUS,,Massage Notification,Yes,,MULTI LANGUAGE,,,AUDIO PLAYER,NA,NA,NA,NA,6 hr,72 hr,golden,,2 GB,,MP3,,,,32 GB,,2 MP,97 dB,,,,
Waunset old Bracelet Strap + 2 Pair Strap Extra - BT Ca...,₹839,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/i/y/1/49-android-ios-s9-smartwatch-s-traditional-yes-original-imahygbdw8hbzftj.jpeg?q=70,https://www.flipkart.com/waunset-old-bracelet-strap-2-pair-extra-bt-calling-music-play-smartwatch/p/itm4a42a13c4b533?pid=SMWHFMGNTAYDUMVZ&lid=LSTSMWHFMGNTAYDUMVZ740NFV&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_665&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWHFMGNTAYDUMVZ.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"1Smartwatch with black strap free , charger, manual",S9 ultra mens smartwatch-27,old Bracelet Strap + 2 Pair Strap Extra - BT Calling & Music Play,Rectangle,"Gold, Black",Stainless steel,Free Size,Yes,Yes,10 m,"Fitness & Outdoor, Notifier, Watchphone, Health & Medical, Safety & Security",Stainless Steel Amoled,Men & Women,Android & iOS,"Gold, Balck",Buckel lock,Fitness Health Sports G-sensor,"iPhone, Samsung, VIVO, Oppo, MI, Realme, Nokia, Motorola",Lithium Polymer,90 min,3 Days after proper use and Normal Use 7 Days,Yes,Wireless,Android and ios,,,,2 GB,Yes,Yes,No,No,No,5,No,10 m,"Take call, make calls, mute calls, reject calls, SOS calls, Speed dial calls",you will find in manual guide,App and Bluetooth,100X200 pixel,49 mm,AMOLED,Yes,Yes,Yes,Yes,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance, with game",Yes,No,Yes,Yes,3,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance,, BT call?Play music?Messages reminder?Pedometer?Distance?Calories?Sleep monitoring?Heart rate?Calendar?Raise-to-wake?Intelligent voice?Call records?SMS?Alarm?Remote camera?Dial?Phone book?Calculator?Clock?Ringtone settings,body temperature monitor Waterproof: IP67 Waterproof",Yes,Yes,Yes,,,,,,"Whatsapp, Text, Facebook",Ring Vibrate,25+ Apps always on display feature Music Camera Operate,Operate Smooth,Yes,"Sunlight Proof display, 2 Inch Large Display, All words & apps clearly view no small app no small word, Amoled display",No,No,"Hindi , English 20+",,"Make Calls, Answer Calls, Mute Rejects Calls, Missed calls show, Contacts","Music control
Health and fitness
Make call and received call
App notiofications",3 month warranty from DOP vscollection81@gmail.com,3 month warranty from DOP vscollection81@gmail.com,Manufacturing Defects,Physical Damage,5 hr,50 hr,,10 m,1 GB,Yes,,Standard,,,,,,100 dB,,,,
"VANSHITA T500 SmartWatch with Bluetooth Calling , Heart...",₹488,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/l/m/44-t500-bt-smartwatch-fitness-tracker-wrist-watch-phone-v75-original-imah4ysfrtvzg3sh.jpeg?q=70,https://www.flipkart.com/vanshita-t500-smartwatch-bluetooth-calling-heart-rate-monitor-fitness-v75/p/itmc15a25e1747df?pid=SMWH4YSFHKQGZGJ2&lid=LSTSMWH4YSFHKQGZGJ2MB6KHI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_669&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWH4YSFHKQGZGJ2.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"1 SMARTWATCH, 1 USB CABLE, 1 USER GUIDE",T500 BT smartwatch fitness tracker Wrist Watch Phone V75,"T500 SmartWatch with Bluetooth Calling , Heart Rate Monitor Fitness V75",Square,Black,Rubber,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,No,,"Accelerometer, Gyroscope, Proximity Sensor",,,,24 Hours,,,,,,,,Yes,Yes,,,,,,,,,,315*309 pixel,44 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fire-Boltt Oracle WristPhone - 4G SIM/LTE/WiFi, Android...","₹3,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/y/q/-original-imagxy9fjrjjgphk.jpeg?q=70,https://www.flipkart.com/fire-boltt-oracle-wristphone-4g-sim-lte-wifi-android-os-play-store-phone-notification-smartwatch/p/itm0e969537f68cb?pid=SMWGXUTGWZ88XZXW&lid=LSTSMWGXUTGWZ88XZXWIEYUGT&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_673&otracker=search&fm=organic&iid=c2d567c6-ef85-4405-93de-805afefb1411.SMWGXUTGWZ88XZXW.SEARCH&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW203,"Oracle WristPhone - 4G SIM/LTE/WiFi, Android OS, Play store & Phone Notification",Square,Blue,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical","Zinc Alloy, Vacuum Plating",Men & Women,Android & iOS,Marine Mirage,Buckle,Heart Rate Sensor,,Lithium Ion,120 min,Upto 4 hours depending upon usage,Yes,USB Cable,,,,,,Yes,Yes,Yes,Yes,Yes,v5.0,Yes,10 m,"Reject Calls, Answer Calls",Limited Support,Network: 2G G,320 x 386 Pixels,46.78 mm,IPS HD,Yes,Yes,Yes,Yes,"Automatic Motion Recognition, Smart Alarm, Sedentary Reminder Notifications",Date & Time,Yes,Yes,Yes,,"Android OS, W",Yes,Yes,Yes,43.3 mm,14.68 mm,14.68 mm,50 g,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration & Ring,,,No,"1.96 inch IPS Screen, Resolution: 320 x 386 Pixels",Yes,Yes,English,,,,Covers Manufacturing Defects,Contact android@bol,Manufacturing Defects,Physical & Water Damage,,72 Hr,Grey,,,,,,,,,,,,1920 x 1080 (,,,
"boAt Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Scr...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/q/s/-original-imahywudy2cf26kh.jpeg?q=70,https://www.flipkart.com/boat-wave-sigma-3-w-turn-navigation-2-01-screen-crest-app-qr-code-tray-smartwatch/p/itmee47e16584f91?pid=SMWGYZW6FMNV8UBQ&lid=LSTSMWGYZW6FMNV8UBQMONPFD&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_17_677&otracker=search&fm=organic&iid=en_X0ImbZi8rIWGj0guFVWvaEC_XO7MIdkgEmfp8whGrQ75_1vVXl7V8EFWL8u_8ovumUEAMz3qtNIZK5bcGU0kFK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=gezfw3b3y80000001738114273987&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, User Manual, Warranty Card, USB Magnetic Charging Cable",Wave Sigma 3,"Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Screen, Crest App, QR Code Tray",Rectangle,Beige,Silicone,One Size,Yes,Yes,,Fitness & Outdoor,,Women,Android & iOS,cherry Blossom,,"Heart Rate, SpO2, G Sensor",,,,Upto 7 days,,,"iOS 9 and Above, Android 6 and Above",,,,,Yes,Yes,,,,,,,,,,240 x 296 Pixels,51 mm,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,1 Year,"Text, Call and Social Media",,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,049",4.2,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_681&otracker=search&fm=organic&iid=en__Z4Ebm8AxzVLX-qOWjyEjOcJaUeALnfGCb_lFWQoBFNszDska8_4zgaGmlZzc_Po8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=o9jj23e3gg0000001738114304007&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
zdea T800 Ultra Full screen Smart Watch Series 8 Smartw...,₹623,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/8/9/44-new-s8-ultra-android-ios-sr-plaza-yes-original-imagvrtngk3fubc4.jpeg?q=70,https://www.flipkart.com/zdea-t800-ultra-full-screen-smart-watch-series-8-smartwatch/p/itm31f43665fcca9?pid=SMWGWSGBSFTZFGG4&lid=LSTSMWGWSGBSFTZFGG4SUS67T&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_685&otracker=search&fm=organic&iid=0e8750e1-02a6-4812-9e05-3d27cb08abba.SMWGWSGBSFTZFGG4.SEARCH&ppt=None&ppn=None&ssid=o9jj23e3gg0000001738114304007&qH=87968ec020b2016b,1/29/2025 2:31,"Smart watch, Wireless Charger, User Manual, Smart watch Strap",New t800 Ultra,T800 Ultra Full screen Smart Watch Series 8,Square,Black,Silicone,Free Size,Yes,Yes,,Watchphone,Aluminium,Men & Women,Android & iOS,Black,,"Accelerometer, Gyroscope, Proximity Sensor",,Lithium Ion,60 min,3 Days,Yes,Wireless,,,,,,Yes,Yes,,,Yes,,Yes,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",,,320 x 320 pixel,49 44,AMOLED,Yes,Yes,Yes,Yes,,Date & Time,,Yes,Yes,3,,Yes,Yes,,,,,,,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",,,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,,,,,,,,,,72 hr,72 hr,,,,,,,,,,,,,,,,
"Fire-Boltt Gladiator 49.7mm Display, Bluetooth Call, 12...","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/q/3/-original-imah74bzbzvz87jh.jpeg?q=70,https://www.flipkart.com/fire-boltt-gladiator-49-7mm-display-bluetooth-call-123-sports-modes-ip67-voice-assist-smartwatch/p/itma7ee340a6fd6d?pid=SMWGVVTXQWH9FQPR&lid=LSTSMWGVVTXQWH9FQPRD8QWA9&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_689&otracker=search&fm=organic&iid=0e8750e1-02a6-4812-9e05-3d27cb08abba.SMWGVVTXQWH9FQPR.SEARCH&ppt=None&ppn=None&ssid=o9jj23e3gg0000001738114304007&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW072,"Gladiator 49.7mm Display, Bluetooth Call, 123 sports modes, IP67, voice assist",Square,Yellow,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical","Zinc Alloy, Vacuum Plating",Men & Women,Android & iOS,Yellow O,Buckle,"SpO2, Heart Rate Sensor",Mobile Phones,Lithium Ion,120 min,Upto 5 Days,Yes,USB Cable,,,,,,Yes,Yes,,,,v5.0,,10 m,"Reject Calls, Silent Calls, Answer Calls",Limited Support,,240 x 282 Pixels,49.784 mm,TFT,Yes,Yes,Yes,Yes,"Automatic Motion Recognition, 360 Health Cover - SpO2, Heart Rate & Sleep Monitoring, Breathe Monitoring, Smart Alarm, Sedentary Reminder Notifications",Date & Time,No,No,Yes,,"1.96"" Display with High Resolution, 500 NITS Peak Brightness, Stable BT Connection for Faster Secure and Low Power Consumption Use, Bluetooth Calling Smartwatch to Make and Receive Calls On The Go, Inbuilt Speaker & Mic for HD Calling Experience with a Microphone, AI Voice Assistant for On The Go Commands and Ease of Work, 120+ Sports Modes In-built for Best in Class Fitness Goals, 360 Health Cover with this Smartwatch, Track Your Heart Rate with Latest Chipset, It Can Save Upto 7 Days Data for Future Comparision, Track Your SpO2 Levels with Cyclone Pro for Best Health, Manage Your Sleep Cycles to Ensure You Get a Healthy Sleep, Get All The Smartphone Notifications On The Watch, Remote Control Your Music Player & Camera Through the Watch",,,Yes,40.9 mm,12.4 mm,12.4 mm,50 g,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration,"1.96"" Display with High Resolution, 500 NITS Peak Brightness, Stable BT Connection for Faster Secure and Low Power Consumption Use, Bluetooth Calling Smartwatch to Make and Receive Calls On The Go, Inbuilt Speaker & Mic for HD Calling Experience with a Microphone, AI Voice Assistant for On The Go Commands and Ease of Work, 120+ Sports Modes Inbuilt for Best in Class Fitness Goals, 360 Health Cover with this Smartwatch, Track Your Heart Rate with Latest Chipset, It Can Save Upto 7 Days Data for Future Comparision, Track Your SpO2 Levels with Cyclone Pro for Best Health, Manage Your Sleep Cycles to Ensure You Get a Healthy Sleep, Get All The Smartphone Notifications On The Watch, Remote Control Your Music Player & Camera Through the Watch",Other Camera Features - Remote Control Your Camera Functions Through the Watch,No,"1.96"" Large Square Display with a Crystal Clear Resolution of 240 x 282 Pixels. 500 Nits Peak Brightness",Yes,Yes,English,,Wrist Wake Function,,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement Will Be Given By The Brand Against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,,360 Hr,Yellow,,,,,,,,,,,,,,,
"Noise Icon 3 Plus with 2"" HD Display, Metal Dial, Funct...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/g/k/-original-imagz38td42ehcew.jpeg?q=70,https://www.flipkart.com/noise-icon-3-plus-2-hd-display-metal-dial-functional-crown-smartwatch/p/itm086da139314f2?pid=SMWGUSWHNKG6GFAZ&lid=LSTSMWGUSWHNKG6GFAZECZMA5&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_693&otracker=search&fm=organic&iid=0e8750e1-02a6-4812-9e05-3d27cb08abba.SMWGUSWHNKG6GFAZ.SEARCH&ppt=None&ppn=None&ssid=o9jj23e3gg0000001738114304007&qH=87968ec020b2016b,1/29/2025 2:31,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon3plus-std-slvr_blu,"Icon 3 Plus with 2"" HD Display, Metal Dial, Functional Crown",Rectangle,Blue,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Blue,,"Heart Rate, SpO2",,,,Upto 7 days,Yes,,,,,,,Yes,Yes,,,,,,10 m,,,,240 x 282 pixel,49.784 mm,,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,1 Year,Yes,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",,,Silver,,,,,,,,,,,,,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,198",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/f/m/-original-imagrf4gvgfjj8jf.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_18_697&otracker=search&fm=organic&iid=en__Z4Ebm8AxzVLX-qOWjyEjOcJaUeALnfGCb_lFWQoBFMaQJ3-0mEDjkJg136Tj9sFNIlpkMWAGLtPLUIpKqMzaQ%3D%3D&ppt=None&ppn=None&ssid=o9jj23e3gg0000001738114304007&qH=87968ec020b2016b,1/29/2025 2:31,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Orange,,"Real Heart rate, SPO2, Pedometer",,Lithium Polymer,150 min,Upto 5 Days,,,,,,,,Yes,Yes,No,,No,v5.2,,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,,240 x 283 Pixel,49.53 mm,TFT,No,Yes,Yes,Yes,100+ Workout modes,Date and Time,No,No,Yes,,,Yes,Yes,,,6 mm,,,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",,Yes,,,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",,,,,,,,,,,,,,,,,,
