title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
"LAPCARE 50.8 cm (20 inch) HD LED Backlit TN Panel with VGA & HDMI Port, Light Weight, Power Saver, Wal...","₹3,845",3.8,32 Ratings & 7 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/l/a/v/lm21whd-hd-20-2023-lktfwh7696-lapcare-original-imagqp5vhcjzf9rz.jpeg?q=70,https://www.flipkart.com/lapcare-50-8-cm-20-inch-hd-led-backlit-tn-panel-vga-hdmi-port-light-weight-power-saver-wall-mountable-slim-monitor-lm21whd/p/itm86eae31540fb6?pid=MONGQMYGVPYTG5CY&lid=LSTMONGQMYGVPYTG5CYYP7NGZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_397&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGQMYGVPYTG5CY.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,LM21WHD,,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,TN Panel,1600 x 900 pixels,,HD,,"1 Monitor, Stand, Cable, User Manual, Warranty Card",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),,93%,,,,,,,,,,,,,,,AC 100 - 240 V,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,1 Year,,,,LKTFWH7696
DELL P-Series 86.36 cm (34 inch) Curved WQHD LED Backlit IPS Panel Monitor (P3424WEB),"₹58,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/2/n/p3424web-wqhd-34-2024-09k28-dell-original-imahy79qanbhafrj.jpeg?q=70,https://www.flipkart.com/dell-p-series-86-36-cm-34-inch-curved-wqhd-led-backlit-ips-panel-monitor-p3424web/p/itmd9d298ac6f429?pid=MONHY2M8YUXAQE43&lid=LSTMONHY2M8YUXAQE43I5BATY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_398&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONHY2M8YUXAQE43.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,P3424WEB,P-Series,Black,86.36 cm (34 inch) LED Display,LED Backlit Backlight,IPS Panel,3440 x 1440 pixels,,WQHD,,"1 Monitor, Power Cord, DP-to-DP Cable, USB 3.2 Gen1 Type C-to-C Cable, USB 3.2 Gen1 Type A-to-B Upstream Cable, User Manual, Warranty Card",Curved,1440p,,,"60 Hz (Analog), 60 Hz (Digital)",,21:09,,,,5 ms,300 Nits (2D),,,,,No,,,,,Yes,Yes,,Yes,,,,,,"Yes, 1",,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Enter 39.12 cm (15.4 inch) HD Monitor (E-M16A),"₹2,500",3.8,449 Ratings & 53 Reviews,https://rukminim2.flixcart.com/image/312/312/k3670cw0/monitor/v/8/s/e-m16a-e-m16a-enter-original-imafa97fpe6j53vf.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-e-m16a/p/itma49ebee93a50a?pid=MONFMCWTM2ZCCV8S&lid=LSTMONFMCWTM2ZCCV8SOJSAFK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_399&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONFMCWTM2ZCCV8S.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,E-M16A,,Black,39.12 cm (15.4 inch) LED Display,,,1920*1080 pixels,No,HD,,"1 MONITOR, 1 VGA CABLE, 1 POWER CABLE, LED STAND, USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,800:01:00,80° (2D),60° (2D),4 ms,,,,,,,,,,,,,,,,,,AC 110~240V II 50/60Hz,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 YEAR, By BRAND","DEFECTS,NOT WORKING",DAMAGE & BURNT,1 Year,,,,
"MSI 59.94 cm (23.6 inch) Curved Full HD VA Panel Eye-Friendly Screen, Built-in Speakers Anti Glare Bus...","₹9,997",4.3,9 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/l/z/pro-mp242c-full-hd-23-6-mp242c-msi-original-imaghsfwgmvvygmj.jpeg?q=70,https://www.flipkart.com/msi-59-94-cm-23-6-inch-curved-full-hd-va-panel-eye-friendly-screen-built-in-speakers-anti-glare-business-productivity-monitor-pro-mp242c/p/itm46fc268b8c253?pid=MONGHQ6HYADKGZYX&lid=LSTMONGHQ6HYADKGZYXTZAGZ0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_400&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGHQ6HYADKGZYX.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,Pro MP242C,,Black,59.94 cm (23.6 inch) LCD Display,,VA Panel,,,Full HD,,"1 Monitor, Stand, HDMI Cable, DP Cable, Power Adapter, Manual",Curved,,Anti-glare,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,100000000:1 (Dynamic),,,5 ms,250 nits (2D),,,,,No,,,,,,,,,,,,,,Yes,,,No,,Yes,,,,,,,,,,,VESA,,,No,,,,,,,,,,,,,,,3 Years Domestic Warranty,Manufacturing Defects,Physical Damages,3 Year,,,Audio Out,MP242C
Enter 39.12 cm (15.4 inch) SVGA Monitor (E-MO-A07),"₹2,398",3.8,221 Ratings & 28 Reviews,https://rukminim2.flixcart.com/image/312/312/kr6oeq80/monitor/8/t/t/e-mo-a06-15-4-is13252-enter-original-imag5f2bkvgx8cqz.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-svga-monitor-e-mo-a07/p/itm54c47f0e26f2f?pid=MONG54BREATYSAYD&lid=LSTMONG54BREATYSAYD5MU61B&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_401&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONG54BREATYSAYD.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,E-MO-A07,,BALECK,39.12 cm (15.4 inch) 15.4 Display,,,,,SVGA,,LED||POWAR CABAL||STANDE||VGA CABAL,Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,,,,,3 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NO,NO,,,,,
Acer 68.58 cm (27 inch) Full HD LED Backlit VA Panel Gaming Monitor (ED270 X2),"₹13,239",5,4 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/j/i/ed270-x2-full-hd-27-2024-um-he0si-201-acer-original-imah4yfzrbwkfpc4.jpeg?q=70,https://www.flipkart.com/acer-68-58-cm-27-inch-full-hd-led-backlit-va-panel-gaming-monitor-ed270-x2/p/itme71e9598803d2?pid=MONH4YFZVFRVHV9A&lid=LSTMONH4YFZVFRVHV9AOGMICE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_402&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONH4YFZVFRVHV9A.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,ED270 X2,,Black,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,VA Panel,1920 x 1080 Pixels pixels,No,Full HD,,"Monitor, stand, power cord, , HDMI Cable",Flat,,,,"240 Hz (Analog), 240 Hz (Digital)",,,,178° (2D),178° (2D),1 ms,250 nits (2D),,,,,No,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,"Yes, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,,"2xHDMI(2.0), 1xDisplay(1.4) Ports with Inbox HDMI & DP Cable I 75 x 75mm VESA Wall Mount Support I Audio Out I Tilt Option (-5) to (20) Degrees",,
DELL P SERIES 2024 MODEL WITH USB Type-C Port (data only) 68.58 cm (27 inch) Full HD LED Backlit IPS P...,"₹16,999",3.5,4 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/5/f/p2725h-99-srgb-1xhdmi-1x-dp-5x-usb-3-2-gen1-height-adjust-tilt-original-imahfyn82rngyc3y.jpeg?q=70,https://www.flipkart.com/dell-p-series-2024-model-usb-type-c-port-data-only-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-monitor-p2725h-99-srgb-1xhdmi-1x-dp-5x-3-2-gen1-height-adjust-tilt-pivot-swivel/p/itmbfd1ad4633874?pid=MONHFXSHXEUSMGJW&lid=LSTMONHFXSHXEUSMGJWKYAGGN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_403&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONHFXSHXEUSMGJW.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,"P2725H-99% sRGB,1xHDMI,1x DP, 5x USB 3.2 Gen1,Height Adjust, Tilt, Pivot, Swivel",P SERIES 2024 MODEL WITH USB Type-C Port (data only),SILVER BLACK,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 X 1080 pixels,No,Full HD,,"LED MONITOR, STAND, CABLES",Flat,1920 x 1080,"ANTIGLARE, 3H HARD COATING",16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,"1500:1, 1500:1 (Dynamic)",178° (2D),178° (2D),5 ms,300 nits (2D),0.3114 mm,99,,,No,,,,,"No, 0 Speaker",,,No,0,,,AC 100-240 V (50/60 Hz),"15.8 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI 1.4 (HDCP 1.4) Port",No,Yes,Yes,5,,,,,,,,HEIGHT ADJUSTABLE STAND UPTO 150 MM,-5°/+21°,-45°/+45°,100 X 100 mm,,,,No,,,Yes,Yes,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,610.68 mm,534.56 mm,192.28 mm,5.2 kg,610.68 mm,354.71 mm,50.03 mm,4.03 kg,5 YEARS DELL ONSITE WARRANTY,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,5 Year,,"USB 3.2 Gen1 Type-B upstream, USB 3.2 Gen1 Type-A downstream ports (2), USB 3.2 Gen1 Type-A downstream, USB 3.2 Gen1 Type-C downstream (PD of up to 15W)",,
DELL 49.53 cm (19.5 inch) HD+ LED Backlit TN Panel Monitor (D2020H),"₹6,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/l/y/3/d2020h-hd-19-5-2019-hx6k1-dell-original-imah78zzjfp4tftz.jpeg?q=70,https://www.flipkart.com/dell-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-d2020h/p/itm34f24348d1ba6?pid=MONH78ZZU7YXNVNC&lid=LSTMONH78ZZU7YXNVNCPA8Q1E&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_404&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONH78ZZU7YXNVNC.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,D2020H,,Black,49.53 cm (19.5 inch) LED Backlit Display,LED Backlit Backlight,TN Panel,,,HD+,,"1 DELL monitor, 1 CABLES, Warranty Card",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 years Manufacturers Warranty,Monitor,"This Limited Hardware Warranty Covers Defects in Materials and Workmanship in your Dell-branded Hardware Products, Including Dell-branded Peripheral Products.",,,,,
"studynlearn 75-Inch Interactive Flat Panel Multitouch Screen Display, Android 14, 8 GB RAM | 128 GB RO...","₹1,19,849",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/l/3/a/i7501-4k-ultra-hd-75-2023-is-ifpseries-85-studynlearn-original-imah7gkje66uzrca.jpeg?q=70,https://www.flipkart.com/studynlearn-75-inch-interactive-flat-panel-multitouch-screen-display-android-14-8-gb-ram-128-rom-k-12-digital-content-1-year-3-years-warranty-190-5-cm-75-inch-4k-ultra-hd-ips-monitor-i7501/p/itmea18c583564a3?pid=MONGTTHCKRFHAXPM&lid=LSTMONGTTHCKRFHAXPMVKUIIA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_405&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGTTHCKRFHAXPM.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,I7501,"75-Inch Interactive Flat Panel Multitouch Screen Display, Android 14, 8 GB RAM | 128 GB ROM with K-12 Digital Content (1 Year) 3 Years Warranty",Gray,190.5 cm (75 inch) LED Display,,IPS Panel,3840*2160/UHD pixels,Yes,4K Ultra HD,Quard Core A55 2.1 Ghz,"Flat Panel, Power Cable, Stylus",Flat,3840*2160/UHD,,,"60 Hz (Analog), 60 Hz (Digital)",,0.672916667,4000:01:00,,178° (3D),5 ms,,,,,,"Yes, Supported by IR touch",,"+2 mm windows, -2 mm windows",,,"Yes, 2 Speakers  with 20 W Power Output Per Speaker",,,Yes,2,,20,,,Yes,,,,3 x A Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Display unit,Anything excluding Display unit,,,,,
ASUS ROG 80.01 cm (31.5 inch) Curved WQHD LED Backlit VA Panel Gaming Monitor (ROG Strix XG32VC),"₹38,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kxxl9jk0/monitor/r/l/e/rog-strix-xg32vc-wqhd-31-5-90lm03s0-b04110-asus-original-imaga9ubzrvh4spj.jpeg?q=70,https://www.flipkart.com/asus-rog-80-01-cm-31-5-inch-curved-wqhd-led-backlit-va-panel-gaming-monitor-rog-strix-xg32vc/p/itm93e342e46a858?pid=MONGA5FCJP3AYEXX&lid=LSTMONGA5FCJP3AYEXXOMXBKZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_406&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGA5FCJP3AYEXX.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,ROG Strix XG32VC,ROG,Black,80.01 cm (31.5 inch) LED Display,LED Backlit Backlight,VA Panel,2560 x 1440 pixels,,WQHD,,"1 Monitor, Display Port Cable, HDMI Cable, Power Adapter, Power Cord, Quick Start Guide, USB 3.0 Cable, USB-C Cable, Warranty Card",Curved,2560p,Non-Glare,,"170 Hz (Analog), 170 hz (Digital)",,16:09,3000:01:00,,,1 ms,400 nits (2D),0.272 mm,,,,No,,,,,No,Yes,,No,,,,"AC 240 V, 50/60 Hz","38 W (Operational), 0.5 W (Standby)","Yes, 1 x HDMI 2.0 Port",,,Yes,2 x USB 3.0 Port,,,,,,,,,-5 to 20 Degree,-25 to 25 Degree,100 x 100 mm,VESA,,,No,,,,,,USB Type-C Support Monitor,,,,9.3 kg,713 mm,426 mm,118 mm,5.8 kg,3 Years Domestic Warranty,Manufacturing Defects,Physical Damages will Not Covered in Warranty,3 Year,,,,
iVoomi 55.88 cm (22 inch) Full HD LED Backlit Monitor (Wide IV-L19O1HDE),"₹5,399",3.6,8 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/l12h1u80/monitor/x/x/r/wide-iv-l19o1hde-full-hd-22-iv-l19o1hde-ivoomi-original-imagcpnzhefftam2.jpeg?q=70,https://www.flipkart.com/ivoomi-55-88-cm-22-inch-full-hd-led-backlit-monitor-wide-iv-l19o1hde/p/itmf5a65427623b5?pid=MONGC522CAEVQMXH&lid=LSTMONGC522CAEVQMXHDUW7GJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_407&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONGC522CAEVQMXH.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,Wide IV-L19O1HDE,,Black,55.88 cm (22 inch) LED Display,LED Backlit Backlight,,1680 x 1050 pixels,No,Full HD,,"1 Unit LED Monitor, 1 Unit Stand, 1 Unit User Manual, 1 Unit HDMI Cable, 1 Unit Power Cable",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,No,,,No,,,,,,"Yes, 1",,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,1 Year Manufacture Warranty,Manufacturing Defect,Physical Damage,1 Year,,,,
LG ULTRAGEAR 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (27GS65F-(1920 X1080)-99%...,"₹17,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/c/h/e/27gs65f-1920-x1080-99-srgb-hdmi-dp-nvidia-g-sync-compatible-original-imah7autwgqmc4hd.jpeg?q=70,https://www.flipkart.com/lg-ultragear-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-27gs65f-1920-x1080-99-srgb-hdmi-dp-nvidia-g-sync-compatible-hdr10-height-pivot/p/itm1d55e2154aa70?pid=MONH7AUTWK7ZYDWF&lid=LSTMONH7AUTWK7ZYDWFUQ1FIX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_17_408&otracker=search&otracker1=search&fm=organic&iid=97c8402c-5871-472f-9546-07d593b47cd2.MONH7AUTWK7ZYDWF.SEARCH&ppt=None&ppn=None&ssid=04b7zhp5c00000001738111799612&qH=08b5411f848a2581,1/29/2025 1:49,"27GS65F-(1920 X1080)-99%sRGB,HDMI,DP,NVIDIA G-Sync Compatible,HDR10,Height,Pivot",ULTRAGEAR,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 X 1080 pixels,,Full HD,,1 LED MONITOR,Flat,1920 x 1080,"ANTIGLARE, 3H HARD COATING",16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",,16:09,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,300 nits (2D),0.3108 mm,99,,,No,,,,,"No, 0 Speaker",Yes,,No,0,,,100~240V (50/60Hz),"21 W (Operational), 0.5 W (Standby)","Yes, 1",No,No,Yes,0,,,,,,,,HEIGHT ADJUSTABLE STAND UPTO 110 MM,-5°~+15°,,100 X 100 mm,100 X 100,,,,,,Yes,,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,614 mm,575 mm,291 mm,7.2 kg,614 mm,364 mm,51.7 mm,5.1 kg,3,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,3 Year,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/x/t/n/22hd-hd-22-2023-zebion-22-inch-hdmi-rionix-original-imagvhgdhgzs8qn9.jpeg?q=90,URL not available,1/29/2025 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (X24ih),"₹13,999",4.3,111 Ratings & 15 Reviews,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/monitor/b/v/v/x24ih-full-hd-13l82aa-hp-original-imag6nfykbuttn4j.jpeg?q=70,https://www.flipkart.com/hp-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-x24ih/p/itm3c32bb6725630?pid=MONG5H2Q7ZME3FC7&lid=LSTMONG5H2Q7ZME3FC79NQA5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_18_409&otracker=search&otracker1=search&fm=organic&iid=60b4f33c-bd1b-45a8-b1ed-0418c4d8fb99.MONG5H2Q7ZME3FC7.SEARCH&ppt=None&ppn=None&ssid=d86d34rvxs0000001738111870890&qH=08b5411f848a2581,1/29/2025 1:51,X24ih,,Black,60.45 cm (23.8 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable, Warranty Card, QSP, Product Notice, AC Power Cable",Flat,FHD (1920 x 1080),,,"144 Hz (Analog), 144 Hz (Digital)",,16.9,1000:01:00,,,1 ms,350 nits (2D),,,,,No,,,,,No,Yes,No,No,,,,,,"Yes, 1 x HDMI 2.0 Port",,No,Yes,,Yes,,,,,,,,-6 to 23,,,,,,,,,,,,"Adjustable Stand, VESA Mountable, Adaptive Sync, On-screen Controls, Low Blue Light Mode, Anti-glare",540.8 mm,489.9 mm,218 mm,6.05 kg,540.8 mm,325.8 mm,52.5 mm,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,,,Audio Out,
iVoomi 48.26 cm (19 inch) HD Monitor (V-L1901HD),"₹2,900",3,3 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/kyq62kw0/monitor/k/4/d/v-l1901hd-hd-19-v-l1901hd-ivoomi-original-imagaw5aww44c4ya.jpeg?q=70,https://www.flipkart.com/ivoomi-48-26-cm-19-inch-hd-monitor-v-l1901hd/p/itm5ce4ed0101955?pid=MONGAW5A7UZMZWNE&lid=LSTMONGAW5A7UZMZWNELTTWUY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_18_410&otracker=search&otracker1=search&fm=organic&iid=60b4f33c-bd1b-45a8-b1ed-0418c4d8fb99.MONGAW5A7UZMZWNE.SEARCH&ppt=None&ppn=None&ssid=d86d34rvxs0000001738111870890&qH=08b5411f848a2581,1/29/2025 1:51,V-L1901HD,,Black,"48.26 cm (19 inch) LED Backlit, IPS Panel Display",,,,,HD,,"HDMI Cable, Power Cable",Flat,720p,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malfunction,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_18_411&otracker=search&otracker1=search&fm=organic&iid=en_aFtP2QWiaFpAULeFQU4EzeKwkAW9nJ7G5GnpCOgn8VdTE4vFbol523c95tjHRo4dQ6fcdhNf8Okcc5JgEJNqEA%3D%3D&ppt=None&ppn=None&ssid=d86d34rvxs0000001738111870890&qH=08b5411f848a2581,1/29/2025 1:51,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
